"Article","Web Description","Brand","Type","Colour","Pack Qty","Washable","Size","Material","DQ Score"
"424525","Wilko Fitted Sheet King Size Caramel","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424527","Wilko Oxford Pillowcases Caramel 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,0.75
"424528","Wilko Fitted Sheet Single Taupe","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424529","Wilko Fitted Sheet Double Taupe","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424530","Wilko Fitted Sheet King Size Taupe","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424531","Wilko Housewife Pillowcase Taupe","Wilko","Housewife Pillowcase",NA,"1",NA,NA,NA,0.8
"424533","Wilko Fitted Sheet Single Chocolate","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424535","Wilko Fitted Sheet King Size Chocolate","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424538","Wilko Fitted Sheet Single Navy","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424539","Wilko Fitted Sheet Double Navy","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424540","Wilko Fitted Sheet King Size Navy","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424541","Wilko Housewife Pillowcases Navy 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,0.75
"424542","Wilko Oxford Pillowcase Navy 2pk","Wilko","Oxford Pillowcase",NA,"1",NA,NA,NA,0.8
"424543","Wilko Fitted Sheet Single Denim","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424544","Wilko Fitted Sheet Double Denim","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424545","Wilko Fitted Sheet King Size Denim","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424546","Wilko Housewife Pillowcase Denim 2pk","Wilko","Housewife Pillowcase",NA,"1",NA,NA,NA,0.8
"424547","Wilko Oxford Pillowcase Denim 2pk","Wilko","Oxford Pillowcase",NA,"1",NA,NA,NA,0.8
"424548","Wilko Fitted Sheet Single Teal","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424549","Wilko Fitted Sheet Double Teal","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424550","Wilko Fitted Sheet King Size Teal","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424551","Wilko Housewife Pillowcase Teal 2pk","Wilko","Housewife Pillowcase",NA,"1",NA,NA,NA,0.8
"424552","Wilko Oxford Pillowcases Teal 2pk","Wilko","Oxford Pillowcase",NA,"1",NA,NA,NA,0.8
"424557","Wilko Oxford Pillowcases Plum 2pk","Wilko","Oxford Pillowcase",NA,"2",NA,"75 x 50 x .1cm",NA,0.85
"424558","Wilko Fitted Sheet Single Red","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424559","Wilko Fitted Sheet Double Red","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424560","Wilko Fitted Sheet King Size Red","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424561","Wilko Housewife Pillowcases Red 2pk","Wilko","Housewife Pillowcase",NA,"1",NA,NA,NA,0.8
"424562","Wilko Oxford Pillowcases Red 2pk","Wilko","Oxford Pillowcase",NA,"1",NA,NA,NA,0.8
"424563","Wilko Fitted Sheet Single Pink","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424564","Wilko Fitted Sheet Double Pink","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424565","Wilko Fitted Sheet King Pink","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424566","Wilko Housewife Pillowcases Pink 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,0.75
"424567","Wilko Oxford Pillowcases Pink 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,0.75
"424568","Wilko Fitted Sheet Single Soft Mauve","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424569","Wilko Fitted Sheet Double Soft Mauve","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424570","Wilko Fitted Sheet King Size Soft Mauve","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424571","Wilko Housewife Pillowcases Soft Mauve 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,0.75
"424573","Wilko Fitted Sheet Single Apple","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424576","Wilko Housewife Pillowcases Apple 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,0.75
"424577","Wilko Oxford Pillowcases Apple 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,0.75
"424578","Wilko Fitted Sheet Single Silver","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424579","Wilko Fitted Sheet Double Silver","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424580","Wilko Fitted Sheet King Size Silver","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424581","Wilko Housewife Pillowcases Silver 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,0.75
"424582","Wilko Oxford Pillowcases Silver 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,0.75
"424583","Wilko Fitted Sheet Single Charcoal","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424584","Wilko Fitted Sheet Double Charcoal","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424585","Wilko Fitted Sheet King Size Charcoal","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424586","Wilko Housewife Pillowcases Charcoal 2pk","Wilko","Housewife Pillowcase",NA,"1",NA,NA,NA,0.8
"424587","Wilko Oxford Pillowcases Charcoal 2pk","Wilko","Oxford Pillowcase",NA,"1",NA,NA,NA,0.8
"424588","Wilko Fitted Sheet Single Duck Egg","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424589","Wilko Fitted Sheet Double Duck Egg","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424590","Wilko Fitted Sheet King Size Duck Egg","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424591","Wilko Housewife Pillowcases Duck Egg 2pk","Wilko","Housewife Pillowcase",NA,"1",NA,NA,NA,0.8
"424592","Wilko Oxford Pillowcases Duck Egg 2pk","Wilko","Oxford Pillowcase",NA,"1",NA,NA,NA,0.8
"424593","Wilko Brushed Cotton Fitted Sheet Single White","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424594","Wilko Brushed Cotton Fitted Sheet Double White","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424595","Wilko Brushed Cotton Fitted Sheet King Size White","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424596","Wilko Brushed Cotton Housewife Pillowcases White2pk","Wilko","Housewife Pillowcase",NA,"1",NA,NA,NA,0.8
"424597","Wilko Fitted Sheet Brushed Cotton Single Cream","Wilko","Single Fitted Sheet",NA,"1","Wash at 40",NA,"100% Brushed Cotton",0.9
"424598","Wilko Fitted Sheet Brushed Cotton Double Cream","Wilko","Double Fitted Sheet",NA,"1",NA,NA,"100% Brushed Cotton",0.85
"424599","Wilko Fitted Sheet Brushed Cotton King Size Cream","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,"100% Brushed Cotton",0.85
"424600","Wilko Housewife Pillowcase Brushed Cotton Cream2pk","Wilko","Housewife Pillowcase",NA,"1",NA,NA,"100% Brushed Cotton",0.85
"424604","Wilko Brushed Cotton Housewife Pillowcase Pink2pk","Wilko","Housewife Pillowcase",NA,"1",NA,NA,"100% Brushed Cotton",0.85
"424607","Wilko Brushed Cotton Fitted Sheet King Size Blue","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,"100% Brushed Cotton",0.85
"424609","Wilko Best Fitted Sheet Single White","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424610","Wilko Best Flat Sheet Single White","Wilko","Single Flat Sheet",NA,NA,NA,NA,NA,0.75
"424611","Wilko Best Valance Single White","Wilko","Single Valance",NA,NA,NA,NA,NA,0.75
"424612","Wilko Best Fitted Sheet Single Cream","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424613","Wilko Best Flat Sheet Single Cream","Wilko","Single Flat Sheet",NA,NA,NA,NA,NA,0.75
"424614","Wilko Best Valanced  Single Cream","Wilko","Single Valance",NA,NA,NA,NA,NA,0.75
"426429","Wilko Oxford Pillowcases White 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,0.75
"426430","Wilko Oxford Pillowcase Cream 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,0.75
"426431","Wilko Oxford Pillowcases Black 2pk","Wilko","Oxford Pillowcase",NA,"1",NA,NA,NA,0.8
"426432","Wilko Valance Single Duck Egg","Wilko","Single Valance",NA,"1",NA,NA,NA,0.8
"426433","Wilko Valance Double Duck Egg","Wilko","Double Valance",NA,"1",NA,NA,NA,0.8
"426434","Wilko Valance King Size Duck Egg","Wilko","Kingsize Valance",NA,"1",NA,NA,NA,0.8
"326845","Wilko Best Fitted Sheet Super King Size White","Wilko Best","Superking Fitted Sheet","White",NA,"Washable","Super Kingsize","100% Cotton",0.95
"326846","Wilko Best Fitted Sheet King Size White","Wilko Best","Kingsize Fitted Sheet","White",NA,"Washable","Kingsize","100% Cotton",0.95
"326847","Wilko Best Fitted Sheet Double White","Wilko Best","Flexi-Fit Sheet","White",NA,"Washable","Double","100% Cotton",0.95
"326848","Wilko Best Flat Sheet Super King Size White","Wilko Best","Superking Flat Sheet","White",NA,"Washable","Super Kingsize","100% Cotton",0.95
"326850","Wilko Best Flat Sheet Double White","Wilko Best","Flat Sheet","White",NA,"Washable","Double","100% Cotton",0.95
"326853","Wilko Best Valance Double White","Wilko Best","Double Fitted Sheet","White",NA,"Washable","Double","100% Cotton",0.95
"326857","Wilko Best Fitted Sheet Super King Size Cream","Wilko Best","Flexi-Fit Sheet","Cream",NA,"Washable","Super Kingsize","100% Cotton",0.95
"326858","Wilko Best Fitted Sheet King Size Cream","Wilko Best","Kingsize Fitted Sheet","Cream",NA,"Washable","Kingsize","100% Cotton",0.95
"326862","Wilko Best Flat Sheet Double Cream","Wilko Best","Double Flat Sheet","Cream",NA,"Washable","Double","100% Cotton",0.95
"326863","Wilko Best Valance Super King Size Cream","Wilko Best","Superking Valance","Cream",NA,"Washable","Super Kingsize","100% Cotton",0.95
"326864","Wilko Best Valance  King Size Cream","Wilko Best","Kingsize Valance","White",NA,"Washable","Kingsize","100% Cotton",0.95
"326865","Wilko Best Valance Double Cream","Wilko Best","Double Valance","White",NA,"Washable","Double","100% Cotton",0.95
