"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"CLE","LAU","203195","Wilko Laundry Water Softening 15pk","Wilko","225g",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","332009","Wilko Original Citric Acid 250g","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","333369","Wilko Oxi Plus Stain Remover 1kg","Wilko","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","LAU","349695","Wilko Fabric Conditioner Thai Orchid and SpicedJasmine 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","LAU","412410","Wilko Original Liquid Soapflakes 750ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","432770","Wilko Bio Liquid Tabs 18 Washes","Wilko","18 tabs",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","432771","Wilko Non Bio Liquid Tabs 18 Washes","Wilko","18 tabs",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","432773","Wilko Bio Liquid Detergent Eucalyptus Leaf andWhite Rose 1L","Wilko","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","432774","Wilko Non Bio Liquid Detergent White Lily andFresh Apple 1L","Wilko","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","432775","Wilko Fragrance Boost Exotic Ylang andFressia 480g","Wilko","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","433035","Wilko Colour Collector 10pk","Wilko","Colour Collectors, 3.5(l)x12(w)x16(h)",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","433454","Wilko Fabric Conditioner Exotic Ylang andFressia 22 Washes 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","433455","Wilko Fabric Conditioner Blue Fressia andMagnolia Champaca 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","433563","Wilko Ironing Water Exotic Ylang andFressia 1L","Wilko","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","433665","Wilko Tumble Dryer Sheets Vanilla andLavender 50pk","Wilko",NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","LAU","438813","Wilko Fabric Freshener Exotic Ylang andFreesia 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454106","Wilko Fragrance Boost Rose & Cherry 480g","Wilko","480g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454107","Wilko Ironing Water Rose & Cherry 1L","Wilko","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454108","Wilko Antibacterial Laundry Cleanser White CottonFleur 1L","Wilko","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454109","Wilko Bio Gel Detergent Eucalyptus Leaf and WhiteRose 770ml","Wilko","770ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454110","Wilko Non Bio Gel Detergent White Lily and FreshApple 770ml","Wilko","770ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454144","Wilko Concentrated Fabric Conditioner MidnightIris and Amethyst 945ml","Wilko","954ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454145","Wilko Premium Fabric Conditioner Rose & Cherry954ml","Wilko","954ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454146","Wilko Skin Kind Fabric Conditioner Silk Pashmina750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454271","Wilko Fabric Conditioner Blue Skies 1.5L","Wilko","1.5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","LAU","454272","Wilko Fabric Conditioner Sunny Day 1.5L","Wilko","1.5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","1159440","Caustic Soda 500g","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"CLE","SUR","124284","Wilko Vacuum Freshener Discs Summer 6pk","Wilko","6 pack",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","185333","Wilko Glass Wipes Smear Free  20pk","Wilko","20 wipes",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","213684","Wilko Original Liquid Soda Crystals Spray500ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","264235","Wilko Original Bicarbonate  of Soda 500g","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","333216","Wilko Shower Cleaner Sea Minerals and Water Lilly750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","SUR","333217","Wilko Mould and Mildew Remover 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","SUR","333219","Wilko Bathroom Cleaner Sea Minerals & Water Lily750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","SUR","333344","Wilko Cleaner Stainless Steel Clear 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","SUR","334402","Wilko Window Cleaner 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","335206","Wilko Original White Vinegar Spray 750ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","430138","Wilko 2 in 1 Sink and Drain Unblocker Kit","Wilko","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","430139","Wilko Oven and BBQ Cleaner 500ml","Wilko","500ml",NA,"1",NA,"No",NA,NA,"500ml",NA,NA,NA,0.65
"CLE","SUR","431335","Wilko Optical Wipes 52pk","Wilko","52 Wipes",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","437734","Wilko Antibacterial Lemon Wipes 6 x 40pk","Wilko","foil 5.4 g, case 290 g",NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","437761","Wilko Original Soda Crystals 1.5kg","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","437980","Wilko Disinfectant Sea Minerals and Water Lily 1L","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","SUR","437981","Wilko Fuji Apple and Apricot Multi SurfaceSpray 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","438089","Wilko Carpet Stain Remover Spray 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","438758","Wilko Scrubbing Wipes 35pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","SUR","438759","Wilko Antibacterial Wipes Fuji Apple and Apricot40pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","SUR","439011","Wilko Antibacterial Cleaner Spray 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","439012","Wilko Muti Purpose Lemon and MandarinKitchen Cleaner 750ml","Wilko","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","SUR","439369","Wilko Antibacterial Lemon and Mandarin Wipes 40pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","SUR","439370","Wilko Cleanse And Shine Floor Wipes 15pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","TOI","437713","Wilko Liquid Rim Block and 2 Refills Aqua","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","TOI","437714","Wilko Liquid Rim Block and 2 Refills Rose and Raspberry Blossom","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","TOI","437715","Wilko Dual Chamber Rim Block and 2 RefillsWhite Peony and Eucalyptus Rose and Raspberry","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","TOI","437716","Wilko Functional Rim Block","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","TOI","438118","Wilko Cistern Block Blue 4pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","TOI","438119","Wilko Cistern Block Purple 4pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","ADH","157228","Wilko Decorator Power Bond Instant Grab Solvent Free 300g","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","209358","Wilko Glass Glue 3g","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ADH","209359","Wilko Plastic Glue 20ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ADH","288947","Wilko Fabric Glue 20ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ADH","288948","Wilko Leather Glue 20ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ADH","288950","Wilko Rubber Glue 15g","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","288959","Wilko PVA Adhesive 225ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437143","Wilko DIY Tape 50mm x 10m Silver","Wilko","Wilko DIY Tape Silver 50mmx10m","Silver","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437144","Wilko DIY Tape 50mm x 10m White","Wilko","Wilko DIY Tape White 50mmx10m","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437145","Wilko DIY Tape 50mm x 10m Black","Wilko","Wilko DIY Tape Black 50mmx10m","Black","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437146","Wilko DIY Tape 50mm x 10m Beige","Wilko","Wilko DIY Tape Beige 50mmx10m","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437147","Wilko DIY Tape 50mm x 10m Red","Wilko","Wilko DIY Tape Red 50mmx10m","Red","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437148","Wilko Rug Tape 50mm x 5m","Wilko","Rug tape 50mmx5m","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437149","Wilko Double Sided Tape 50mm x 10m","Wilko","Wilko Double Sided Tape 50mmx10m","White","1","Plastic",NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437151","Wilko All Weather Tape 50mm x 10m","Wilko","Wilko All Weather Tape 50mmx10m","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","437153","Wilko DIY Tape 50mm x 50m Black","Wilko","Wilko DIY Tape Black 50mmx50m","Black","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","ADH","81176","Wilko Super Glue 3g","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","CAR","151446","Wilko Natural Wood Flooring Trim H100-N 80cm x 9cm","Wilko","80x9cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","CAR","2848950","Wilko Carpet Cover Joining Strip Gold 900mm","Wilko","900mm","Gold","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","CAR","340855","Wilko Laminate Curved Edge Silver M131","Wilko","1 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","CAR","342921","Wilko Heavy Duty Spray Adhesive For Carpets","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DEC","FIL","127764","Wilko Decorator Exterior Filler Ready Mixed 330g","Wilko","330g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","158724","Wilko Wood Filler Flexible Ready Mixed Brown 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","158725","Wilko Wood Filler Flexible Ready Mixed Brown 330g","Wilko","330g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","215766","Wilko Ready Mix Quick Dry Filler 330g","Wilko","330g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","215767","Wilko Filler All-Purpose Flexible Ready Mixed 330g","Wilko","330g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","215768","Wilko Decorator Interior Filler Lightweight ReadyMixed 600ml","Wilko","600ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","215770","Wilko Ready Mix Quick Dry Filler 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","245441","Wilko Decorators Caulk 300ml","Wilko","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","3106440","Wilko Filler All Purpose Ready Mixed 600g","Wilko","600g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","3112040","Wilko Fine Surface Filler 600g","Wilko","600g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","3112340","Wilko Decorator All-Purpose Filler Ready Mixed 1kg","Wilko","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","3126940","Wilko Putty Multi-Purpose Linseed Oil 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","342036","Wilko Damp Seal   White 0.75L","Wilko","0.75L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","342401","Wilko All Purpose Powder Filler  1.5Kg","Wilko","1.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","342402","Wilko Patching Plaster 1.5Kg","Wilko","1.5gk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","342403","Wilko Exterior Powder  Filler 1.5Kg","Wilko","1.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","342404","Wilko Deep Gap Filler 1Ltr","Wilko","1L",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","342733","Wilko Fungicidal Spray 500ml","Wilko","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","49900","Wilko Filler All-Purpose Ready Mixed 330g","Wilko","330g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","77958","Wilko Ready Mix Fine Surface Filler 330g","Wilko","330g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","FIL","77959","Wilko Wood Filler Flexible Ready Mixed White 330g","Wilko","330g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","77960","Wilko Wood Filler Flexible Ready Mixed White 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","FIL","77961","Wilko Filler Ready Mixed Flexible 310ml","Wilko","310ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","INS","147738","Wilko Pipe Insulation 15mmx1m 5pk","Wilko","1m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","INS","236112","Wilko Door and Window Seal Brown 5m","Wilko","5m","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","INS","236113","Wilko Door and Window Seal White 5m","Wilko","5m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","INS","286006","Wilko Reflective Radiator Foil 50cmx5m","Wilko","5m x 50cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","INS","344882","Wilko Pipe Insulation 1m x 22mm 5pk","Wilko","5x1mx22mm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","INS","344883","Wilko Self Adhesive Door Strip Brown","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DEC","INS","344884","Wilko Self Adhesive Door Strip White","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DEC","INS","5641040","Wilko Condensation Drip Strip 6m","Wilko","6m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","INS","97157","Draught Seal E White SFDP210 6m","Wilko","6m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"DEC","INS","97160","Wilko Door and Window E Seal Brown 6m","Wilko","6m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","INS","97190","Draught Seal White SFDP12 15m","Wilko","15m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"DEC","INS","97192","Draught Seal P White SFDP220 6m","Wilko","6m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"DEC","INS","97194","PVC Brush Strip White SFDP02","Wilko","840mm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"DEC","PAS","157037","Wilko Wallpaper Stripper Concentrated 500ml","Wilko","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PAS","2780240","Wilko All Purpose Wallpaper Adhesive 5 rolls","Wilko",NA,NA,"5pk",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PAS","2780940","Wilko Decorator All-Purpose Wallpaper Adhesive","Wilko",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PAS","281050","Wilko Wallpaper Paste Brush 130mm","Wilko","130mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PAS","281051","Wilko Wallpaper Hanging Brush 210mm","Wilko","210mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PAS","281756","Atlas Plumb Bob","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.75
"DEC","PAS","341325","Wilko Ready Mixed Adhesive Wallcover 2.5Kg","Wilko","2.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PAS","341326","Wilko Ready Mixed Adhesive Wallcover 5Kg","Wilko","5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PAS","341561","Wilko Plastic Paste Table","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PAS","49868","Wilko Border and Overlap Adhesive All Purpose Ready Mixed 250g","Wilko","250g",NA,"1",NA,NA,NA,NA,NA,"1.3m²",NA,NA,0.9
"DEC","PRP","10056","Wilko Sand Block Fine / Medium","Wilko","Medium","Black",NA,"Aluminium Oxide, Glue, Foam",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","10057","Wilko Sand Block Medium / Coarse","Wilko","Medium",NA,NA,"Aluminium Oxide, Glue, Foam",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","127762","Wilko Sugar Soap Ready To Use Trigger Gun 500ml","Wilko","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","150173","Wilko Masking Tape 25mm x 50m","Wilko","25mmx50m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","159218","Wilko Decorators Jumbo Sponge","Wilko","22cmx11.5cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","182560","Wilko Cellulose Thinners 125ml","Wilko","125ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","187335","Wilko Decorator Filling Tool","Wilko","1 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","PRP","227026","Wilko Sugar Soap 500g","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","2697940","Wilko Decorator Mineralised Methylated Spirit 500ml","Wilko","500ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","PRP","2698540","Wilko Turpentine Substitute 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","PRP","2699140","Wilko Decorator White Spirit 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","PRP","2699240","Wilko White Spirit 2L","Wilko","2L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DEC","PRP","2722440","Wilko Masking Tape General Purpose 48mm x 50m","Wilko","48mmx50m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","287562","Wilko Wet and Dry Paper Fine 140mm x 230mm 10pk","Wilko","23x14cm",NA,"10 Pack","Silicon Carbide, Glue, Paper",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","287563","Wilko Wet and Dry Paper Assorted 140mmx230mm x 10","Wilko","23 x 14cm",NA,"10pk","Silicon Carbide, Glue, Paper",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","287564","Wilko Emery Cloth Assorted 140mm x 230mm 10pk","Wilko","23 x 14cm",NA,"10pk","Aluminium Oxide, Glue, Emery Cloth",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","287568","Wilko Sanding Block Cork","Wilko","11 x 6.2 x 3.1cm","Yellow","1pk","Cork",NA,NA,NA,NA,NA,NA,NA,0.95
"DEC","PRP","287953","Wilko Mini Brush Set Abrasive","Wilko","Mini",NA,"1","Wire, Brass, Nylon",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","287954","Wilko Wire Brush Secure Comfort Grip Handle","Wilko","1 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","299049","Wilko Paint and Varnish Stripper All Purpose 500ml","Wilko","500ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","342405","Wilko Aluminium Oxide Fine 10pk","Wilko","10 Pack",NA,"1","Aluminium Oxide, Glue, Foam",NA,NA,NA,NA,NA,NA,NA,0.9
