"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Age","Model Number","DQ Score"
"TOI","DEN","270547","Oral B Vitality Toothbrush Precision Clean","Oral B","One Size",NA,NA,NA,"No","Battery",NA,NA,NA,0.65
"TOI","DEN","293473","Oral-B Pro Expert Pulsar Toothbrush Medium 1pk","Oral B","Medium",NA,NA,NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","293474","Oral- B  Complete Mouthwash Alcohol Free 500ml","Oral B","500ml","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","307772","Oral- B Toothpaste  1 2 3 100ml","Oral B","100ml","Multi",NA,NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","307773","Oral B Complete Fresh Refreshing Clean Toothpaste100ml","Oral B","100ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","307781","Oral B Complete Fresh Long Lasting FreshToothpaste 100ml","Oral B","100ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","307784","Oral- B Toothpaste Pro Expert Whitening  Mint 75ml","Oral B","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","307785","Oral- B Toothpaste Pro Expert Professional ProtectClean Mint 75ml","Oral B","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","307788","Oral-B Toothpaste Pro-Expert Sensitive  and GentleWhitening Mint 75ml","Oral B","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","321615","Oral-B  Electric Toothbrush PRO600 Cross Action","Oral B","One Size",NA,NA,NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","338368","Oral-B  Electric Toothbrush PRO600 White and Clean","Oral B",NA,NA,"1",NA,"No","Mains, Battery",NA,NA,NA,0.6
"TOI","DEN","339396","Oral-B Mouthwash Pro Expert ProfessionalProtection 500ml","Oral B","500ml","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","341097","Oral-B Toothbrush Classic Care Medium40 2pk","Oral B",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","352447","Oral-B Toothbrush 123 Indicator Medium 35 1pk","Oral B",NA,"Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","402813","Oral-B Pro 2000  Electric Toothbrush 3D Action","Oral B",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","418262","Oral-B Replacement Brush Heads CrossAction 4pk","Oral B",NA,NA,"4",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","418263","Oral-B Replacement Brush Heads Cross Action 2pk","Oral B",NA,NA,"2pk",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","437532","Oral- B  Toothpaste 3D White Luxe Perfection 75ml","Oral B","75ml",NA,"1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","437533","Oral- B 3D White Brilliance 40 Medium 1pk","Oral B",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","437534","Oral- B Mouthwash 3DW Luxe Rinse 500ml","Oral B","500ml",NA,"1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","437537","Oral- B Kids Toothpaste Frozen Stages 75ml","Oral B","75ml",NA,"1",NA,"No",NA,NA,NA,NA,0.55
"TOI","DEN","437538","Oral-B Kids Toothbrush Manual Frozen 1pk","Oral B",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","447284","Oral B Power Handle ToothbrushPro 650 Cross Action","Oral B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667
"TOI","DEN","447670","Oral-B Kids Toothbrush Frozen Battery Operated","Oral B",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","456354","Oral B 3D White Arctic Fresh Toothpaste 75ml","Oral B",NA,NA,"1",NA,"No",NA,"75ml",NA,NA,0.65
"TOI","DEN","456355","Oral B 3D White Vitalising Fresh Toothpaste 75ml","Oral B",NA,NA,"1",NA,"No",NA,"75ml",NA,NA,0.65
"TOI","DEN","456356","Oral B 3D White Luxe Glam White Toothpaste 75ml","Oral B",NA,NA,"1",NA,"No",NA,"75ml",NA,NA,0.65
"TOI","DEN","456717","Oral B Anti Plaque Toothbrush Medium 40","Oral B",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","117057","Poligrip Ultra Denture Fixative Cream Mint 40g","Poligrip","40g","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","34157","Poligrip Denture Fixative Cream Flavour Free 40g","Poligrip","40g","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","238987","Sensodyne Toothpaste Gentle Whitening 74ml","Sensodyne","75ml","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","262553","Sensodyne Toothpaste Pro Namel Mint Essence 1pk","Sensodyne","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","280610","Sensodyne Toothpaste Pro Namel Gentle Whitening75ml","Sensodyne","75ml","Multi","1",NA,"No",NA,"75ml",NA,NA,0.65
"TOI","DEN","304752","Sensodyne Toothpaste Repair and Protect 75ml","Sensodyne","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","321184","Sensodyne Toothpaste Repair and Protect Whitening75ml","Sensodyne","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","321185","Sensodyne Toothpaste Pro Namel Extra FreshnessFresh Mint 75ml","Sensodyne","75ml","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","321202","Sensodyne Toothpaste Repair and Protect ExtraFresh 75ml","Sensodyne","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","329586","Sensodyne Toothpaste Daily Care 75ml","Sensodyne","75ml",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","346234","Sensodyne Toothpaste Complete Care 75ml","Sensodyne","75ml","Multi",NA,NA,"No",NA,"75ml",NA,NA,0.65
"TOI","DEN","437624","Steradent Denture Cleansing Tablets Active Plus30pk","Steradent",NA,NA,"30",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","437625","Steradent Denture Cleansing Tablets Pro White30pk","Steradent",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","450310","Steradent Active Fresh Denture Tablets30pk","Steradent",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","34146","Superdent Denture Cleansing Tablets 30pk","Superdent","One Size","Multi","30pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","420047","Wernets Ultra Denture Fixture Powder 40g","Wernets",NA,NA,"1",NA,"No",NA,NA,"Adults",NA,0.65
"TOI","DEN","310990","Wilko Toothbrush Battery Powered Adult","Wilko","One Size",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","310993","Wilko Replacement Brush Heads 6pk","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","315043","Wilko Toothbrush and 1 Spare Brush HeadRechargable","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","319732","Wilko Kids Replacement Brush Heads Boys 2pk","Wilko","One Size","Multi","2pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","319734","Wilko Kids Toothbrush Battery Operated Green","Wilko","One Size","Multi","1",NA,"No","Battery",NA,NA,NA,0.65
"TOI","DEN","432815","Chlorhexidine Gluconate Mouthwash Peppermint300ml","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","445282","Wilko Toothbrushes Family Medium 4pk","Wilko",NA,NA,"4",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445284","Wilko Toothbrushes  Flexi Medium 2pk","Wilko",NA,NA,"2",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445285","Wilko Toothbrush Sensitive 1pk","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445286","Wilko  Kids Toothbrush Soft Bristles 0-2 Years 1pk","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445287","Wilko Kids Toothbrush Soft Bristles 3 to 6 Years1pk","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445288","Wilko Kids Toothbrush Soft Bristles 6 Plus Years1pk","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445290","Wilko Dental Flossers 32pieces","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445291","Wilko Dental Flossers Mint Flavour 32pieces","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445292","Wilko Dental Floss Mint Flavour 50m","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445293","Wilko Interdental Brush 0.6mm 6pk","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445294","Wilko Interdental Brush 0.7mm 6pk","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445295","Wilko Interdental Brush 0.8mm 6pk","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","445296","Wilko Interdental Brush 0.45mm","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","455321","Wilko Toothpaste Coolmint 100ml","Wilko",NA,NA,"1",NA,"No",NA,"100ml","6 Years Plus",NA,0.65
"TOI","DEN","455322","Wilko Toothpaste Advanced White 100ml","Wilko",NA,NA,"1",NA,"No",NA,"100ml","6 Years Plus",NA,0.65
"TOI","DEN","455323","Wilko Toothpaste Advanced Sensitive 100ml","Wilko",NA,NA,"1",NA,"No",NA,"100ml","6 Years Plus",NA,0.65
"TOI","DEN","455324","Wilko Toothpaste Kids 6+ Years 75ml","Wilko",NA,NA,"1",NA,"No",NA,"75ml","6 Years Plus",NA,0.65
"TOI","DEN","455325","Wilko Toothpaste Kids 0-2 Years 75ml","Wilko",NA,NA,"1",NA,"No",NA,"75ml","0-2 Years",NA,0.65
"TOI","DEN","455326","Wilko Toothpaste Kids 3-6 Years 75ml","Wilko",NA,NA,"1",NA,"No",NA,"75ml","3-6 Years",NA,0.65
"TOI","DEN","455327","Wilko Mouthwash Coolmint 500ml","Wilko",NA,NA,"1",NA,"No",NA,"500ml","12 Years Plus",NA,0.65
"TOI","DEN","455328","Wilko Advanced White Mouthwash 500ml","Wilko",NA,NA,"1",NA,"No",NA,"500ml","12 Years Plus",NA,0.65
"TOI","DEN","455329","Wilko Advanced Sens Mouthwash 500ml","Wilko",NA,NA,"1",NA,"No",NA,"500ml","12 Years Plus",NA,0.65
"TOI","DEN","455330","Wilko Complete Care Mouthwash 500ml","Wilko",NA,NA,"1",NA,"No",NA,"500ml","12 Years Plus",NA,0.65
"TOI","DEN","455331","Wilko Kids Mouthwash Strawberry 300ml","Wilko",NA,NA,"1",NA,"No",NA,"300ml","6 Years Plus",NA,0.65
"TOI","DEN","455332","Wilko Kids Mouthwash Mint 300ml","Wilko",NA,NA,"1",NA,"No",NA,"300ml",NA,NA,0.65
"TOI","DEN","126264","Wisdom Regular Fresh Toothbrush Medium 3pk","Wisdom","Medium","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","232115","Wisdom Toothbrush Control Grip  Medium 1pk","Wisdom","Medium",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","252575","Wisdom Toothbrush  Extra Clean Value Pack 4pk","Wisdom","Medium","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","257649","Wisdom Toothbrush Control Grip Firm 1pk","Wisdom","Firm",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","258027","Wisdom Toothbrush Clean Between Sensitive 1pk","Wisdom","Sensitive",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","280414","Wisdom Dental Tape Mint Waxed 50m","Wisdom","50m","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","280417","Wisdom Fresh Breath Spray Freshmint  12.5ml","Wisdom","12.5ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","280424","Wisdom Clean Between Interdental Brushes 20pk","Wisdom","One Size","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","283982","Wisdom Clean Between Flossers 30pk","Wisdom","One Size","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","288019","Wisdom Mouthwash Coolmint 500ml","Wisdom","500ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","319853","Wisodom Clean Between Interdental Brushes  Medium20pk","Wisdom","One Size","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","352348","Wisdom Sensitive Defence Mouthwash 500ml","Wisdom","500ml","Multi","1",NA,"No",NA,"500ml",NA,NA,0.65
"TOI","DEN","419388","Wisdom Toothbrush Advanced Interdental Firm 1pk","Wisdom",NA,NA,"1","Plastic PP and Plastic TPR","No",NA,NA,"Adults",NA,0.65
"TOI","DEN","419389","Wisdom Interdental Brushes Daily Use XXX Fine 30pk","Wisdom",NA,NA,"1","Plastic PP and Steel Wire","No",NA,NA,"Adults",NA,0.65
"TOI","DEN","425422","Wisdom Interdental Clean Between BrushesLarge 20pk","Wisdom",NA,NA,"1","Plastic - PP / Plastic - TPE","No",NA,NA,"Adults",NA,0.65
"TOI","DEN","437355","Wisdom Toothbrush Spinbrush Whitening Power","Wisdom","H20.6cm, W3.1cm, D2.7cm",NA,"1","Plastic","No","Battery Powered",NA,"6+",NA,0.65
"TOI","DEN","437356","Wisdom Kids Toothbrush Spinbrush Power","Wisdom","H20.6cm, W3.1cm, D2.7cm",NA,"1","Plastic","No","Battery Powered",NA,"6+",NA,0.65
"TOI","DEN","437357","Wisdom Kids Toothbrush Flashing Bright Star","Wisdom","H15cm, W2cm, D2cm",NA,"1","Plastic","No","Battery Powered",NA,"3+",NA,0.65
"TOI","DEN","441224","Wisdom Toothbrush Step by Step 0-2 Years 1pk","Wisdom","H10.5cm, W4cm, D1.4cm",NA,"1","Plastic","No","Battery Powered",NA,"3+",NA,0.65
"TOI","DEN","441225","Wisdom Toothbrush Step by Step 3-5 Years 1pk","Wisdom","H14.6cm, W2.3cm, D2.0cm",NA,"1","Plastic","No","Battery Powered",NA,"3+",NA,0.65
"TOI","DEN","441226","Wisdom Toothbrush Step by Step 6 Plus Years1pk","Wisdom","H16cm, W2.0cm, D1.5cm",NA,"1","Plastic","No","Battery Powered",NA,"3+",NA,0.65
"TOI","DEN","448529","Wisdom Toothpaste Sensitive and Whitening 100ml","Wisdom","H16cm, W5.4cm, D3.3cm",NA,"1","Plastic","No","Battery Powered",NA,"3+",NA,0.65
"TOI","DEN","76763","Wisdom Toothbrush  Regular Fresh Medium 2pk","Wisdom","Medium","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","76764","WisdomToothbrush  Regular Fresh Firm 2pk","Wisdom","Firm","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","ELE","211438","Babyliss Pro Ceramic 215 Straightener Slim","BaByliss",NA,NA,NA,NA,NA,"Mains",NA,NA,"2039U",0.883333333333333
"TOI","ELE","257808","Babyliss TrueSmooth Batt Op Lady Shaver","BaByliss",NA,NA,"1",NA,NA,"Battery",NA,NA,NA,0.883333333333333
"TOI","ELE","257862","Babyliss For Men 8in1 All Over Grooming Kit","BaByliss",NA,NA,NA,NA,NA,"Mains, Battery",NA,NA,"7056CU",0.883333333333333
"TOI","ELE","257952","Babyliss ProDigital 230 Ceramic Plate Straightener","BaByliss",NA,NA,NA,NA,NA,"230V",NA,NA,"2079U",0.883333333333333
"TOI","ELE","267307","Babyliss Glamour Volume Waves Styler","BaByliss","19mm",NA,NA,NA,NA,NA,NA,NA,"2289U",0.883333333333333
"TOI","ELE","295285","Babyliss For Men 3in1 Hygenic Trimmer","BaByliss",NA,NA,NA,NA,NA,"Battery",NA,NA,"7051BU",0.883333333333333
"TOI","ELE","325862","Babyliss Energy Cells Replacement Refills 2pk","BaByliss","12.5g",NA,NA,NA,NA,NA,NA,NA,"4580U",0.883333333333333
"TOI","ELE","331751","Babyliss For Men Home Hair Cutting Kit 22 Piece","BaByliss",NA,NA,"1",NA,NA,"Mains, Battery",NA,NA,"7447BU",0.9
"TOI","ELE","422458","BaByliss for Men Professional Hair ClipperGift Set","BaByliss","H 18.5x L4.8 x D 5.0",NA,NA,NA,NA,"Mains",NA,NA,"7448BGU",0.941666666666667
"TOI","ELE","423949","Babyliss For Men 10in1 Grooming Set","BaByliss","H 16 x L 4.5 x D 3",NA,NA,NA,NA,"Cord/Cordless",NA,NA,"7235U",0.941666666666667
"TOI","ELE","424356","Babyliss Pro Speed Hair Dryer 2200W","BaByliss","BaByliss Pro Speed 2200",NA,NA,NA,NA,"Mains 2000W-2200W",NA,NA,"5541CU",0.941666666666667
"TOI","ELE","444682","BaByliss Pro Ceramic 12in1 Multi Hair Styler","BaByliss",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","ELE","352591","Braun Mobile Shave Shaver M60B","Braun",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","ELE","324864","Tresemme Power Hair Dryer 2200W","Tresemme",NA,NA,NA,NA,NA,NA,NA,NA,"5542DU",0.825
"TOI","MAX","303998","Max Factor 2000 Calorie Mascara Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312300","Max Factor Mini Nail Polish Ivory 001","Maxfactor","4.5ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312301","Max Factor Mini Nail Polish Mauve 004","Maxfactor","4.5ml","Purple",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312302","Max Factor Mini Nail Polish Sun Pink 005","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312303","Max Factor Mini Nail Polish Diva Violet 008","Maxfactor","4.5ml","Purple",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312304","Max Factor Mini Nail Polish Diva Coral 009","Maxfactor","4.5ml","Green",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312305","Max Factor Mini Nail Polish Red Carpet 011","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312307","Max Factor Mini Nail Polish Deep Mauve 013","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312308","Max Factor Mini Nail Polish Dazz Blue 014","Maxfactor","4.5ml","Blue",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312309","Max Factor Mini Nail Polish Cloudy Blue 018","Maxfactor","4.5ml","Blue",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312310","Max Factor Mini Nail Polish Silver 020","Maxfactor","4.5ml","Silver",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312311","Max Factor Cremepuff Pressed Powder Transparent 5","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312312","Max Factor Cremepuff Pressed Powder Beige 13","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312313","Max Factor Cremepuff Pressed Powder Tempting Touch53","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312314","Max Factor Cremepuff Pressed Powder Candle Glow 55","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312317","Max Factor Mastertouch Concealer Ivory 303","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312318","Max Factor Mastertouch Concealer Fair 306","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312319","Max Factor Mastertouch Concealer Beige 309","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312324","Max Factor Finity Compact Foundation Porcelain 1","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312325","Max Factor Finity Compact Foundation Ivory 2","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312326","Max Factor Finity Compact Foundation Natural 3","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312327","Max Factor Finity Compact Foundation Sand 5","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312330","Max Factor Pan Stick Fair 25","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312345","Max Factor Colour Adapt Foundation Creamy Ivory 40","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312347","Max Factor Colour Adapt Foundation Natural 70","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312348","Max Factor Colour Adapt Foundation Golden 75","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312349","Max Factor Miracle Touch Liquid IllusionFoundation Creamy Ivory 40","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312366","Max Factor Kohl Eyeliner Pencil Black 20","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312367","Max Factor Kohl Eyeliner Pencil Charcoal 50","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312368","Max Factor Kohl Eyeliner Pencil Brown 30","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312372","Max Factor 2000 Calorie Dramatic VolumeMascara Brown Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312373","Max Factor False Lash Effect Fusion Mascara Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312374","Max Factor False Lash Effect Mascara WaterproofBlack","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312377","Max Factor Masterpiece Mascara Brown/Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312378","Max Factor Masterpiece Mascara Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312379","Max Factor Masterpiece Mascara Waterproof Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312385","Max Factor Masterpiece Max Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312386","Max Factor False Lash Effect Mascara Brown Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312387","Max Factor False Lash Effect Mascara Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312399","Max Factor Elixir Lipstick English Rose 510","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312411","Max Factor Colour Elixir Lipstick 610 Angel Pink","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312413","Max Factor Elixir Lipstick Ruby 715","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312415","Max Factor Elixir Lipstick Pink Brandy 825","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312416","Max Factor Elixir Lipstick Coral 827","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312417","Max Factor Elixir Lipstick Rose 830","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312420","Max Factor Elixir Lipstick Raisin 894","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312423","Max Factor Lasting Performance Foundation Fair 100","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312424","Max Factor Lasting Performance FoundationPastelle 102","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312425","Max Factor Lasting Performance FoundationSoft Beige 105","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312426","Max Factor Lasting Performance Foundation NaturalBeige 106","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312428","Max Factor Lasting Performance Foundation NaturalBronze 109","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312438","Max Factor Lipfinity Moisturising Top Coat","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312439","Max Factor Lipfinity Lip Colour Angelic 20","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312440","Max Factor Lipfinity Lip Colour Vivacious 40","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312441","Max Factor Lipfinity Lip Colour Spicy 70","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312442","Max Factor Lipfinity Lip Colour Passionate 110","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312443","Max Factor Lipfinity Lip Colour Hot 120","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312445","Max Factor Lipfinity Lip Colour Cool 30","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","312446","Max Factor Lipfinity Lip Colour Glowing 16","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","318942","Max Factor 2000 Calorie Mascara Waterproof Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","324785","Max Factor Face Finity All Day FlawlessFoundation 3in1 Golden 75","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","324786","Max Factor Face Finity All Day FlawlessFoundation 3in1 Natural 50","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","324787","Max Factor Face Finity All Day FlawlessFoundation 3in1 Almond 45","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","324788","Max Factor Face Finity All Day FlawlessFoundation 3in1 Beige 55","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","336321","Max Factor Glossfinity Nail Polish Rose Petal 45","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","336322","Max Factor Glossfinity Nail Polish Angel Nails 55","Maxfactor","11ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","336323","Max Factor Glossfinity Nail PolishMidnight Bronze","Maxfactor","11ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","336324","Max Factor Glossfinity Nail Polish Dusky Rose 105","Maxfactor","11ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.88
