"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Age","DQ Score"
"TOI","HAI","456265","L'Oreal Excellence Creme 3 Natural Darkest BrownPermanent Hair Dye","L'Oreal",NA,NA,"1",NA,NA,0.81
"TOI","HAI","60224","L'Oreal Preference Infinia 3 Brasilia Dark BrownPermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","60226","L'Oreal Preference Infinia 9.13 Bergen LightBeige Blonde Permanent Hair Dye","L'Oreal",NA,"Blonde","1",NA,NA,0.93
"TOI","HAI","60231","L'Oreal Preference Infinia 7 Rimini Dark BlondePermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","87775","L'Oreal Excellence Creme 4 Natural Dark BrownPermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","87776","L'Oreal Excellence Creme 5 Natural BrownPermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","87779","L'Oreal Excellence Creme 6 Natural Light BrownPermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","87780","L'Oreal Excellence Creme 7 Dark Blonde PermanentHair Dye","L'Oreal",NA,"Blonde","1",NA,NA,0.93
"TOI","HAI","87783","L'Oreal Excellence Creme 9 Natural Light BlondePermanent Hair Dye","L'Oreal",NA,"Blonde","1",NA,NA,0.93
"TOI","HAI","33778","Pin Up Orignal Lasting Perm","Perm",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","451104","Root Perfect Blonde 75ml","Root Perfect","75ml",NA,"1",NA,NA,0.93
"TOI","HAI","451105","Root Perfect Light Brown 75ml","Root Perfect","75ml",NA,"1",NA,NA,0.93
"TOI","HAI","451106","Root Perfect Medium Brown 75ml","Root Perfect","75ml",NA,"1",NA,NA,0.93
"TOI","HAI","451107","Root Perfect Dark Brown 75ml","Root Perfect","75ml",NA,"1",NA,NA,0.93
"TOI","HAI","451108","Root Perfect Black 75ml","Root Perfect",NA,NA,NA,NA,NA,0.79
"TOI","HAI","126561","Schwarzkopf Poly Color Tint Warm Brown 38","Schwarzkopf",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","126562","Schwarzkopf Poly Color Tint Medium Brown 39","Schwarzkopf",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","126563","Schwarzkopf Poly Color Tint Medium Brown 41Brown 41","Schwarzkopf",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","126564","Schwarzkopf Poly Color Tint Dark Brown 43","Schwarzkopf",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","126566","Schwarzkopf Poly Color Tint Mahogany 71","Schwarzkopf",NA,"Wood","1",NA,NA,0.93
"TOI","HAI","172793","Schwarzkopf Poly Color Tint Natural Black 45","Schwarzkopf",NA,"Black","1",NA,NA,0.93
"TOI","HAI","172795","Schwarzkopf Poly Color Tint Red, Black 87","Schwarzkopf",NA,"Red","1",NA,NA,0.93
"TOI","HAI","229200","Schwarzkopf Live Intense Colour Red Passion 043","Schwarzkopf",NA,"Red","1",NA,NA,0.93
"TOI","HAI","229201","Schwarzkopf Live Intense Colour Mystic Violet 087","Schwarzkopf",NA,"Purple","1",NA,NA,0.93
"TOI","HAI","229204","Schwarzkopf Live Intense Highlighter AbsolutePlatinum 00A","Schwarzkopf",NA,"Blonde","1",NA,NA,0.93
"TOI","HAI","250369","Schwarzkopf Poly Color Tint Raven Black 49","Schwarzkopf",NA,"Black","1",NA,NA,0.93
"TOI","HAI","250370","Schwarzkopf Poly Color Tint Dark Blonde 37","Schwarzkopf",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","276593","Schwarzkopf Live Intense ColourTempting Chocolate 880","Schwarzkopf",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","329433","Schwarzkopf Live Intense HighlighterMax Blonde 00B","Schwarzkopf",NA,"Blonde","1",NA,NA,0.93
"TOI","HAI","332880","Schwarzkopf Live Ultra Brights Pillar Box Red 092","Schwarzkopf",NA,"Red","1",NA,NA,0.93
"TOI","HAI","33751","Schwarzkopf Poly Style Foam Perm Dry","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","33755","Schwarzkopf Poly Style Foam Perm Normal","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","351876","Schwarzkopf Live Ultra Brights TurquoiseTemptation 880","Schwarzkopf",NA,"Blue","1",NA,NA,0.93
"TOI","HAI","412524","Schwarzkopf Live Intense Bitter Sweet Chocolate089","Schwarzkopf",NA,"Brown","1",NA,NA,0.93
"TOI","HAI","446252","Schwarzkopf Live Lightener + Twist Cool Rose 101","Schwarzkopf",NA,NA,NA,NA,NA,0.79
"TOI","HAI","446253","Schwarzkopf Live Lightener + Twist Cool Lilac 104","Schwarzkopf",NA,NA,NA,NA,NA,0.79
"TOI","HAI","452120","Schwarzkopf Color Expert Colour SealerConditioner 250ml","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452123","Schwarzkopf Color Expert Colour SealerTreatment 150ml","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452125","Schwarzkopf Color Expert Hair ColourantDark Brown 4.0","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452127","Schwarzkopf Color Expert Hair ColourantMedium Brown 5.0","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452129","Schwarzkopf Color Expert Hair ColourantLight Cool Blonde 10.2","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452131","Schwarzkopf Color Expert Hair ColourantNatural Black 1.0","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452133","Schwarzkopf Color Expert Hair ColourantDeep Amethyst 4.9","Schwarzkopf",NA,NA,"1","No",NA,0.825
"TOI","HAI","452137","Schwarzkopf Color Expert Hair ColourantIntense Red 6.88","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452139","Schwarzkopf Color Expert Hair ColourantDark Blonde 7.0","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452899","Schwarzkopf Live Ultra Brights Hair ColourantSea Mermaid","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","452900","Schwarzkopf Ultra Brights Hair ColourantSteel Silver","Schwarzkopf",NA,NA,"1",NA,NA,0.86
"TOI","HAI","457106","Live Ultra Bright Aqua Collection 111","Schwarzkopf",NA,NA,"1",NA,NA,0.76
"TOI","HAI","457107","Live Ult Bright Sunburst Collection 110","Schwarzkopf",NA,NA,"1",NA,NA,0.76
"TOI","HAI","457108","Schwarzkopf Live Pastel It 200ml","Schwarzkopf",NA,NA,"1",NA,NA,0.81
"TOI","HAI","33943","Wella Hair Streaking Kit Natural Light BlondeHighlights","Wella",NA,"Blonde","1",NA,NA,0.93
"TOI","HAI","347747","Wilko Hair Colour Mixing Bowl","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","HAI","347748","Wilko Hair Foils","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","HAI","347749","Wilko Hairdressing Cape","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","HAI","347750","Wilko Hairdressing Scissors","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","HAI","347753","Wilko Thinning Scissors","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","HAI","347754","Wilko Tinting Brush","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","MON","131821","Montagne Jeunesse Dead Sea Mud Pack 20ml","Montagne Jeunesse","20g",NA,NA,NA,NA,0.9125
"TOI","MON","144081","Montagne Jeunesse Red Hot Earth Sauna Masque 15ml","Montagne Jeunesse","15g",NA,NA,NA,NA,0.9125
"TOI","MON","165766","Montagne Jeunesse Cucumber Peel Off Masque 10ml","Montagne Jeunesse","10ml",NA,NA,NA,NA,0.9125
"TOI","MON","222498","Strawberry Souffle Face Mask","Montagne Jeunesse",NA,NA,NA,NA,NA,0.775
"TOI","MON","222501","Montagne Jeunesse Green Tea Peel Off Masque","Montagne Jeunesse",NA,NA,NA,NA,NA,0.825
"TOI","MON","247185","Montagne Jeunesse Natural Tea Tree Blemish Dots","Montagne Jeunesse",NA,NA,NA,NA,NA,0.825
"TOI","MON","269399","Montagne Jeunesse Passion Peel Off Face Mask","Montagne Jeunesse","10ml",NA,NA,NA,NA,0.9125
"TOI","MON","269403","Montagne Jeunesse Blemish Mud Mask","Montagne Jeunesse","20g",NA,NA,NA,NA,0.9125
"TOI","MON","320252","Montagne Jeunesse Creamy Coconut Face Mask","Montagne Jeunesse",NA,NA,"1",NA,NA,0.9125
"TOI","MON","320329","Montagne Jeunesse Manuka Honey Face Mask","Montagne Jeunesse",NA,NA,"1",NA,NA,0.9125
"TOI","MON","403074","Montagne Jeunesse Black Seaweed Peel Off FaceMasque","Montagne Jeunesse",NA,NA,"1",NA,NA,0.9125
"TOI","MON","427749","Montagne Jeunesse Tea Tree Peal Off Masque","Montagne Jeunesse",NA,NA,"1",NA,NA,0.9125
"TOI","MON","449527","7th Heaven Charcoal Mud Masque","Montagne Jeunesse","15ml",NA,"1",NA,NA,0.95
"TOI","MON","449528","7th Heaven Argan Oil Rescue Hair Masque","Montagne Jeunesse","25ml",NA,"1",NA,NA,0.95
"TOI","MON","457203","Montagne Jeunesse 7th Heaven Avocado Oil MudMasque","Montagne Jeunesse",NA,NA,"1",NA,NA,0.9125
"TOI","MON","457204","Montagne Jeunesse 7th Heaven Dead Sea Peel OffMasque","Montagne Jeunesse",NA,NA,"1",NA,NA,0.9125
"TOI","MON","457205","Montagne Jeunesse 7th Heaven Exfoliator andMasque","Montagne Jeunesse",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","429120","Alberto Balsam Shampoo Juicy Green Apple350ml","Alberto Balsam","350ml",NA,"1",NA,NA,1
"TOI","SHC","429121","Alberto Balsam Shampoo SunkissedRaspberry 350ml","Alberto Balsam","350ml",NA,"1",NA,NA,1
"TOI","SHC","429122","Alberto Balsam Shampoo Tea Tree Tingle 350ml","Alberto Balsam","350ml",NA,"1",NA,NA,1
"TOI","SHC","429124","Alberto Balsam Tea Tree Tingle Conditioner 350ml","Alberto Balsam","350ml",NA,"1",NA,NA,1
"TOI","SHC","429125","Alberto Balsam Shampoo Coconut and Lychee  350ml","Alberto Balsam","350ml",NA,"1",NA,NA,1
"TOI","SHC","429127","Alberto Balsam Conditioner Coconut 350ml","Alberto Balsam","350ml",NA,"1",NA,NA,1
"TOI","SHC","437079","Alberto Balsam Blends Smooth and Sleek Shampoo300ml","Alberto Balsam","300ml",NA,NA,NA,NA,0.9125
"TOI","SHC","437081","Alberto Balsam Blends Stunning Shine Shampoo 300ml","Alberto Balsam","300ml",NA,NA,NA,NA,0.9125
"TOI","SHC","437083","Alberto Balsam Blends Damage Repair Shampoo 300ml","Alberto Balsam","300ml",NA,NA,NA,NA,0.9125
"TOI","SHC","437085","Alberto Balsam Blends Smooth and SleekConditioner 300ml","Alberto Balsam","300ml",NA,NA,NA,NA,0.9125
"TOI","SHC","437086","Alberto Balsam Blends Stunning Shine Conditioner300ml","Alberto Balsam","300ml",NA,NA,NA,NA,0.9125
"TOI","SHC","186569","Aussie 3 Minute Miracle Reconstructor for DamagedHair 250ml","Aussie","250ml",NA,"1",NA,NA,1
"TOI","SHC","193826","Aussie Miracle Moist Shampoo 300ml","Aussie","300ml",NA,NA,NA,NA,0.9125
"TOI","SHC","193827","Aussie Conditioner Miracle Moist for Dry DamagedHair 250ml","Aussie","250ml",NA,"1",NA,NA,1
"TOI","SHC","261939","Aussie Colour Mate Shampoo 300ml","Aussie","300ml",NA,"1",NA,NA,1
"TOI","SHC","261940","Aussie Colour Mate Conditioner 250ml","Aussie","250ml",NA,"1",NA,NA,1
"TOI","SHC","278422","Aussie Shampoo Miracle Shine For Dull TiredHair 300ml","Aussie","300ml",NA,NA,NA,NA,0.9125
"TOI","SHC","278444","Aussie Conditioner Mircale Shine For Dull TiredHair 250ml","Aussie","250ml",NA,"1",NA,NA,1
"TOI","SHC","307794","Aussie Mega Conditioner for Everyday Cleaning250ml","Aussie","250ml",NA,NA,NA,NA,0.9125
"TOI","SHC","307795","Aussie Mega Shampoo 300ml","Aussie","300ml",NA,"1",NA,NA,1
"TOI","SHC","351653","Aussie Miracle Dry Shampoo Colour Mate forColoured Hair 180ml","Aussie","180ml",NA,"1",NA,NA,1
"TOI","SHC","452980","Aussie Repair Miracle Conditioner 250ml","Aussie",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","452983","Aussie Repair Miracle Shampoo 300ml","Aussie",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","452986","Aussie 3 Minute Miracle Shine Deep Treatment 250ml","Aussie","250ml",NA,"1",NA,NA,1
"TOI","SHC","452987","Aussie 3 Minute Miracle Moisture Deep Treatment250ml","Aussie",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","320722","Batiste Dry Shampoo Big and Bouncy XXL Volume 200ml","Batiste","200ml",NA,"1",NA,NA,1
"TOI","SHC","320808","Batiste Dry Shampoo Original 200ml","Batiste","200ml",NA,"1",NA,NA,1
"TOI","SHC","320809","Batiste Dry Shampoo Coconut and Exotic Tropical 200ml","Batiste","200ml",NA,"1",NA,NA,1
"TOI","SHC","320810","Batiste Dry Shampoo Floral and Flirty Blush 200ml","Batiste","200ml",NA,NA,NA,NA,0.9125
"TOI","SHC","334581","Batiste Dry Shampoo Fruity and Cheeky Cherry 200ml","Batiste","200ml",NA,"1",NA,NA,1
"TOI","SHC","334582","Batiste Dry Shampoo Hint of Colour Dark and Deep Brown 200ml","Batiste","200ml",NA,NA,NA,NA,0.9125
"TOI","SHC","334583","Batiste Dry Shampoo Blush 400ml","Batiste","400ml",NA,"1",NA,NA,1
"TOI","SHC","453522","Batiste 2 in 1 Dry Shampoo and ConditionerOrange and Pomegranate 200ml","Batiste",NA,NA,NA,NA,NA,0.825
"TOI","SHC","453523","Batiste 2 in 1 Dry Shampoo and ConditionerVanilla and Passionflower 200ml","Batiste",NA,NA,NA,NA,NA,0.825
"TOI","SHC","453524","Batiste 2in1 Dry Shampoo and ConditionerCocoa and Cashmere 200ml","Batiste",NA,NA,NA,NA,NA,0.825
"TOI","SHC","100613","Bristows Hairspray Ultra Hold 300ml","Bristows","300ml","Multi","1",NA,NA,1
"TOI","SHC","68049","Bristows Conditioning Hold Hairspray 300ml","Bristows","300ml","Multi","1",NA,NA,1
"TOI","SHC","68050","Bristows Hair Spray Extra 300ml","Bristows","300ml","Multi",NA,NA,NA,0.93
"TOI","SHC","446018","Creightons Sunshine Blonde Shampoo 250ml","Creightons","250ml",NA,"1",NA,NA,1
"TOI","SHC","446019","Creightons Sunshine Blonde Conditioner 250ml","Creightons","250ml",NA,"1",NA,NA,1
"TOI","SHC","446020","Creightons Sun Blonde Correct Shampoo 200ml","Creightons","200ml",NA,"1",NA,NA,1
"TOI","SHC","446022","Creightons Crème DeCoconut Shampoo 250ml","Creightons","250ml",NA,"1",NA,NA,1
"TOI","SHC","446023","Creightons Crème DeCoconut Conditioner 250ml","Creightons","250ml",NA,"1",NA,NA,1
"TOI","SHC","446027","Creightons Sun Blonde Corect Conditioner 200ml","Creightons","200ml",NA,"1",NA,NA,1
"TOI","SHC","442250","Dove Shampoo Daily Care 2in1 400ml","Dove","400ml",NA,"1",NA,NA,1
"TOI","SHC","442251","Dove Conditioner Intensive Repair 350ml","Dove","350ml",NA,"1",NA,NA,1
"TOI","SHC","442253","Dove Conditioner Daily Care 350ml","Dove","350ml",NA,"1",NA,NA,1
"TOI","SHC","442254","Dove Shampoo Intensive Repair 400ml","Dove","400ml",NA,"1",NA,NA,1
"TOI","SHC","442256","Dove Shampoo Daily Care 400ml","Dove","400ml",NA,"1",NA,NA,1
"TOI","SHC","454550","Dove Coconut Restore Ritual Conditioner 250ml","Dove",NA,NA,"1",NA,NA,0.8625
"TOI","SHC","454553","Dove Lavender Thicken Ritual Conditioner 250ml","Dove",NA,NA,"1",NA,NA,0.8625
"TOI","SHC","454554","Dove Avocado Strengthening Ritual Shampoo 250ml","Dove","250ml",NA,"1",NA,NA,0.95
"TOI","SHC","454555","Dove Coconut Restoring Ritual Shampoo 250ml","Dove","250ml",NA,"1",NA,NA,0.95
"TOI","SHC","454557","Dove Lavender Thickening Ritual Shampoo 250ml","Dove","250ml",NA,"1",NA,NA,0.95
"TOI","SHC","454558","Dove Avocado Strengthening Ritual Conditioner200ml","Dove",NA,NA,"1",NA,NA,0.8625
"TOI","SHC","319111","Gas Cell Energy Refills 2pk","Gas Cell",NA,NA,NA,NA,NA,0.766666666666667
"TOI","SHC","136496","Head & Shoulders Classic Clean Shampoo andConditioner 225ml","Head & Shoulders","200ml",NA,"1",NA,NA,1
"TOI","SHC","236476","Head & Shoulders Classic Clean Anti-DandruffShampoo 500ml","Head & Shoulders","500ml",NA,"1",NA,NA,1
"TOI","SHC","242481","Head & Shoulders Citrus Fresh Anti-DandruffShampoo 250ml","Head & Shoulders","250ml",NA,"1",NA,NA,1
"TOI","SHC","242518","Head & Shoulders Classic Clean Shampoo andConditioner 450ml","Head & Shoulders","400ml",NA,NA,NA,NA,0.9125
"TOI","SHC","265023","Head & Shoulders Citrus Fresh Anti-DandruffShampoo 500ml","Head & Shoulders","400ml",NA,NA,NA,NA,0.9125
"TOI","SHC","265024","Head & Shoulders Anti-Dandruff Shampoo Smooth AndSilky 500ml","Head & Shoulders","400ml",NA,"1",NA,NA,1
"TOI","SHC","274039","Head & Shoulders Anti Dandruff ShampooItchy Scalp 250ml","Head & Shoulders","200ml",NA,"1",NA,NA,1
"TOI","SHC","307832","Head And Shoulders Anti Dandruff ConditionerSmooth And Silky 400ml","Head & Shoulders","400ml",NA,"1",NA,NA,0.95
"TOI","SHC","322631","Head and Shoulders Anti-Dandruff Shampoo Apple Fresh 500ml","Head & Shoulders","500ml",NA,"1",NA,NA,0.95
"TOI","SHC","324070","Head & Shoulders Itchy Scalp Anti-DandruffShampoo 500ml","Head & Shoulders",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","324072","Head & Shoulders Anti-Dandruff Shampoo AppleFresh 250ml","Head & Shoulders","250ml",NA,"1",NA,NA,1
"TOI","SHC","329356","Head & Shoulders Citrus Fresh 2in1 Shampoo andConditioner 450ml","Head & Shoulders","450ml",NA,"1",NA,NA,1
"TOI","SHC","351686","Head & Shoulders Anti Dandruff Shampoo MentholFresh 500ml","Head & Shoulders","500ml",NA,"1",NA,NA,1
"TOI","SHC","452984","Head & Shoulders Thick and Strong Anti DandruffShampoo 500ml","Head & Shoulders",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","453223","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo and Conditioner 225ml","Head & Shoulders",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","453224","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo an Conditioner 450ml","Head & Shoulders",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","453225","Head & Shoulders Men Ultra Hair BoosterAnti Dandruff Shampoo 450ml","Head & Shoulders",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","454053","Head & Shoulders Thick and Strong Conditioner400ml","Head & Shoulders",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","94207","Head & Shoulders Classic Clean Anti-DandruffShampoo 250ml","Head & Shoulders","250ml",NA,"1",NA,NA,1
"TOI","SHC","276575","Herbal Essences Dazzling Shine Conditioner 400ml","Herbal Essences","400ml",NA,"1",NA,NA,1
"TOI","SHC","276576","Herbal Essences Hello Hydration Conditioner 400ml","Herbal Essences","400ml",NA,"1",NA,NA,1
"TOI","SHC","276577","Herbal Essences Shampoo Dazzling Shine 400ml","Herbal Essences","400ml",NA,NA,NA,NA,0.9125
"TOI","SHC","276578","Herbal Essences Shampoo Hello Hydration For DryHair 400ml","Herbal Essences","400ml",NA,"1",NA,NA,1
"TOI","SHC","307836","Herbal Essences Shampoo Bee Strong For DamagedHair 400ml","Herbal Essences","400ml",NA,"1",NA,NA,1
"TOI","SHC","307837","Herbal Essences Conditioner Bee Strong DamagedHair 400ml","Herbal Essences","400ml",NA,"1",NA,NA,1
"TOI","SHC","351705","Herbal Essences Conditioner Ignite My Colour 400ml","Herbal Essences","400ml",NA,"1",NA,NA,1
"TOI","SHC","351763","Herbal Essences Shampoo Ignite My Colour 400ml","Herbal Essences","400ml",NA,"1",NA,NA,1
"TOI","SHC","407590","Herbal Essences Conditioner Naked RevitalisingShine 400ml","Herbal Essences",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","407591","Herbal Essences Shampoo Naked Revitalising Shine400ml","Herbal Essences",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","352685","Frizz Ease Recovery Conditioner 150ml","John Frieda","150ml",NA,"1",NA,NA,0.95
"TOI","SHC","352686","Frizz Ease Protecting  Cream 100ml","John Frieda","100ml",NA,"1",NA,NA,0.95
"TOI","SHC","352689","Frizz Ease Straight Shampoo 250ml","John Frieda","250ml",NA,"1",NA,NA,0.95
"TOI","SHC","352690","Frizz Ease Straight Conditioner 250ml","John Frieda","250ml",NA,"1",NA,NA,0.95
"TOI","SHC","352691","Frizz Ease Dream Curls Shampoo 250ml","John Frieda","250ml",NA,"1",NA,NA,0.95
"TOI","SHC","352692","Frizz Ease Dream Curls Conditioner 250ml","John Frieda","250ml",NA,"1",NA,NA,0.95
"TOI","SHC","352702","John Frieda Frizz Ease Extra Strength Hair Serum50ml","John Frieda","50ml",NA,"1",NA,NA,1
"TOI","SHC","352703","Frizz Ease Original Hair Serum 50ml","John Frieda","50ml",NA,"1",NA,NA,0.95
"TOI","SHC","352716","John Frieda Luxurious Volume Blow Dry Lotion 125ml","John Frieda","125ml","Multi","1",NA,NA,1
"TOI","SHC","352723","John Frieda Shampoo Luxurious Volume 250ml","John Frieda","250ml",NA,"1",NA,NA,1
"TOI","SHC","352724","John Frieda Conditioner Luxurious Volume 250ml","John Frieda","250ml",NA,"1",NA,NA,1
"TOI","SHC","412748","John Frieda Frizz Ease Miraculous RecoveryShampoo 250ml","John Frieda","250ml",NA,"1",NA,NA,1
"TOI","SHC","412749","John Frieda Frizz Ease Miraculous RecoveryConditioner 250ml","John Frieda","250ml",NA,"1",NA,NA,1
"TOI","SHC","438918","John Frieda Sheer Blonde Moisturising 250ml","John Frieda","200ml Plastic Tube",NA,"1",NA,NA,1
"TOI","SHC","438919","John Frieda Sheer Blonde Moist Conditioner 250ml","John Frieda","200ml Plastic Tube",NA,"1",NA,NA,1
"TOI","SHC","438922","John Frieda Sheer Blonde Go Blonder Shampoo 250ml","John Frieda","200ml Plastic Tube",NA,"1",NA,NA,1
"TOI","SHC","438923","John Frieda Sheer Blonde Go Blonder Conditioner250ml","John Frieda","200ml Plastic Tube",NA,"1",NA,NA,1
"TOI","SHC","438924","John Frieda Brunette Colour Protect MoisturisingShampoo 250ml","John Frieda","200ml Plastic Tube",NA,"1",NA,NA,1
"TOI","SHC","438925","John Frieda Brunette Colour Protect MoisturisingConditioner 250ml","John Frieda","200ml Plastic Tube",NA,"1",NA,NA,1
"TOI","SHC","205402","L'Oreal Elnett Normal Strength Hairspray 200ml","L'Oreal","200ml","Multi","1",NA,NA,1
"TOI","SHC","205403","L'Oreal Elnett Extra Strength Hairspray 200ml","L'Oreal","200ml","Multi","1",NA,NA,1
"TOI","SHC","220740","L'Oreal Elnett Normal Strength Hairspray 75ml","L'Oreal","75ml","Multi","1",NA,NA,1
"TOI","SHC","221383","L'Oreal Elnett Supreme Hold Hairspray 200ml","L'Oreal","200ml","Multi","1",NA,NA,1
"TOI","SHC","223731","L'Oreal Elvive Colour Protect Coloured HairShampoo 250ml","L'Oreal","250ml",NA,"1",NA,NA,1
"TOI","SHC","224638","L'Oreal Elvive Colour Protect Coloured HairConditioner 250ml","L'Oreal","250ml",NA,"1",NA,NA,1
"TOI","SHC","236597","L'Oreal Elnett Extra Strength Hairspray 75ml","L'Oreal","75ml","Multi","1",NA,NA,1
"TOI","SHC","258465","L'Oreal Elvive Colour Protect Coloured HairShampoo 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","258466","L'Oreal Elvive Full Restore 5 Damaged HairShampoo 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","258468","L'Oreal Elvive Colour Protect Coloured HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","258469","L'Oreal Elvive Full Restore 5 Damaged HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","290536","L'Oreal Elnett Infinite Shine Hairspray 200mlParis Collection","L'Oreal","200ml","Multi","1",NA,NA,1
"TOI","SHC","307578","L'Oreal Elvive Nutri Gloss Shine Dull HairShampoo 400ml","L'Oreal","400ml",NA,NA,NA,NA,0.9125
"TOI","SHC","307579","L'Oreal Elvive Nutri Gloss Shine Dull HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","32841","L'Oreal Elnett Supreme Hold Hairspray 400ml","L'Oreal","400ml","Multi","1",NA,NA,1
"TOI","SHC","334524","L'Oreal Elnett Heat Protect Straight Hairspray170ml","L'Oreal","170ml","Multi",NA,NA,NA,0.93
"TOI","SHC","334525","L'Oreal Elnett Heat Protect Volume Hairspray170ml","L'Oreal","170ml","Multi",NA,NA,NA,0.93
"TOI","SHC","347741","L'Oreal Elvive Fibrology Fine Hair ThickeningShampoo 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","347742","L'Oreal Elvive Fibrology Fine Hair Conditioner400ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","347743","L'Oreal Elvive Fibrology Fine Hair ThickeningShampoo 250ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","347744","L'Oreal Elvive Fibrology Fine Hair Conditioner250ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","351727","L'Oreal Elnett Infinite Shine Hairspray 400mlParis Collection","L'Oreal","400ml","Multi","1",NA,NA,1
"TOI","SHC","352328","L'Oreal Elvive Extraordinary Oil Dry Hair Shampoo400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","352329","L'Oreal Elvive Extraordinary Oil Dry HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","412778","L'Oreal Elvive Nutrigloss Luminiser Shampoo 400ml","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","412779","L'Oreal Elvive Nutri Gloss Shine Conditioner400ml Luminiser","L'Oreal",NA,NA,"1",NA,NA,0.9125
"TOI","SHC","429010","L'Oreal Elvive Clay Oily Roots Shampoo 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","429011","L'Oreal Elvive Clay Oily Roots Conditioner 400ml","L'Oreal","400ml",NA,"1",NA,NA,1
"TOI","SHC","429012","L'Oreal Elvive Clay Oily Roots Shampoo 250ml","L'Oreal","250ml",NA,"1",NA,NA,1
"TOI","SHC","429013","L'Oreal Elvive Clay Oily Roots Conditioner 250ml","L'Oreal","250ml",NA,"1",NA,NA,1
"TOI","SHC","429014","L'Oreal Studio Pro Lock It Volume Hairspray 400ml","L'Oreal","400ml",NA,"1",NA,NA,0.93
"TOI","SHC","429015","L'Oreal Studio Pro Lock It Extra StrengthHairspray 400ml","L'Oreal","400ml",NA,"1",NA,NA,0.93
"TOI","SHC","429016","L'Oreal Studio Pro Lock It Ultra StrengthHairspray 400ml","L'Oreal","400ml",NA,"1",NA,NA,0.93
