"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"GAR","WOO","337114","Cuprinol Less Mess Shed Fence Woodland Green 5L","Cuprinol","5L","Pink","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"GAR","WOO","337115","Cuprinol Less Mess Shed Fence Autumn Gold 5L","Cuprinol","5L","Gold","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"GAR","WOO","338572","Cuprinol Less Mess Shed Fence Autumn Red 5L","Cuprinol","5L","Red","1",NA,NA,NA,NA,NA,"30sq m",NA,NA,1
"GAR","WOO","338573","Cuprinol Less Mess Shed Fence Rich Oak 5L","Cuprinol","5L","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"GAR","WOO","338574","Cuprinol Less Mess Shed Fence Rustic Brown 5L","Cuprinol","5L","Brown","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"GAR","WOO","125818","Wilko Timbercare Woodland Green 5L","Wilko","5L","Green","1",NA,NA,NA,NA,NA,"20m²",NA,NA,1
"GAR","WOO","210403","Wilko Decking Protector Clear 2.5L","Wilko","2.5L","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"GAR","WOO","210404","Wilko Teak Oil Bottle 1L","Wilko","1L","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"GAR","WOO","278710","Wilko Light Creocote 4L","Wilko","4L","Clear","1",NA,NA,NA,NA,NA,"8m²",NA,NA,1
"GAR","WOO","278711","Wilko Dark Creocote 4L","Wilko","4L","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"GAR","WOO","60973","Wilko Linseed Oil 500ml","Wilko","500ml","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"GAR","WOO","74038","Wilko Timbercare Country Brown 5L","Wilko","5L","Brown","1",NA,NA,NA,NA,NA,"20m²",NA,NA,1
"GAR","WOO","74039","Wilko Timbercare Red Cedar 5L","Wilko","5L","Red","1",NA,NA,NA,NA,NA,"20m²",NA,NA,1
"GAR","WOO","74040","Wilko Timbercare Dark Oak 5L","Wilko","5L","Brown","1",NA,NA,NA,NA,NA,"20m²",NA,NA,1
"SES","BAR","456180","Restaurant Charcoal 12kg","Bar-Be-Quick","12kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"SES","BAR","456181","Bar-Be-Quick FSC Lumpwood 8kg","Bar-Be-Quick","8kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"SES","BAR","416339","La Hacienda Squat Chimenea Pewter","La Hacienda","72x36.5x36.5",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.883333333333333
"SES","BAR","416341","La Hacienda Colorado Contemporary Chimenea Medium","La Hacienda","125x45x45","Black",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","BAR","416343","La Hacienda Albion Steel Fire Bowl Black","La Hacienda","41x51x51","Black",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","BAR","416346","La Hacienda Patio Heater Wall Mounted 2000W","La Hacienda","25x50","Black",NA,NA,"No",NA,"electrical 2000w heater",NA,NA,NA,NA,1
"SES","BAR","416347","La Hacienda Patio Heater Adjustable Standing 2000W","La Hacienda","180-210x50x48","Black",NA,NA,"No",NA,"electric 200w heater",NA,NA,NA,NA,1
"SES","BAR","432100","La Hacienda Parasol Patio Heater 2400W","La Hacienda",NA,NA,NA,NA,"No",NA,"2400W",NA,NA,NA,NA,0.883333333333333
"SES","BAR","455203","La Hacienda Universal Cowboy Cookout Stove","La Hacienda","92cm Height x 45cm Width x 46cm Depth",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","455204","La Hacienda Garden Tripod with Hanging Grill","La Hacienda","172cm Height x 128cm Width x 108cm Depth",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","455205","La Hacienda Garden Firepit Kala Oxidised","La Hacienda","38cm Height x 56cm Diameter",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","455206","La Hacienda Garden Firepit Denver Stainless Steel","La Hacienda","54cm Height  x 61cm Diameter",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","455207","La Hacienda Garden Firebasket Minnesota Steel","La Hacienda","45cm Height x 34cm Width x Depth 34cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","455208","La Hacienda Garden Firebasket Alberta Steel","La Hacienda","51cm Height x 43cm Diameter",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","455209","La Hacienda Chimenea Skyline Contemporary Steel","La Hacienda","150cm Height x 36cm Width x 36cm Depth",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","455211","La Hacienda Handmade Chimenea Copper Effect94cm High","La Hacienda","94cm Height x 40cm Diameter",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","lh00006","La Hacienda Murcia Steel Chimenea Large","La Hacienda",NA,"Black",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,0.833333333333333
"SES","BAR","329407","Wilko DIY Charcoal Grill","Wilko","Medium",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SES","BAR","339412","Wilko Lighting Gel 500ml","Wilko","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SES","BAR","408874","Wilko American Charcoal Grill","Wilko","112cm x 121cm x 71cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SES","BAR","428600","Wilko Oil Drum Barbecue","Wilko","94.5cm x 106cm x 55cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SES","CAM","449314","Bestway Double Couch 5 -in- 1","Bestway",NA,NA,"1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","449315","Bestway Restaira Premium Airbed","Bestway",NA,NA,"1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","449316","Bestway Comfort Cruiser Inflate -A- Chair","Bestway",NA,NA,"1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","450505","Yellowstone Dome Tent 4 Man","Yellowstone","240x210x130cm",NA,NA,"Polyester","No",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","CAM","456133","Yellowstone Festival Tent 4 Man Blue","Yellowstone","300 x 300 x 350cm",NA,"1","Polyester","Yes",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456134","Yellowstone Beach Shelter with Closure","Yellowstone","228 x 220 x 115cm",NA,"1","Polyester","Yes",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456135","Yellowstone Midi Wind Block","Yellowstone","30 x 130 cm",NA,"1","Polyester","Yes",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456136","Yellowstone Compact Wind Block Large Green","Yellowstone","500 x 150 cm",NA,"1","Polyester","Yes",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456137","Yellowstone Tent 4 Man Peak Dome with Porch Blue","Yellowstone","340 x 250 x 140cm",NA,"1","Polyester","Yes",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456138","Yellowstone Tent 4 Man Horizon Family","Yellowstone","440 x 280 x 160 cm",NA,"1","Polyester","Yes",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456139","Yellowstone Festival Folding Trolley","Yellowstone","87 x 31 x35 cm",NA,"1","Metal","No",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456140","Yellowstone Double Sleeping Bag Ashford","Yellowstone","230 x 150 cm",NA,"1","Polyester Cotton","No",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456141","Yellowstone Camping Table Adjustable","Yellowstone","65 x 80 x 60cm",NA,"1","Resin/ Steel","Yes",NA,NA,NA,NA,NA,NA,0.65
"SES","CAM","456142","Yellowstone Aluminium Cook Set 5 Piece","Yellowstone",NA,NA,"1","Aluminium","No",NA,NA,"1.4LITRE. 1 LITRE",NA,NA,NA,0.65
"SES","CAM","456143","Yellowstone Backpack Adventurer Green","Yellowstone","30lt",NA,"1","Rip Stop, Nylon","No",NA,NA,"30 Litre",NA,NA,NA,0.6
"SES","CAM","456144","Yellowstone Adventurer Rucksack Green","Yellowstone","40L",NA,"1","Rip Stop, Nylon","No",NA,NA,"40L",NA,NA,NA,0.6
"SES","GFN","436187","Sorrento Rectangular Recliner Taupe 8 Piece Set","Amir","Table 74x160x94, Chair 108x61x69, Parasol 300x300",NA,"8pc","Powder Coated Steel","Yes",NA,NA,NA,NA,NA,NA,0.6
"SES","GFN","436188","Sorrento Companion Seat Taupe","Amir","95x155x70",NA,"1","Powder Coated Steel","Yes",NA,NA,NA,NA,NA,NA,0.6
"SES","GFN","436189","Sorrento Wheeled Sun Lounger Taupe","Amir","103x72x133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"SES","GFN","407829","Gablemere Garden Bench Bronze","Gablemere","114cm (W) x 54cm (D) x 81cm (H)","Metal","1","Powder Coated Steel","No",NA,NA,NA,NA,NA,NA,0.65
"SES","GFN","407841","Greenhurst Garden Patio Set Rose Arm Chair Bronze","Gablemere","67cm","Metal",NA,"Polyurethane","No",NA,NA,NA,NA,NA,NA,0.95
"SES","GFN","435247","Greenhurst Rose Armchair Patio Set 3pc","Gablemere","Chairs - H89 x W46 x D43cm, Table - H66 x 69cm Dia",NA,NA,"Polyurethane","No",NA,NA,NA,NA,NA,NA,0.891666666666667
"SES","GFN","456334","Greenhurst Garden Bench Cushion Waterproof Natural","Gablemere","L108 x W42 x D5cm","Cream","1","Polyester","No","Hand Wash Only",NA,NA,NA,NA,"4105",0.6
"SES","GFN","456336","Greenhurst Garden Bench Cushions WaterproofTangerine","Gablemere","L108 x W42 x D5cm","Orange","1","Polyester","No","Hand Wash Only",NA,NA,NA,NA,"4106",0.6
"SES","GFN","456340","Greenhurst Garden Seat Glider Single","Gablemere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775
"SES","GFN","456341","Greenhurst Low Level Garden Glider Table","Gablemere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775
"SES","GFN","456323","Zest 4 Leisure Dorset Arbour Seat and StorageBox Wooden","Zest 4 Leisure","1.568m x 0.670m x 1.995m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456324","Zest 4 Leisure Rutland Arbour Seat Wooden","Zest 4 Leisure","1.568m x 0.670m x 1.995m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456325","Zest 4 Leisure Abbey Garden Bench","Zest 4 Leisure","1.18m x 0.73m x 0.73m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456326","Zest 4 Leisure Abbey Rocking Chair WoodenFSC Certified Timber","Zest 4 Leisure","0.68m x 0.89m x 0.73m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456327","Zest 4 Leisure Abbey Square Table and 4 Chair SetFSC Certified Timber","Zest 4 Leisure","2.56m x 2.56m x 0.73m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456328","Zest 4 Leisure Abbey Round Table and 4 Chair SetFSC Certified Timber","Zest 4 Leisure","2.36m x 2.36m x 0.73m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456329","Zest 4 Leisure Abbey Companion Set Wooden","Zest 4 Leisure","1.75m x 0.89m x 0.73m",NA,NA,"Pressure-treated, FSC-certified timber","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456330","Zest 4 Leisure Lily Wooden Garden Bench","Zest 4 Leisure","1.22m x 0.93m x 0.92m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456331","Zest 4 Leisure Lily Rocking Chair","Zest 4 Leisure","0.72m x 1.14m x 0.99m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","GFN","456332","Zest 4 Leisure Lily Relax Garden Chair","Zest 4 Leisure","0.72m x 0.92m x 0.92m",NA,NA,"Wood","Yes",NA,NA,NA,NA,NA,NA,0.941666666666667
"SES","LUG","456367","Wilko Cross Body Velcro Bag","Wilko","36X26X11CM","Multi","1","Polyester","No","Wipe Clean Only",NA,NA,NA,NA,NA,0.65
"SES","SPC","325757","Wilko Stingray Sledge","Parallax",NA,NA,"1",NA,"No",NA,NA,NA,NA,"3",NA,0.6
