"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"SBK","ADU","433058","Dovecraft Floral Muse Adhesive Pearls Assorted Colours and Sizes","Dovecraft",NA,"Multi","91",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433059","Dovecraft Floral Muse Wooden Frames Assorted Designs 16pk","Dovecraft",NA,"Multi","16",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433060","Dovecraft Floral Muse Clear Stamps 5pk","Dovecraft",NA,"Multi","5",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433061","Dovecraft Floral Muse Accordion Stickers 8pk","Dovecraft",NA,"Multi","8",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433062","Dovecraft Floral Muse Doilies Assorted Colours 30pk","Dovecraft",NA,"Multi","30",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433063","Dovecraft Floral Muse A5 Sentiment Stickers","Dovecraft",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433064","Dovecraft Chalk Markers","Dovecraft",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433065","Dovecraft Back to Basics Paper Blossoms Assorted Colours, Designs and Sizes 30pk","Dovecraft",NA,"Multi","30",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433066","Dovecraft Sentiment Ribbons Assorted Designs 2m","Dovecraft",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433067","Dovecraft Floral Muse Ribbon Assorted Designs 2m","Dovecraft",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","438505","Dovecraft Back to Basics Bright Spark Cardsand Envelopes 10pk","Dovecraft",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438506","Dovecraft Back to Basics Bright Spark Frames 8pk","Dovecraft",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438507","Dovecraft Back to Basics Bright Spark Designer Paper 6 x 6in 150gsm Assorted Designs 72 Sheets","Dovecraft",NA,NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438508","Dovecraft Back to Basics Bright Spark Mini Satin Bows 20pk","Dovecraft",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438509","Dovecraft Back to Basics Bright Spark Buttons 60pk","Dovecraft",NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438510","Dovecraft Back to Basics Bright Spark Sentiment Toppers 8pk","Dovecraft",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438511","Dovecraft Back to Basics Bright Spark WoodenFrames 8pk","Dovecraft",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438512","Dovecraft Sweet Paris Designer Paper 6 x 6in 150gsm Assorted Designs 72 Sheets","Dovecraft",NA,NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438513","Dovecraft Sweet Paris Accordion Stickers 8pk","Dovecraft",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438514","Dovecraft Sweet Paris Clear Stamps 3pk","Dovecraft",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438516","Dovecraft Sweet Paris Metal Charms 8pk","Dovecraft",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438518","Dovecraft Sweet Paris Chipboard Tags 16pk","Dovecraft",NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438519","Dovecraft Precision Finger Craft Knife","Dovecraft","10cm high x 3.3cm wide",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","438522","Dovecraft Sweet Paris Ribbon Assorted Designs 2m","Dovecraft",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438530","Dovecraft Baby Ribbon Assorted Designs 2m","Dovecraft",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438531","Dovecraft Back to Basics Monochrome Premium Gemstones Assorted Designs","Dovecraft",NA,NA,"117",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438532","Dovecraft Back to Basics Premium Gemstones Assorted Designs","Dovecraft",NA,NA,"117",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","438533","Dovecraft Cupcake Boutique Adhesive Gems and Pearls Assorted Designs","Dovecraft",NA,NA,"172",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","ADU","301012","Reeves Scraperfoil Silver","Reeves",NA,"Silver",NA,NA,NA,NA,NA,NA,NA,"8 Years",NA,0.93
"SBK","ADU","317373","Reeves Sketching Pencils Artist Grades 12pk","Reeves",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","ADU","331511","Reeves Flower Palette White","Reeves",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","ADU","350821","Reeves Acrylic Paint Starter Set 10pcs","Reeves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","ADU","415373","Reeves Watercolour Starter Set 10pcs","Reeves",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","ADU","433076","Staedtler Tradition Sketching Pencils Assorted Grades 12pk","Staedtler","Pencil 176x7x7mm","Multi","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","152839","Wilko Let's Create Sketch Pad A3 80gsm 30 Sheets","Wilko","A3","White","30s",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","253381","Wilko Square Canvasses Small 4pk 20 x 20cm","Wilko","20x20cm","White","4pk",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","279077","Wilko Rectangle Canvasses 3pk 20 x 38cm","Wilko","20x38cm","White","3pk",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","300142","Wilko Let's Create Acrylic Paints Assorted Colours12pk 12ml","Wilko",NA,"Multi","12pk",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","300151","Wilko Canvasses Assorted Sizes 3pk","Wilko",NA,"White","3pk",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","317322","Wilko Let's Create Watercolour Paint Tablets withBrush","Wilko",NA,NA,"13pk",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","ADU","317369","Wilko Wooden Mannequin 8in","Wilko",NA,"Wood","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","319538","Wilko Let's Create Metallic Paint Copper 75ml","Wilko","75ml","Metal",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","319540","Wilko Let's Create Metallic Paint Silver 75ml","Wilko","75ml","Silver",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","319542","Wilko Let's Create Metallic Paint Gold 75ml","Wilko","75ml","Gold","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","331607","Wilko Watercolour Paints Assortment x 12 x 12ml","Wilko","12ml","Multi","12pk",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","339086","Wilko Let's Create Artist's Brushes Assorted Styles 12pk","Wilko",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","ADU","339087","Wilko Let's Create Artist's Brushes Assorted Styles 25pk","Wilko",NA,NA,"25pk",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","ADU","415355","Wilko Let's Create Acrylic Paint White 200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415356","Wilko Let's Create Acrylic Paint Black 200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415357","Wilko Let's Create Acrylic Paint Burnt Umber 200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415358","Wilko Let's Create Acrylic Paint Ultramarine Blue200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415359","Wilko Let's Create Acrylic Paint Lemon Yellow 200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415360","Wilko Let's Create Acrylic Paint Cadmium Red 200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415362","Wilko Let's Create Acrylic Paint Cerulean Blue200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415363","Wilko Let's Create Acrylic Paint Crimson Red 200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415365","Wilko Let's Create Acrylic Paint Burnt Sienna 200ml","Wilko","42x30x19.5(cm)",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415366","Wilko Let's Create Acrylic Paint Viridian 200ml","Wilko","42x30x19.5(cm)",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415367","Wilko Let's Create Acrylic Paint Rose 200ml","Wilko","42x30x19.5(cm)",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415368","Wilko Lets Create Acrylic Paint Sap Green 200ml","Wilko","42x30x19.5(cm)",NA,"1","PP/PE/PAINT","No",NA,NA,"200ml",NA,NA,"PTA211SG-WK",0.65
"SBK","ADU","415369","Wilko Let's Create Oil Paints 12 x 12ml","Wilko","55x25x21(cm)",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415370","Wilko Sketching Pencils in Case Assorted Grades 8pk","Wilko","38.5x23x30(cm)",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415371","Wilko Let's Create Watercolour Pencils in Case Assorted Colours 12pk","Wilko","28x23x20(cm)",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415372","Wilko Let's Create Palette Knives 3pk","Wilko","26x31.5x32(cm)",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415374","Wilko Let's Create Shading Pastels Assorted Tones12pk","Wilko","57.5x35x14(cm)",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415375","Wilko Let's Create Soft Touch Detailers 4pk","Wilko","46x25.5x25(cm)",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415376","Wilko Let's Create Charcoal and Sketch Set","Wilko","50x28x17(cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","ADU","415377","Wilko Let's Create Soft Pastels Assorted Colours 10pk","Wilko","57.5x35x14(cm)",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415378","Wilko Let's Create Tracing Paper A4 60gsm 30 Sheets","Wilko","31.5 x 22.0 x 21.0cm",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415379","Wilko Let's Create Watercolour Set","Wilko","38x26x20(cm)",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415380","Wilko Let's Create Acrylics Set","Wilko","35x26x20(cm)",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415381","Wilko Beech Studio Display Easel","Wilko","46x35x22(cm)",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415382","Wilko Let's Create Canvas Pad A3 220gsm 12 Sheets","Wilko","A3",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415383","Wilko Let's Create Canvas Pad A4 220gsm 12 Sheets","Wilko","A4",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415384","Wilko Let's Create Watercolour Pad A4 180gsm 24 Sheets","Wilko","A4",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","415385","Wilko Let's Create Watercolour Pad A3 180gsm 24 Sheets","Wilko","A3",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","433042","Wilko Black Scrapbook 30 x 30cm 250gsm 20 Sheets","Wilko",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433043","Wilko Black Scrapbook 8 x 8in 250gsm 20 Sheets","Wilko",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433050","Wilko Let's Create Craft Glue Strip 7m","Wilko",NA,"Multi","1","Plastic",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"SBK","ADU","433051","Wilko Let's Create Glue Dots 200pk","Wilko",NA,"Multi","1","Plastic",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"SBK","ADU","433052","Wilko Document Wallet A3 Clear","Wilko","A3","Clear","1","Plastic",NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433071","Wilko Let's Create Chalkboard Labels 10pk","Wilko",NA,"Multi","10",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"SBK","ADU","433072","Wilko Let's Create Blue Scrapbooking Kit 8x8inch 20 Sheets with 10 Top Loading Pages","Wilko",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"SBK","ADU","433073","Wilko Let's Create Pink Scrapbooking Kit 8x8inch 20 Sheets with 10 Top Loading Pages","Wilko",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
