"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Model Number","DQ Score"
"HOM","CLO","287986","Wilko Functional Round Wall Clock","Wilko Functional","Single","White",NA,NA,NA,NA,"Battery",NA,NA,NA,0.941666666666667
"HOM","CLO","287987","Wilko Round Wall Clock Black","Wilko Functional","22cm",NA,"1",NA,NA,NA,"Battery",NA,NA,NA,0.891666666666667
"HOM","COO","454496","Glitterati Buddha 3D Wall Art Gold 60 x 60cm","Arthouse","60x60cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"HOM","COO","454498","Glitterati Blossom and Birds 3D Wall Art 60 x 60cm","Arthouse","60x60cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"HOM","COO","454499","Glitterati Butterflies 3D Wall Art 60 x 60cm","Arthouse","60x60cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"HOM","COO","454501","Glitterati Dahlia 3D Wall Art CopperColoured 60x60cm","Arthouse","60x60cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"HOM","COO","454785","Arthouse Leonardo Gold Rush Room Divider","Arthouse","120 x 180 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454786","Arthouse Black Damask Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454787","Arthouse New York Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454788","Arthouse Trees Room Divider","Arthouse","160 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454789","Arthouse Vasari Room Divider","Arthouse","120 x 165 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454790","Arthouse Lunar Metal Room Divider","Arthouse","120 x 170 x 2cm (each [panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454791","Arthouse Words Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454792","Arthouse Cream Damask Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454793","Arthouse Night Owl Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454794","Arthouse Bright Stripe Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454796","Arthouse Mystical Forest Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454797","Arthouse Boudoir Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454798","Arthouse Plum Rose Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454799","Arthouse Plum Damask Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454800","Arthouse Rustic Brick Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454801","Arthouse Salcombe Wood Room Divider","Arthouse","120 x 150 x 2.5cm (each panel is 40cm wide)",NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","454802","Arthouse White Brick Room Divider","Arthouse",NA,NA,"1","MDF, Polyester Canvas, metal hinges","No",NA,NA,NA,NA,NA,0.65
"HOM","COO","437266","Wax Lyrical Reed Diffuser Mediterranean Orange 100","Wax Lyrical","100ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","437267","Wax Lyrical Reed Diffuser Mediterranean Orange 50m","Wax Lyrical","50ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","437268","Wax Lyrical Wax Filled Glass Med Orange35 Hours Burn Time","Wax Lyrical",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","437269","Wax Lyrical Wax Filled Tin Med Orange16 Hours Burn Time","Wax Lyrical",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","437270","Wax Lyrical Reed Diffuser Red Cherry 100ml","Wax Lyrical","100ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","437271","Wax Lyrical Reed Diffuser Red Cherry 50ml","Wax Lyrical","50ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","437272","Wax Lyrical Wax Filled Glass Red Cherries35 Hours Burn Time","Wax Lyrical",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","437273","Wax Lyrical Wax Filled Tin Red Cherries16 Hours Burn Time","Wax Lyrical",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","437274","Wax Lyrical Reed Diffuser Fresh Linen 100ml","Wax Lyrical","100ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","437275","Wax Lyrical Reed Diffuser Fresh Linen 50ml","Wax Lyrical","50ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","437276","Wax Lyrical Wax Filled Glass Fresh Linen35 Hours Burn Time","Wax Lyrical",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","437277","Wax Lyrical Wax Filled Tin Fresh Linen16 Hours Burn Time","Wax Lyrical",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","455623","Wax Lyrical Vanilla Diffuser 100ml","Wax Lyrical","100ml",NA,"1","Glass, card, paper","No",NA,NA,"100ML",NA,NA,0.65
"HOM","COO","455624","Wax Lyrical Vanilla Diffuser 50ml","Wax Lyrical","4.3CM X 5.5CM X 15.2CM",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","455625","Wax Lyrical Vanilla Candle Tin","Wax Lyrical","6.4CM X 6.4CM X 4.8CM",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","455626","Wax Lyrical Vanilla Glass Candle","Wax Lyrical","7CM X 7CM X 8.2CM",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","100898","Wilko Wet Foam Bricks Green","Wilko","Single","Green",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","100899","Wet Foam Round Green 4pk","Wilko","Single","Green","4pk",NA,NA,NA,NA,NA,NA,NA,0.95
"HOM","COO","168978","Wilko Flower Single Posy Yellow","Wilko","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","169019","Wilko Flower Posy Multi","Wilko","Single",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","181735","Wilko Chrysanthemum Flower Bunch Orange","Wilko","Single","Orange","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","191338","Wilko Church Candle Ivory 7x7.5cm","Wilko","7x7.5cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","219351","Wilko Pot Pourri Sweet Strawberry and Red Fruits","Wilko","Large",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","247007","Wilko Flower Bunch Cream and Yellow","Wilko","Single","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","247143","Wilko Flower Bunch Lilac and Cream","Wilko","Single","Purple","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","257880","Wilko Church Candle Ivory 7 x 12.5cm","Wilko","7x12.5cm","Cream",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","258504","Wilko Pom Pom Flower Teal Single Stem","Wilko","Single","Green","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","258505","Wilko Pom Pom Single Stem Flower Green","Wilko","Single","Green","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","258507","Wilko Pom Pom Cream Single Stem","Wilko","Single","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","258510","Wilko Gerbera Single Stem Flower Red","Wilko","Single","Red",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","258532","Wilko Flower Bunch Cream","Wilko","Single","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","258533","Wilko Flower Bunch Red","Wilko","Single","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","258535","Wilko Flower Bunch Cream","Wilko","Single","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","258541","Wilko Floral Pick Bunch Cream","Wilko","Single","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","258582","Wilko Mixed Flower Bunch Orange","Wilko","Single","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","258585","Wilko Flower Bush Gyposilia Blossom","Wilko","Single","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","258618","Wilko Flower Bunch Pink and Yellow","Wilko","Single","Pink","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","267768","Wilko Pom Pom Black Single Stem","Wilko","Single","Black","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","267769","Wilko Pom Pom White Single Stem","Wilko","Single","White","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","274701","Wilko Gebera Single Stem Flower Cream","Wilko","Single","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","274703","Wilko Peony Single Stem Flower Cream","Wilko","Single","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","274735","Wilko Pom Pom Magenta Single Stem","Wilko","Single","Purple",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","275629","Wilko Pot Pourri Vanilla Pod","Wilko","Pack",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","284919","Wilko Pom Pom Single Stem Flower Red","Wilko","Single","Red",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","290164","Wilko Unscented Tealights White 100pk","Wilko","Bag of 100","White",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290165","Wilko Maxi Unscented Tealights 15pk","Wilko","Maxi","White",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290166","Wilko Vanilla Tealights Scented 30pk","Wilko","30 Pack",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","290167","Wilko Scented Tealights Red Berries 30pk","Wilko","30 Pack","Red",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290168","Wilko Scented Tealights Melon & Rhubarb 30pk","Wilko","30 Pack","Green",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290171","Wilko Scented Pillar Candle Vanilla 7 x 14.5cm","Wilko","7x14.5cm","Cream",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290172","Wilko Scented Pillar Candle Red Fruit 7 x 14.5cm","Wilko","7x14.5cm","Red",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290173","Wilko Scented Candle Melon and Rhubarb 7x14.5cm","Wilko","7x14.5cm","Green",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290184","Wilko Church Candle Ivory 7 x 20cm","Wilko","80x20cm","Cream",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","292896","Wilko Round Mirror Candle Plate","Wilko","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","292908","Wilko Scented Pillar Candle Red Fruit 6 x 9.5cm","Wilko","6x9.5cm","Red",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","292913","Wilko Scented Pillar Candle Vanilla 6 x 9.5cm","Wilko","6x9.5m",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","292917","Wilko Scented Candle Melon and Rhubarb 6x9.5cm","Wilko","6x9.5cm","Green",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","292919","Wilko Reed Diffuser Vanilla 70ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","292921","Wilko Reed Diffuser Red Fruit 70ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","292925","Wilko Candle Plates Glass Clear 2pk","Wilko","2 Pack","Clear","2pk",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","292928","Wilko Glass Pebbles In Net Clear","Wilko","Pack","Clear",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","292976","Wilko Hurricane Vase Red","Wilko","Single","Red",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","296272","Wilko Lantern Chrome Medium","Wilko","Large","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","296291","Wilko Tealights 8 Hour Burn Time 30pk","Wilko","Bag of 30","White","30pk",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","296325","Wilko Insense Oil Burner White","Wilko","Single","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","304026","Wilko Candles Taper Ivory 10pk","Wilko","20cm","Cream","10pk",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327544","Wilko Scented Tealights 30pk","Wilko","30 Pack","Cream",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327549","Wilko Scented Pillar Candle Sandalwood 6 x 9.5cm","Wilko","6x9.5cm","Cream",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327556","Wilko Scented Pillar Candle 7 x 14.5cm","Wilko","7x14.5cm","Cream",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327559","Wilko Hurricane Vase Clear","Wilko","Single","Clear",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327585","Wilko Feather Dried Grass Grey Multi-Stem","Wilko","3 Pack","Grey","3pk",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327586","Wilko Feather Dried Grass Orange Multi-Stem","Wilko","3 Pack","Orange","3pk",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327587","Wilko Feather Dried Grass Green Multi-Stem","Wilko","3 Pack","Green","3pk",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327588","Wilko Feather Dried Grass Natural Multi-Stem","Wilko",NA,"Cream","1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327592","Wilko Feather Dried Grass Black Multi-Stem","Wilko","1 Stem","Black","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327596","Wilko Orchid White Single Stem","Wilko","Single","White","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327602","Wilko Single Stem Gerbera Orange","Wilko","Single","Orange","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327612","Wilko Single Stem Dahlia Cream","Wilko","Single","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327723","Wilko Gypsophilia and Pink Bunch","Wilko","Single","Pink",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327726","Wilko Mixed Flower Bunch","Wilko","Single","White",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327728","Wilko Dahlia Bunch Yellow","Wilko","Single","Yellow","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327732","Wilko Tulip Bunch Cream","Wilko","Single","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327761","Wilko Lantern Small Chrome Effect","Wilko","Small","Silver","1",NA,"No",NA,NA,NA,NA,NA,0.65
"HOM","COO","327794","Wilko Single Stem Pom Pom Flower Yellow","Wilko","Single","Yellow","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","327795","Wilko Pom Pom Flower Orange Single Stem","Wilko","Single","Orange",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327857","Wilko Reed Diffuser Lavender and Rose 100ml","Wilko","100ml","Clear",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327863","Wilko Pot Pourri Wild Lavender and Rose","Wilko","Pack","Purple",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","336573","Wilko Heart Glass Lantern Frosted","Wilko",NA,NA,NA,"Gllass","No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","341043","Wilko Metal Square Lantern","Wilko",NA,"Clear","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","341082","Wilko Scented Pillar Candle Lavender 6 x 9.5cm","Wilko","6x9.5cm","Purple",NA,NA,"No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","341083","Wilko Scented Pillar Candle Cotton 6 x 9.5cm","Wilko","6x9.5cm","Blue",NA,"Wax, wick, fragrance","No",NA,NA,NA,NA,NA,1
"HOM","COO","341084","Wilko Scented Pillar Candle Lavender Fields7 x 14.5cm","Wilko","7x14.5cm","Purple","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","341085","Wilko Scented Pillar Candle Cotton 7 x 14.50cm","Wilko","7x14.5cm","Blue",NA,"Wax, wick, fragrance","No",NA,NA,NA,NA,NA,1
"HOM","COO","341096","Wilko Tealight Lavender Field 30pk","Wilko","30 Pack","Purple","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","341098","Wilko Tealight Cotton 30pk","Wilko","30 Pack","Blue",NA,"Wax, wick, fragrance","No",NA,NA,NA,NA,NA,1
"HOM","COO","341101","Wilko Glow Lantern Glass","Wilko",NA,"Clear","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","341102","Wilko Church Candle White 7 x 12.5cm","Wilko","7x12.5cm","White","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","341103","Wilko Church Candle White 7 x 20cm","Wilko","7x20cm","White","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","341113","Wilko Flower Sunflower Yellow Single Stem","Wilko","Single","Yellow",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","341144","Wilko Reed Diffuser Crisp Melon and Rhubarb 70ml","Wilko","70ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","341145","Wilko Reed Diffuser Tropical Passion Fruit andBlueberry 70ml","Wilko","70ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","341146","Wilko Reed Diffuser Cotton Fresh 70ml","Wilko","70ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","COO","341148","Wilko Pot Pourri Apple","Wilko",NA,"Green",NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","341149","Wilko Pot Pourri Tropical Passion Fruit andBlueberry","Wilko",NA,"Brown","1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","341150","Wilko Pot Pourri Fresh Cotton and Lily","Wilko",NA,"Blue",NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","341252","Wilko Storm Lamp Mink","Wilko",NA,"Clear",NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","351294","Wilko Swirl Glass Bowl Red","Wilko",NA,"Red",NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","352239","Wilko Wooden Heart Frame","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","404112","Wilko Swirl Glass Bowl Gold","Wilko",NA,"Gold",NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","406710","Wilko Embossed Tin Jug Cream","Wilko",NA,"Cream",NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","406729","Wilko Rustic Letter Rack","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","406738","Wilko Home Sweet Home Wooden Heart","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.65
"HOM","COO","406744","Wilko Hurricane Vase Green","Wilko",NA,"Green",NA,"100% Glass","No",NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","406797","Wilko Country Classic Cube Calendar","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","406819","Wilko Leather Handle Wall Clock","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","406959","Wilko Hammered Effect Bowl Gold Sahara Range","Wilko",NA,NA,NA,"Metal","No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","407367","Wilko Utility Hanging Wall Plaque","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","407369","Wilko Glass Photo Frame","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","407378","Wilko Glass Bottle Gold","Wilko",NA,"Gold",NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","407631","Wilko Wicker Heart String Lights White","Wilko",NA,"White",NA,NA,"No",NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","410235","Wilko Church Candle White 7 x 7.5cm","Wilko","7x7.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","410236","Wilko Tapered Candles White 10pk","Wilko",NA,"White","10",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","413614","Wilko Scented Glass Candle Vanilla Pod","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","413615","Wilko Scented Glass Candle Red Berries","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","413618","Wilko Scented Glass Candle Lavender","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","413619","Wilko Scented Glass Candle Cotton Fresh","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","413620","Wilko Scented Glass Candle Tropical Passion Fruitand Blueberry","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,0.825
"HOM","COO","417725","Wilko Fleece Heart Design Red 125 x 150cm","Wilko","125 x 150cm",NA,"1","100% Polyester",NA,"Wash at 40",NA,NA,NA,NA,0.95
"HOM","COO","417726","Wilko Fleece Heart Design Beige 125 x 150cm","Wilko","125 x 150cm",NA,"1","100% Polyester",NA,"Wash at 40",NA,NA,NA,NA,0.95
"HOM","COO","417727","Wilko Fleece Star Design Grey 125 x 150cm","Wilko","125 x 150cm",NA,"1","100% Polyester",NA,"Wash at 40",NA,NA,NA,NA,0.95
