"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"KIT","BAK","880740","Wilko Kitchen Non-Stick Sandwich Tin Square  19 x19 x 3.6cm","Wilko","21cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","882040","Wilko Kitchen Non-Stick Sandwich Tin Deep Round19.5 x 3.5cm","Wilko","19.5cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","883940","Wilko Oven Tray 36 x 25cm","Wilko","36x25cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","888440","Wilko Wire Cooling Rack 43 x 27cm","Wilko","43x27cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","916540","Wilko 12 Cup Non-Stick Bun Sheet 32 x 24cm","Wilko","32x24cm","Grey","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","305187","Wilko Best Roasting Tin 26 x 20 x 5cm","Wilko Best","26x20cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","305188","Wilko Best Roasting Tin 35 x 25 x 6cm","Wilko Best","35x23cmx6cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","305190","Wilko Best Baking Tray 28.5 x 27.4cm","Wilko Best","39.5x27cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","305191","Wilko Best Cake Tin Square 24 x 24 x 5cm","Wilko Best","24x24cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","305192","Wilko Best Loaf Tin Medium 24.5 x 15 x 6.5cm","Wilko Best","900g","Metal","1","C.STEEL,TEFLON COAT.",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAK","305193","Wilko Best Oven Tray Steel 34 x 24 x 1.7cm","Wilko Best","32x24cm","Metal",NA,"C.STEEL,TEFLON COAT.",NA,NA,NA,NA,NA,NA,NA,0.9
"KIT","BAK","318461","Wilko Best Cake Tin 22.7 x 7cm","Wilko Best","9in","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAK","318534","Wilko Best Cake Tin 8in","Wilko Best","8in","Metal",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAK","352891","Wilko Spring Form Cake Tin 10in","Wilko Best","25.5x25.5cm","Metal","1",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","435081","Cake Decor Chocoholic Vanilla Two Stripe Icing","Cake Decor","275g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAP","435082","Cake Decor Strawberry and Vanilla Two Stripe Icing","Cake Decor","275g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435083","Cake Décor Hundreds and Thousands","Cake Decor","65g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435084","Cake Décor Chocolatey Strands","Cake Decor","55g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435085","Cake Décor Pink Glimmer Sugar","Cake Decor","70g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435086","Cake Décor Micro Mallows","Cake Decor","14g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435087","Cake Décor Glitter Spray Gold","Cake Decor","4g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435088","Cake Décor Glitter Spray Silver","Cake Decor","4g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435089","Cake Décor Bright Writing Icing 4pk","Cake Decor","76g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435090","Cake Décor Choco Writers White","Cake Decor","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435091","Cake Décor Choco Writers Milk","Cake Decor","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435092","Cake Décor Ready To Roll Icing White","Cake Decor","250g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435093","Cake Décor Ready To Roll Icing Red","Cake Decor","250g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435094","Cake Décor Ready To Roll Icing Pink","Cake Decor","250g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","256669","Kilner Clip Top Glass Storage 1L","Kilner","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","256670","Kilner Clip Top Glass Storage 1.5L","Kilner","1.5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","263845","Kilner Clip Top Jar 0.5L","Kilner","500ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"KIT","BAP","289848","Kilner Preserve Jar 0.5L","Kilner","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","289849","Kilner Preserves Jar 1L","Kilner","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","319115","Kilner Stainless Steel Funnel","Kilner",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"KIT","BAP","319120","Kilner Muslin Square 50 x 50cm Square 1pk","Kilner","50x50cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","319121","Kilner Bottle Airtight Clip Top Lid 1 Litre","Kilner","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","319122","Kilner Bottle Lid 0.55L","Kilner","550ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","319123","Kilner Bottle Lid 0.25L","Kilner","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","319126","Storage Jar Clip-Top Glass 70ml","Kilner","70ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","319127","Kilner The Original Preserve Jar 0.25L","Kilner","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","319804","Kilner Thermometer","Kilner",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"KIT","BAP","328633","Kilner Jam Jar Sealing Kit 108 Piece","Kilner","108 Piece",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328634","Kilner Replacement Rubber Seal Standard 6pk","Kilner","6 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328695","Kilner Clip Top Jar 2L","Kilner","2L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328696","Kilner Twist Top Bottle 250ml","Kilner","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328698","Kilner Twist Top Preserving Jar","Kilner","720ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328700","Kilner Twist Top Jar 228ml","Kilner","228ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328701","Kilner Twist Top Jar 93ml","Kilner","93ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328711","Kilner Coloured Clip Top Jar 0.5L","Kilner","5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328712","Kilner Coloured Clip Top Jar 1L","Kilner","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","435783","Kilner Shaker","Kilner","8cm x 8cm x 8.2cm",NA,"1","Soda Lime Stainless Steel",NA,NA,NA,"0.25lt",NA,NA,NA,0.9
"KIT","BAP","451708","Kitchen Craft Icing Bottles 2pk","Kitchen Kraft",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","BAP","451709","Kitchen Kraft Ribbons Assorted 5pk","Kitchen Kraft",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","BAP","451712","Kitchen Craft Gift Tags Home Made Slogan","Kitchen Kraft",NA,NA,"1pk",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","BAP","451713","Kitchen Craft Jam Jar Gift Tags Home Made Slogan24pk","Kitchen Kraft","24 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","451715","Kitchen Craft Home Made Self-Adhesive Chutney JarLabels Roll of 100","Kitchen Kraft","100 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","451716","Kitchen Craft Self Adhesive Jam Jar Labels Pack of100 Assorted","Kitchen Kraft","100 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","453040","Kitchen Craft Flavour and Marinade Injector","Kitchen Kraft",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","BAP","435794","Salter Add and Weigh Mechanical Kitchen Scale","Salter","4kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","435796","Salter Arc Electrical Kitchen Scale","Salter","3kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","BAP","10951","Wilko Balloon Whisk 30cm","Wilko","30cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAP","184129","Wilko Plastic Funnels Set of 3","Wilko","3 Pack","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","222227","Wilko  Plastic Funnel 18cm","Wilko","18cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","237888","Wilko Ceramic Baking Beans 700g","Wilko","700g","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","242802","Wilko Stackable Mixing Bowl 26cm","Wilko","26cm","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","284939","Wilko Silicone Whisk with Stainless Steel Handle","Wilko","30.5x7.5x1.7cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","284943","Wilko 12 Muffin Cases Silicone","Wilko","12 Pack","Multi","1","Silicone",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","285150","Wilko Cake Board 25cm/10in","Wilko","10in","Silver","1",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"KIT","BAP","302282","Tala Icing Bag Set with 8 Nozzles","Wilko","30cm","White","8pcs",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","302283","Wilko Flour Sifter","Wilko","10.2 x 15.5 x 9.3cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAP","304539","Wilko Mini Scales","Wilko","Mini","Multi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAP","305020","Wilko Cake Board 30cm/12in","Wilko","12in","Silver","1",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"KIT","BAP","318188","Wilko Gingerbread Man Cookie Cutters","Wilko","Assorted","Silver","3",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","318189","Wilko Cookie Cutter Stainless Steel Heart Shaped3pk","Wilko","Assorted","Pink","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","318430","Wilko Kitchen Scales Cream 5kg","Wilko","5kg","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAP","318431","Wilko Stainless Steel Electronic Kitchen Scales","Wilko",NA,"Pink","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAP","319625","Wilko Scales Black 5kg","Wilko","5kg","Black","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328736","Wilko Baking Book 150 Recipes","Wilko",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAP","328764","Wilko Disposable Icing Bags 30pk","Wilko","30 Pack","White","30pk",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328775","Wilko Daisy Icing Plunge Cutters 4pk","Wilko","4 Pack","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328777","Wilko Butterfly Icing Sugar Cutters Set 3 Piece","Wilko","Assorted","White","3pk",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328780","Wilko Sugar Modeling Craft Tool Set","Wilko","Set","Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","328815","Wilko Cake Decorating Turntable 28cm","Wilko","28cm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","346285","Wilko Cake Tester","Wilko","16.8 x 2.8 x 0.65cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","351587","Wilko Weights and Measures Baking Board","Wilko","Work surface protector 48 x 38 x 0.5cm 1.790kg","Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","351590","Wilko Spatula Plain Pastels","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","BAP","36546","Wilko Metal Whisk 20cm","Wilko","20cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","421504","Wilko Twist Top Jar 190ml 12pk","Wilko","190ml",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"KIT","BAP","421505","Wilko Twist Top Jar 300ml 12pk","Wilko","300ml Round",NA,"12","Glass and Tin plated Steel",NA,NA,NA,NA,NA,NA,NA,0.9
"KIT","BAP","435780","Wilko Sanctuary Jar Large","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","BAP","435781","Wilko Sanctuary Jar Medium","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","BAP","435782","Wilko Sanctuary Jar Small","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","BAP","435785","Wilko Silicone Chocolate Mould","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"KIT","BAP","435786","Wilko Flower Cookie Cutter","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","BAP","435787","Wilko Shaped Cooker Cutter","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","BAP","435789","Wilko Flat Edge Icing Smoother","Wilko","19.7 x 14.5 x 3",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","BAP","435790","Wilko Round Tins Set 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"KIT","BAP","435792","Wilko Book Stand","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","BAP","435793","Wilko Mini Measures","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","BAP","435797","Wilko Big Mixing Bowl","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","BAP","435798","Wilko Big Measuring Jug","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","BAP","436216","Wilko Cotton Apron Reminisce Design","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","BAP","436217","Wilko Cotton Oven GloveReminisce Design","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","BAP","436218","Wilko Cotton Double Oven GloveReminisce Design","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","BAP","452431","Wilko Cake Tin and Stand","Wilko",NA,NA,"1","Iron",NA,NA,NA,NA,NA,NA,NA,0.85
"KIT","BAP","452433","Wilko Storage Jar Black Board Lid 0.5L","Wilko","0.5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","452434","Wilko Storage Jar Black Board Lid 1L","Wilko","1L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","452435","Wilko Storage Jar Black Board Lid 1.5L","Wilko","1.5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","452436","Wilko Round Clip Lid Jar Smal","Wilko","Small",NA,"1","Glass",NA,NA,NA,NA,NA,NA,NA,0.9
"KIT","BAP","452437","Wilko Hexagonal Clip Lid Jar Small","Wilko","Small",NA,"1","Glass",NA,NA,NA,NA,NA,NA,NA,0.9
"KIT","BAP","452438","Wilko Slim Clip Lid Jar Small","Wilko","Small",NA,"1","Glass",NA,NA,NA,NA,NA,NA,NA,0.9
"KIT","BAP","453102","Wilko Hexagonal Jars 340ml 12pk","Wilko","340ml",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","453104","Wilko Pot Menage Jars 6pk","Wilko",NA,NA,"6 Pack","Glass",NA,NA,NA,"324ml",NA,NA,NA,0.9
"KIT","BAP","453105","Wilko Square Jars 200ml 12pk","Wilko","200ml",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","453106","Wilko Mini Glass Jar 41ml 20pk","Wilko","41ml",NA,"20 Pack","Glass",NA,NA,NA,"41ml",NA,NA,NA,0.95
"KIT","BAP","97387","Wilko Measuring Jug 2L","Wilko","2L","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","BAP","282378","Wilko Clear Measure Jug 1L","Wilko Functional","1L","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","941140","Wilko Mixing Bowl Polypropylene Medium Clear","Wilko Functional","Medium","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","BAP","941340","Wilko Mixing Bowl Polypropylene Large","Wilko Functional","Large","Clear","1",NA,NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","CHA","435904","Wilko 2 Tier Storage Rack","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","435931","Wilko Glass Rack","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","435932","Wilko Collapsible Bowl","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","CHA","435933","Wilko Corner Plate Rack","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","435934","Wilko Collapsible Bucket","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","CHA","435935","Wilko Collapsible Drainer","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","CHA","435936","Wilko 3 Tier Storage Rack","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","435937","Wilko Multi Purpose Storage Stand","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","435938","Wilko Hanging Shelf Storage","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","435939","Wilko Telescopic Stand","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","437087","Wilko Over Door Rack","Wilko",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","449254","Wilko Over Door Towel Rail","Wilko","23.5cm x 11cm x 8cm",NA,"1","Steel","No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","449257","Wilko Overdoor Organiser Basket","Wilko","27.5cm x 16cm x 34cm",NA,"1","Steel","No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","449258","Wilko Overdoor Organiser Basket Small","Wilko","28cm x 18cm x 12.5cm",NA,"1","Steel","No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","449260","Wilko Overdoor Basket 2 Tier","Wilko","28cm x 13.5cm x 40.5cm",NA,"1","Steel","No",NA,NA,NA,NA,NA,NA,0.65
"KIT","CHA","449261","Wilko Overdoor Pan Lid Rack","Wilko","17cm x 13.5cm x 27cm",NA,"1","Steel","No",NA,NA,NA,NA,NA,NA,0.65
