"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Age","Model Number","DQ Score"
"TOY","ACT","438483","Wilko Roadsters Bugatti Vision GT Racing Car","Wilko",NA,"Multi","1","Plastic","No",NA,"10x AA Batteries Not Included","3 Years +",NA,0.65
"TOY","ACT","438701","Wilko Roadsters Large Truck","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456507","Wilko Steam Train and Track Playset","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456514","Wilko Roadsters Diecast Cars Asst 4 inch","Wilko",NA,"Multi","4",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456515","Wilko Roadsters Diecast 4x4 and Horsebox Trailer","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456516","Wilko Roadsters Diecast City Rescue VehicleAssorted","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456517","Wilko Roadsters Diecast City Services VehicleAssorted","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456519","Wilko Roadsters Truck Carry Case","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456520","Wilko Roadsters Playmat and Car Assorted","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456521","Wilko Roadsters Packaway Garage","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456522","Wilko Roadsters Barrel Bash Track Set","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456523","Wilko Roadsters City Rescue Vehicle","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456524","Wilko Roadsters Radio Controlled Turbo ChargedRacer","Wilko",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","456525","Wilko Roadsters Radio Controlled Moto RazerSports Bike","Wilko",NA,"Multi","1","Plastic","No","Do Not Wash",NA,"6 Years +",NA,0.65
"TOY","ACT","456526","Wilko Heroes Foam Dart Refill Pack","Wilko",NA,"Multi","12",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","456527","Wilko Heroes Huntsman Ambush Rifle","Wilko",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","456528","Wilko Heroes Huntsman Boomstick Scout","Wilko",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","456530","Wilko Heroes Corps Recoil Tank","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456582","Wilko Roadsters Express Wheels Air Power","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456583","Wilko Roadsters Action Force Station Set","Wilko",NA,"Multi","1","Metal","No",NA,NA,"3 Years +",NA,0.65
"TOY","ACT","456584","Wilko Roadsters Monster Truck 3pk","Wilko",NA,"Multi","3",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456601","Wilko Roadsters Road Ripper Mini Rescue","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456602","Wilko Roadsters Road Ripper Rockin Ride","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456603","Wilko Roadsters Road Ripper Street Beatz","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","ACT","456605","Hot Wheels Light and Sound Extreme Action","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.891666666666667
"TOY","ACT","456619","Zuru Micro Boats Assorted","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.891666666666667
"TOY","ACT","456620","Micro Boat Water Slide Playset","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.891666666666667
"TOY","ACT","285276","WWE Figure 6in Assortment","WWE",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","ACT","439743","WWE Mini Figure Assorted","WWE",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","BLO","446943","Wilko Blox Police Starter Tube","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","BLO","447278","Wilko Blox Police and Robbery Medium Set","Wilko",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","BLO","447279","Wilko Blox Dump Truck Medium Set","Wilko",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","BLO","447298","Wilko Blox Military Starter Tube","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","BLO","447299","Wilko Blox City Riders Starter Tube","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","BLO","447300","Wilko Blox Fireman Starter Tube","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","BLO","447301","Wilko Blox Construction Starter Tube","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","BLO","456540","Wilko Blox Fire Station Bumper Set","Wilko","Medium Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456542","Wilko Blox Construction Mega Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456543","Wilko Blox Airport Bumper Set","Wilko","Medium Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456545","Wilko Blox Police Station Mega Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456546","Wilko Blox Town House Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456547","Wilko Blox Park Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456548","Wilko Blox Construction Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456549","Wilko Blox 10-in-1 Plane Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456550","Wilko Blox Tree House Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456551","Wilko Blox Riot Van Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456552","Wilko Blox Fire Rescue Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456553","Wilko Blox Petrol Station Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456554","Wilko Blox Pirate Island Medium Set","Wilko","Medium Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456555","Wilko Blox Horse and Carriage Medium Set","Wilko","Medium Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456556","Wilko Blox Rocket Launcher Medium Set","Wilko","Medium Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456557","Wilko Blox Fire Engine Medium Set","Wilko","Medium Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","BLO","456558","Wilko Blox Dragon and Knight Small Set","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456559","Wilko Blox Black Cab Small Set","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456560","Wilko Blox Police Car Small Set","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456561","Wilko Blox Tank Small Set","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456562","Wilko Blox Helicopter Small Set","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456563","Wilko Blox Fire Buggy Small Set","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456564","Wilko Blox Fire Sea Plane Small Set","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456566","Wilko Blox Penalty Shootout Starter Set","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456567","Wilko Blox Construction Accessory Pack","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456568","Wilko Blox Police Accessory Pack","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BLO","456569","Wilko Blox Fire Accessory Pack","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","BOY","336365","Wilko Heroes Battle Tower Zone","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","335980","Wilko Play Farm Animals Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","336383","Wilko Play Dinosaurs Small Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","336385","Wilko Play Jungle Animals Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","336386","Wilko Play Horses Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.9
"TOY","COL","336387","Wilko Play Knights Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","336388","Wilko Play Dragons Large Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","336390","Wilko Play Unicorns Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.9
"TOY","COL","336391","Wilko Play Dinosaurs Large Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","416680","Wilko Play Heroic Knight Figure Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","416683","Wilko Play Pirate Figure Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","416691","Wilko Soft T-Rex Dinosaur","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","416692","Wilko Soft Apatosaurus Dinosaur","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","416693","Wilko Soft Pteradactyl Dinosaur","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","438484","Wilko Dino Figures Mini 4pk Assortment","Wilko",NA,"Multi","4",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","438485","Wilko Dog Figures Mini 4pk Assortment","Wilko",NA,"Multi","4",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","438486","Wilko Cat Figures Mini 4pk Assortment","Wilko",NA,"Multi","4",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","COL","438572","Wilko Dino Figure Assortment","Wilko",NA,"Multi","1","Plastic","No","Hand Wash Only",NA,"From Birth",NA,0.65
"TOY","CRE","439417","Crayola Creations Thread Wrapper","Crayola",NA,"Multi","1",NA,NA,NA,NA,"8 Years +",NA,0.891666666666667
"TOY","CRE","456570","Grafix 2 in 1 Geo Science Experiment Kit","Grafix",NA,"Multi","1",NA,NA,NA,NA,"12 Months +",NA,0.891666666666667
"TOY","CRE","456571","Grafix Ulitmate Magic Set","Grafix",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.891666666666667
"TOY","CRE","454754","Harry Potter Cluedo","Harry Potter",NA,NA,"1",NA,NA,NA,NA,"8 years+",NA,0.883333333333333
"TOY","CRE","268008","Classic Monopoly","Hasbro",NA,"Multi","1",NA,NA,NA,NA,"8 Years +",NA,0.891666666666667
"TOY","CRE","454755","Game of Thrones Cluedo","Hasbro",NA,NA,"1",NA,NA,NA,NA,"8 years+",NA,0.783333333333333
"TOY","CRE","280110","Don't Say It Game","Paul Lamond Games",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.891666666666667
"TOY","CRE","291348","Yes No Card Game","Paul Lamond Games",NA,"Multi","1",NA,NA,NA,NA,"8 Years +",NA,0.891666666666667
"TOY","CRE","419540","FX 4 x 35pc Jigsaw Asst B","Ravensburger",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.891666666666667
"TOY","CRE","440504","Jigsaws 4 x 35piece Assorted Theme","Ravensburger",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.891666666666667
"TOY","CRE","439968","Robo Fish","Robo Fish",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","439969","Robo Fish With Bowl","Robo Fish",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","243479","Wilko Connect Colours Game","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","243502","Wilko Hangman Game","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","320570","Wilko Blox Racing Car Starter Set Assortment","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"5 Years +",NA,0.65
"TOY","CRE","320573","Wilko Blox Emergency Vehicle Starter Set Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","335883","Wilko Blox Ice Cream/Camper Van Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","335884","Wilko Blox Baseplate Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","335886","Wilko Blox Fashion Beauty Starter Set","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","335982","Wilko Decorate Your Own Jewellery Box","Wilko",NA,"Pink","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","CRE","335984","Wilko Torment Game","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","336343","Wilko Blox Figures 5pk Assortment","Wilko",NA,"Multi","5",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","337773","Wilko Blox High Speed Tanker Set Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","350199","Wilko Blox Spaceship Starter Set Assorted","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","350201","Wilko Blox Park Cafe Small Set","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","350854","Wilko Play Marble Race 90pcs","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","350902","Wilko Who Am I Game","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","350914","Wilko 3D Snakes and Ladders Game","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","401463","Wilko Blox Storage Lap Tray","Wilko","Small Set","Multi","1","Plastic","No",NA,NA,"3 Years +",NA,0.65
"TOY","CRE","414818","Wilko Blox Animal Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","414819","Wilko Blox Dinosaur Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","414821","Wilko Blox Safari Mammal Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
"TOY","CRE","414822","Wilko Blox Dinosaur Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"5 Years +",NA,0.941666666666667
"TOY","CRE","414823","Wilko Blox Space Ship Medium Set","Wilko",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","CRE","414824","Wilko Blox Emergency Medium Set Assortment","Wilko",NA,"Multi","1",NA,NA,NA,NA,"6 Years +",NA,0.941666666666667
"TOY","CRE","414825","Wilko Blox Pirate Ship Large Set","Wilko","Large Set","Multi","1","Plastic","No",NA,NA,"6 Years +",NA,0.65
"TOY","CRE","414842","Wilko Blox Storage Box","Wilko",NA,"Multi","1",NA,NA,NA,NA,"3 Years +",NA,0.941666666666667
