"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Power","Capacity","DQ Score"
"CLE","FLY","253760","Raid Protector Fly Wasp and Mosquito Killer 300ml","Raid","300ml",NA,"1",NA,NA,NA,1
"CLE","FLY","414769","Raid Fly and Wasp Killer Fast Action 300ml","Raid",NA,NA,"1",NA,NA,NA,0.9125
"CLE","FLY","169922","Rentokil Rodine Mouse and Rat Killer 150g","Rentokil","150g",NA,"3",NA,NA,NA,1
"CLE","FLY","211406","Rentokil Advance Mouse Trap 1pk","Rentokil",NA,NA,"1",NA,NA,NA,0.9125
"CLE","FLY","333213","Rentokill Flea Powder 300g","Rentokil","300g",NA,"1",NA,NA,NA,1
"CLE","FLY","334446","Beacon Pest Control Mouse and Rat Repeller Plug In","Rentokil",NA,NA,"1",NA,NA,NA,0.8625
"CLE","FLY","334451","Rentokli Moth Cassettes","Rentokil","4",NA,"4",NA,NA,NA,0.95
"CLE","FLY","334460","Rentokil Fast Action Mouse Killer Pre-Baited Box2pk","Rentokil","2x10g",NA,"2",NA,NA,NA,1
"CLE","FLY","417482","Rentokil Clothes Moth Killer Papers 2pk","Rentokil","2 sheets",NA,"2",NA,NA,NA,1
"CLE","FLY","424862","Rentokil Mouse Killer Bait 4pk","Rentokil",NA,NA,"4pk",NA,NA,NA,0.9125
"CLE","FLY","424863","Rentokil Rat Killer Bait 2pk","Rentokil",NA,NA,"2pk",NA,NA,NA,0.9125
"CLE","FLY","424864","Rentokil Clean Kill Mouse Trap 2pk","Rentokil",NA,NA,"Twin Pack",NA,NA,NA,0.9125
"CLE","FLY","433182","Rentokil Insectrol Insect Killer 250ml","Rentokil","5.2 x 5.2 x 20.5 cm",NA,"1",NA,NA,NA,1
"CLE","FLY","58809","Sanmex Fly and Wasp Killer Spray 300ml","Sanmex","300ml",NA,"1",NA,NA,NA,1
"CLE","FUR","1141040","Brasso Metal Polish 75g","Brasso","75g",NA,NA,NA,NA,NA,0.9125
"CLE","FUR","42549","Brasso Metal Polish 175ml","Brasso","175ml",NA,NA,NA,NA,NA,0.9125
"CLE","FUR","168718","Lord Sheraton Caretaker Wood Balsam Original  75ml","Lord Sheraton","75ml",NA,NA,NA,NA,NA,0.9125
"CLE","FUR","117286","Mr Sheen Multi-Surface Polish 300ml","Mr Sheen","300ml",NA,NA,NA,NA,NA,0.9125
"CLE","FUR","73623","Mr Sheen Multi Surface Polish Spring Fresh 300ml","Mr Sheen","300ml",NA,"1",NA,NA,NA,1
"CLE","FUR","296496","Leather Silk Non Silicone Leather Shine 250ml","Non Silicone","250ml",NA,"1",NA,NA,NA,1
"CLE","FUR","166221","Pledge Dry Dusting Cloths Citrus 20pk","Pledge","20 Pack","White","1",NA,NA,NA,0.941666666666667
"CLE","FUR","221896","Pledge Dusters Starter Kit","Pledge",NA,"Multi","1",NA,NA,NA,0.883333333333333
"CLE","FUR","221897","Pledge Fluffy Duster Refills 5pk","Pledge","5 Pack","White","1",NA,NA,NA,0.941666666666667
"CLE","FUR","276154","Pledge Wood Polish Classic 250ml","Pledge","250ml",NA,"1",NA,NA,NA,1
"CLE","FUR","276168","Pledge Furniture Polish Lavender 250ml","Pledge","250ml",NA,"1",NA,NA,NA,1
"CLE","FUR","276588","Pledge Polish Springtime 250ml","Pledge","250ml",NA,"1",NA,NA,NA,1
"CLE","FUR","276597","Pledge  Multi Purpose Polish Jasmine 250ml","Pledge","250ml",NA,"1",NA,NA,NA,1
"CLE","FUR","319786","Pledge Polish Original 250ml","Pledge","250ml",NA,"1",NA,NA,NA,1
"CLE","FUR","425112","Pledge Extra Care Beeswax Aerosol 250ml","Pledge","250ml",NA,"1",NA,NA,NA,1
"CLE","FUR","437717","Vanish Gold Carpet Oxi Spray 500ml","Vanish","500ml",NA,"1",NA,NA,NA,1
"CLE","FUR","333091","Wilko Furniture Polish Aerosol Spray CherryBlossom and Tonka Bean 250ml","Wilko","250ml",NA,"1",NA,NA,NA,1
"CLE","FUR","439371","Wilko Multi-Purpose Wipes 30pk","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"CLE","FUR","439372","Wilko Leather Wipes 30pk","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"CLE","FUR","439382","Wilko Multi-Purpose PolishVanilla and Rose Blossom 250ml","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"CLE","FUR","95044","Wood Silk Non Silicone Furniture Polish with Beeswax 250ml","Wood Silk","250ml",NA,"1",NA,NA,NA,1
"CLE","KIW","276784","Kiwi Express Shine Sponge Black","Kiwi",NA,"Black",NA,NA,NA,NA,0.86
"CLE","KIW","276859","Kiwi Shoe Polish Black 50ml","Kiwi","50ml","Black",NA,NA,NA,NA,0.93
"CLE","KIW","323774","Kiwi  Footwear Deo Fresh 100ml","Kiwi","100ml",NA,NA,NA,NA,NA,0.86
"CLE","KIW","324183","Kiwi Instant Wax Shine Black 75ml","Kiwi","75ml","Black",NA,NA,NA,NA,0.93
"CLE","KIW","324618","Kiwi Outdoor Lace Black 180cm","Kiwi","180cm","Black",NA,NA,NA,NA,0.93
"CLE","KIW","324621","Kiwi Parade Gloss Polish Black 50ml","Kiwi","50ml","Black",NA,NA,NA,NA,0.93
"CLE","KIW","324628","Kiwi Round Lace Black 75cm","Kiwi","75cm","Black",NA,NA,NA,NA,0.93
"CLE","KIW","324742","Kiwi Round Lace Brown 75cm","Kiwi","75cm","Brown",NA,NA,NA,NA,0.93
"CLE","KIW","324747","Kiwi Shoe Polish Dark Tan 50ml","Kiwi","50ml","Brown",NA,NA,NA,NA,0.93
"CLE","KIW","324748","Kiwi Shoe Polish Neutral 50ml","Kiwi","50ml","Cream","1","No",NA,NA,0.65
"CLE","KIW","324750","Kiwi Sport Lace Black 110cm","Kiwi","110cm","Black",NA,NA,NA,NA,0.93
"CLE","KIW","324751","Kiwi Sport Lace White 110cm","Kiwi","110cm","White",NA,NA,NA,NA,0.93
"CLE","KIW","324752","Kiwi Sports Shoe Whitener 75ml","Kiwi","75ml","White",NA,NA,NA,NA,0.93
"CLE","KIW","339564","Kiwi Rain and Stain Shoe Protector 200ml","Kiwi",NA,NA,NA,NA,NA,NA,0.79
"CLE","KIW","346484","Kiwi Shine and Protect Neutral 75ml","Kiwi","75ml","Cream",NA,NA,NA,NA,0.93
"CLE","KIW","346485","Kiwi Shine and Protect Brown 75ml","Kiwi","75ml","Brown","1",NA,NA,NA,1
"CLE","KIW","403558","Kiwi Suede and Nubuck Foam Cleaner 200ml","Kiwi",NA,NA,NA,NA,NA,NA,0.79
"CLE","KIW","408865","Kiwi Suede & Nubuck Combination Brush","Kiwi",NA,NA,"1",NA,NA,NA,0.86
"CLE","KIW","411806","Kiwi Leather Shoe Polishing Brush","Kiwi",NA,NA,NA,NA,NA,NA,0.79
"CLE","KIW","411807","Kiwi Shoe Polish Appllicator Brush","Kiwi",NA,NA,NA,NA,NA,NA,0.79
"CLE","KIW","411811","Kiwi Real Leather Insoles","Kiwi",NA,NA,NA,NA,NA,NA,0.79
"CLE","KIW","411812","Kiwi Cotton Deo Comfort Insoles","Kiwi",NA,NA,NA,NA,NA,NA,0.79
"CLE","KIW","411814","Kiwi Shoe Polish Black 100ml","Kiwi",NA,"Black",NA,NA,NA,NA,0.86
"CLE","KIW","428046","Kiwi Fresh Ins Woman Insoles","Kiwi","One Size",NA,"1",NA,NA,NA,0.93
"CLE","LAU","130212","Ace Bleach Gentle Stain Remover 1L","Ace","1L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","272578","Ariel Washing Gel Bio 16 Washes 592ml","Ariel","592ml",NA,"1",NA,NA,NA,1
"CLE","LAU","278061","Ariel Washing Gel Bio 24 Washes 888ml","Ariel","888ml",NA,"1",NA,NA,NA,1
"CLE","LAU","278062","Ariel Washing Gel Febreze 24 Washes 888ml","Ariel","888ml",NA,"1",NA,NA,NA,1
"CLE","LAU","278067","Ariel Washing Gel Colour 24 Washes 888ml","Ariel","888ml",NA,"1",NA,NA,NA,1
"CLE","LAU","333378","Ariel 3in1 Bio Liquid Tablets 19 Washes","Ariel","19s",NA,"19s",NA,NA,NA,1
"CLE","LAU","333379","Ariel 3in1 Tablets Colour and Style 19 Washes","Ariel","19s",NA,"19s",NA,NA,NA,1
"CLE","LAU","333380","Ariel 3 in 1 Liquid Tablets Febreze 19 Washes","Ariel","19s",NA,"19s",NA,NA,NA,1
"CLE","LAU","350025","Ariel Detergent  Powder Regular 650g","Ariel","650g",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","350026","Ariel Washing Powder Colour 22 Washes 1.43kg","Ariel","1.43kg",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","351261","Ariel Washing Liquid Original 22 Washes 1.2L","Ariel","1.2L",NA,"1",NA,NA,NA,1
"CLE","LAU","351262","Ariel Washing Liquid Colour 22 Washes 1.2L","Ariel","1.2L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","351264","Ariel Washing Liquid Original 40 Washes 2L","Ariel","2L",NA,"1",NA,NA,NA,1
"CLE","LAU","403534","Ariel Bio Liquitabs 30 Washes","Ariel",NA,NA,NA,NA,NA,NA,0.825
"CLE","LAU","422364","Ariel Pods 3in1 Colour and Style 30 Washes","Ariel",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","432516","Ariel Washing Liquid Colour 40 Washes 2L","Ariel",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","432517","Ariel Washing Powder Regular 40 Washes 2.6kg","Ariel",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","454183","Ariel Liquid Regular 3L","Ariel","3L",NA,"1",NA,NA,NA,1
"CLE","LAU","295254","Bold Gel With Lenor Lotus Flower and Lilly 888ml","Bold","888ml",NA,"1",NA,NA,NA,1
"CLE","LAU","295341","Bold Gel With Lenor Lavender and Camomile 888ml","Bold","888ml",NA,"1",NA,NA,NA,1
"CLE","LAU","330301","Bold Gel With Lenor Sparkling Bloom and YellowPoppy 24 Washes 888ml","Bold","888ml",NA,"1",NA,NA,NA,1
"CLE","LAU","351268","Bold 2in1 Liquid Lotus Flower and Lilly 1.2L","Bold","1.2L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","351270","Bold 2in1 Liquid Lavender and Camomile 1.9L","Bold","1.9L",NA,"1",NA,NA,NA,1
"CLE","LAU","413963","Bold 2 in 1 Liquid Tablets White Lily 18 Washes","Bold",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","413965","Bold 2 in 1 Liquid Tablets Lavender and Camomile18 Washes","Bold",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","413967","Bold 2 in 1 Liquid Tablets Sparkling Bloom18 Washes","Bold",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","432518","Bold 2in1 with Lenor Sparkling Bloom andYellow Poppy 1.2L","Bold","1.2L",NA,"1",NA,NA,NA,1
"CLE","LAU","432519","Bold 2 in 1 Liquid Tablets Lavender and Camomile29 Washes","Bold",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","432520","Bold 2 in 1 Liquid Pods White Lily 29 Washes","Bold",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","432521","Bold 2in1 Powder with Lenor Lavender andCamomile 2.6kg","Bold",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","432522","Bold 2in1 Powder Sparkling Bloom 1.43kg","Bold","1.43kg",NA,"1",NA,NA,NA,1
"CLE","LAU","168862","Calgon Water Softener 15pk","Calgon","218g",NA,"1",NA,NA,NA,1
"CLE","LAU","275078","Calgon 2 in 1 Water Softener Powder 600g","Calgon","600g",NA,"1",NA,NA,NA,1
"CLE","LAU","286247","Calgon Water Softener Gel 750ml","Calgon","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","177822","Comfort Vaporesse Ironing Water 1L","Comfort","1L",NA,"1",NA,NA,NA,1
"CLE","LAU","255077","Comfort Sunshiny Days Fabric Conditioner 42Washes 1.5L","Comfort","1.5L",NA,"1",NA,NA,NA,1
"CLE","LAU","255078","Comfort Fabric Conditioner Blue Skies42 Washes 1.5L","Comfort","1.5L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","255079","Comfort Pure Fabric Conditioner 42 Washes 1.5L","Comfort","1.5L",NA,"1",NA,NA,NA,1
"CLE","LAU","332317","Comfort Blue Skies Fabric Conditioner 85 Washes 3L","Comfort","3L",NA,"1",NA,NA,NA,1
"CLE","LAU","334443","Comfort Pure Fabric Conditioner 3L","Comfort","3L",NA,"1",NA,NA,NA,1
"CLE","LAU","352861","Comfort Creations Fabric Conditioner Strawberryand Lily 1.16L","Comfort","1.16L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","352863","Comfort Creations Honeysuckle and Sandalwood1.16L","Comfort","1.16L",NA,"1",NA,NA,NA,1
"CLE","LAU","409225","Comfort Creations Fabric Conditioner CherryBlossom and Sweet Pea 1.16L","Comfort","1.16L",NA,"1",NA,NA,NA,1
"CLE","LAU","414155","Comfort Intense Fuchsia Passion 570ml","Comfort",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","414156","Comfort Intense Fresh Sky 570ml","Comfort",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","414157","Comfort Intense Fabric Conditioner Fresh Sky64 Washes","Comfort",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","414158","Comfort Intense Fuchsia Passion 960ml","Comfort",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","430856","Comfort Pure Fabric Conditioner 570ml","Comfort","570ml",NA,"1",NA,NA,NA,1
"CLE","LAU","430857","Comfort Creations Fabric Conditioner Tuberose andVanilla Flower 33 Washes","Comfort","1.16L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","439876","Comfort Intense Luxurious 960ml","Comfort","960ml",NA,"1",NA,NA,NA,1
"CLE","LAU","451717","Comfort Intense Perfume Pearls Fuchsia Passion275g","Comfort",NA,NA,NA,NA,NA,NA,0.775
"CLE","LAU","451718","Comfort Intense Perfume Pearls Fresh Sky 275g","Comfort",NA,NA,"1",NA,NA,NA,0.8625
"CLE","LAU","453863","Comfort Intense Flora 38 Washes","Comfort",NA,NA,NA,NA,NA,NA,0.775
"CLE","LAU","453865","Comfort Intense Fabric Conditioner Tropical Punch64 Washes","Comfort",NA,NA,"64",NA,NA,NA,0.8625
"CLE","LAU","454162","Comfort Fragrance Burst Luxurious 275g","Comfort","275g",NA,"1",NA,NA,NA,0.95
"CLE","LAU","112320","Daz Handwash Laundry Powder 960g","Daz","960g",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","334456","Daz Liquid Regular 1.0L","Daz","1.0L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","350030","Daz Detergent Powder   Regular 2.6kg","Daz","2.6kg",NA,"1",NA,NA,NA,1
"CLE","LAU","350031","Daz Detergent  Powder  Regular 1.43kg","Daz","1.43kg",NA,"1",NA,NA,NA,1
"CLE","LAU","422365","Daz Liquid Tablets 27 Washes","Daz",NA,NA,"27",NA,NA,NA,0.9125
"CLE","LAU","450760","Daz Liquid 2.45L","Daz","2.45L",NA,"1",NA,NA,NA,1
"CLE","LAU","450761","Daz Liquitabs 42 Washes","Daz",NA,NA,"42",NA,NA,NA,0.9125
"CLE","LAU","414377","Dettol Wash Machine Cleaner Gel 250ml","Dettol","250ml",NA,"1",NA,NA,NA,1
"CLE","LAU","275063","Dr Beckmann Service It Washing Machine Cleaner 250ml","Dr Beckmann","250ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","321029","Dr Beckmann Colour and Dirt Sheets 20pk","Dr Beckmann",NA,NA,"20s",NA,NA,NA,0.9125
"CLE","LAU","333076","Dr.Beckmann Service-it Washing Machine CleanerDeep Clean 250g","Dr Beckmann","250g",NA,"1",NA,NA,NA,0.95
"CLE","LAU","349716","Dr.Beckmann Glowhite Ultra 40g 2pk","Dr Beckmann","80g",NA,"2pk",NA,NA,NA,0.95
"CLE","LAU","349717","Dr.Beckmann Stain Devils Survival Kit3 Bottles","Dr Beckmann",NA,NA,"1",NA,NA,NA,0.8625
"CLE","LAU","349718","Dr.Beckmann Colour and Dirt Collector 50pk","Dr Beckmann",NA,NA,"50s",NA,NA,NA,0.8625
"CLE","LAU","433681","Dr. Beckmann Colour Run Remover 1pk","Dr Beckmann","75g",NA,"1",NA,NA,NA,0.95
"CLE","LAU","95059","Dr Beckmann Glowhite Super Whitener 5pk","Dr Beckmann","5x40g",NA,"1",NA,NA,NA,1
"CLE","LAU","228002","Dylon Wash and Dye Velvet Black 350g","Dylon","350g","Black","1",NA,NA,NA,1
"CLE","LAU","270596","Dylon Fabric Dye Intense Violet 50g","Dylon","50g","Purple","1",NA,NA,NA,1
"CLE","LAU","270597","Dylon Fabric Dye Flamingo Pink 50g","Dylon","50g","Pink",NA,NA,NA,NA,0.93
"CLE","LAU","270598","Dylon Fabric Dye Tropical Green 50g","Dylon","50g","Green",NA,NA,NA,NA,0.93
"CLE","LAU","270599","Dylon Hand Dye Bahama Blue 50g","Dylon","50g","Blue",NA,NA,NA,NA,0.93
"CLE","LAU","274482","Dylon Colour Catcher Sheets 24pk","Dylon","24 Sheets",NA,"1",NA,NA,NA,1
"CLE","LAU","277635","Dylon Curtain Whitener 3pk","Dylon","150ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","285873","Dylon Hand Dye Grey 50g","Dylon","50g","Grey",NA,NA,NA,NA,0.93
"CLE","LAU","285875","Dylon Hand Dye Yellow 50g","Dylon","50g","Yellow",NA,NA,NA,NA,0.93
"CLE","LAU","285877","Dylon Hand Dye Ocean Blue 50g","Dylon","50g","Blue",NA,NA,NA,NA,0.93
"CLE","LAU","285879","Dylon Dye Salt 500g","Dylon","500g","Cream","1",NA,NA,NA,1
"CLE","LAU","332023","Dylon Spray Starch Aerosol Spray 300ml","Dylon","300ml",NA,"1",NA,NA,NA,1
"CLE","LAU","454082","Dylon Colour Catchers 50pk","Dylon",NA,NA,"50",NA,NA,NA,0.9125
"CLE","LAU","454083","Dylon Brilliant Black Sheets 10pk","Dylon",NA,NA,"7",NA,NA,NA,0.8625
"CLE","LAU","454084","Dylon Brilliant White Sheets 7pk","Dylon",NA,NA,"7",NA,NA,NA,0.9125
"CLE","LAU","454085","Dylon Dye Pod Navy Blue 350g","Dylon","350g","Blue","1",NA,NA,NA,1
"CLE","LAU","454086","Dylon Dye Pod Forest Green 350g","Dylon","350g","Green","1",NA,NA,NA,1
"CLE","LAU","454087","Dylon Dye Pod Intense Black 350g","Dylon","350g","Black","1",NA,NA,NA,1
"CLE","LAU","454088","Dylon Dye Pod Jeans Blue 350g","Dylon","350g","Blue","1",NA,NA,NA,1
"CLE","LAU","454089","Dylon Dye Pod Tulip Red 350g","Dylon","350g","Red","1",NA,NA,NA,1
"CLE","LAU","454090","Dylon Dye Pod Deep Violet 350g","Dylon","350g","Purple","1",NA,NA,NA,1
"CLE","LAU","454091","Dylon Dye Pod Ocean Blue","Dylon","350g","Blue","1",NA,NA,NA,1
"CLE","LAU","454092","Dylon Dye Pod Passion Pink 350g","Dylon","350g","Pink","1",NA,NA,NA,1
"CLE","LAU","454093","Dylon Dye Pod Fresh Orange 350g","Dylon","350g","Orange","1",NA,NA,NA,1
"CLE","LAU","454094","Dylon Dye Pod Espresso Brown 350g","Dylon","350g","Brown","1",NA,NA,NA,1
"CLE","LAU","454095","Dylon Dye Pod Sunflower Yellow 350g","Dylon","350g","Yellow","1",NA,NA,NA,1
"CLE","LAU","454096","Dylon Dye Pod Sandy Beige 350g","Dylon","350g","Brown","1",NA,NA,NA,1
"CLE","LAU","454097","Dylon Dye Pod Plum Red","Dylon","350g","Red","1",NA,NA,NA,1
"CLE","LAU","454098","Dylon Dye Pod Olive Green 350g","Dylon","350g","Green","1",NA,NA,NA,1
"CLE","LAU","454099","Dylon Dye Pod Paradise Blue 350g","Dylon","350g","Blue","1",NA,NA,NA,1
"CLE","LAU","454100","Dylon Dye Pod Emerald Green 350g","Dylon","350g","Green","1",NA,NA,NA,1
"CLE","LAU","454101","Dylon Dye Pod Vintage Blue 350g","Dylon","350g","Blue","1",NA,NA,NA,1
"CLE","LAU","454102","Dylon Dye Pod Smoke Grey 350g","Dylon","350g","Grey","1",NA,NA,NA,1
"CLE","LAU","454104","Dylon Dye Pod Peony Pink 350g","Dylon","350g","Pink","1",NA,NA,NA,1
"CLE","LAU","83851","Dylon Hand Dye Navy Blue 50g","Dylon","50g","Blue",NA,NA,NA,NA,0.93
"CLE","LAU","83855","Dylon Hand Dye Velvet Black 50g","Dylon","50g","Black",NA,NA,NA,NA,0.93
"CLE","LAU","83858","Dylon Fabric Dye Tulip Red 50g","Dylon","50g","Red",NA,NA,NA,NA,0.93
"CLE","LAU","316180","Fairy Gel Non Bio 24 Washes 888ml","Fairy","888ml",NA,"1",NA,NA,NA,1
"CLE","LAU","350034","Fairy Non Bio Regular Detergent Powder 1.43kg","Fairy","1.43kg",NA,"1",NA,NA,NA,1
"CLE","LAU","351265","Fairy Non Bio Liquid 40 Washes 2L","Fairy","2L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","351266","Fairy Non Bio Liquid 24 Washes 1.2L","Fairy","1.2L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","400360","Fairy Original Fabric Conditioner 1.1L","Fairy","1.1L",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","400362","Fairy Almond Oils Fabric Conditioner 1.1L","Fairy",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","413969","Fairy Non Bio Liquid Tablets 19 Washes","Fairy",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","413970","Fairy Non Bio Liquid Tablets 30 Washes","Fairy",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","432523","Fairy Powder Non Bio 2.6kg","Fairy",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","441966","Fairy Original Fabric Conditioner 2.905L","Fairy","2.905L",NA,"1",NA,NA,NA,1
"CLE","LAU","289099","Febreze Pet Odour Fabric Refresh 500ml","Febreze","500ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","297018","Febreze Fabric Freshener Lavender 500ml","Febreze","500ml",NA,"1",NA,NA,NA,1
"CLE","LAU","450171","Febreze Fabric Refresher Lenor Orcid 500ml","Febreze",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","224579","Lenor Tumble Dryer Sheets Summer Breeze 34pk","Lenor",NA,NA,"34s",NA,NA,NA,0.9125
"CLE","LAU","400321","Lenor Unstoppables Fresh 275g","Lenor","275g",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","400324","Lenor Unstoppables Fresh 375g","Lenor","375g",NA,"1",NA,NA,NA,1
"CLE","LAU","400325","Lenor Unstoppables Lavish 375g","Lenor","375g",NA,"1",NA,NA,NA,1
"CLE","LAU","400330","Lenor Fabric Conditioner Spring Awakening44 Washes 1.1L","Lenor",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","400334","Lenor Fabric Conditioner Summer Breeze 44 Washes1.1L","Lenor",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","400338","Lenor Fabric Conditioner Moonlight Harmony44 Washes 1.1L","Lenor",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","400341","Lenor Fabric Conditioner Fresh Meadow 44 Washes1.1L","Lenor","1.1L",NA,"1",NA,NA,NA,1
"CLE","LAU","400344","Lenor Fabric Conditioner Ocean Escape 37 Washes925ml","Lenor","925ml",NA,"1",NA,NA,NA,1
"CLE","LAU","400350","Lenor Fabric Conditioner Ruby Jasmine 37 Washes925ml","Lenor","925ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","400353","Lenor Fabric ConditionerGold Orchid 37 Washes925ml","Lenor","925ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","400356","Lenor Fabric Softener Emerald 37 Washes 925ml","Lenor","925ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","422363","Lenor Unstoppables Uplift 275g","Lenor","275g",NA,"1",NA,NA,NA,1
"CLE","LAU","428910","Lenor Gold Orchid Fabric Conditioner 1.8L","Lenor","1.8L",NA,"1",NA,NA,NA,1
"CLE","LAU","428911","Lenor Ocean Escape Fabric Conditioner 1.8L","Lenor","1.8L",NA,"1",NA,NA,NA,1
"CLE","LAU","432514","Lenor Unstoppables Spring 375g","Lenor","375g",NA,"1",NA,NA,NA,1
"CLE","LAU","432515","Lenor Unstoppables Spring 275g","Lenor","275g",NA,"1",NA,NA,NA,0.95
"CLE","LAU","441964","Lenor Spring Awakening Fabric Conditioner2.905L","Lenor",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","441965","Lenor Fabric Conditioner Summer Breeze83 Washes","Lenor",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","441980","Lenor Unstoppables Dreams 375g","Lenor",NA,NA,"1",NA,NA,NA,0.825
"CLE","LAU","450762","Lenor Premium Peony Fabric Conditioner 1.8L","Lenor",NA,NA,NA,NA,NA,NA,0.775
"CLE","LAU","450763","Lenor Deep Sea Minerals Fabric Conditioner875ml","Lenor","875ml",NA,"1",NA,NA,NA,0.95
"CLE","LAU","450764","Lenor Silk Tree Blossom Fabric Conditioner875ml","Lenor","875ml",NA,"1",NA,NA,NA,0.95
"CLE","LAU","450765","Lenor Shea Butter Fabric Conditioner875ml","Lenor","875ml",NA,"1",NA,NA,NA,0.95
"CLE","LAU","454182","Lenor Fabric Conditioner 925mlWild Flower Bloom","Lenor","925ml",NA,"1",NA,NA,NA,0.95
"CLE","LAU","321121","Persil Silk and Wool Liquid 15 Washes 750ml","Persil","750ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","338143","Persil Small and Mighty Non Bio Washing Liquid22 Washes 770ml","Persil","770ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","338144","Persil Small and Mighty Washing LiquidColour Protect 770ml","Persil","770ml",NA,"1",NA,NA,NA,1
"CLE","LAU","338145","Persil Small and Mighty Bio Washing Liquid25 Washes 770ml","Persil","770ml",NA,NA,NA,NA,NA,0.9125
"CLE","LAU","339702","Persil Small and Mighty Washing LiquidColour Protect 38 Washes","Persil",NA,NA,"38s",NA,NA,NA,0.9125
"CLE","LAU","339704","Persil Small and Mighty Bio Washing Liquid1.33L","Persil",NA,NA,"38s",NA,NA,NA,0.9125
"CLE","LAU","339705","Persil Small & Mighty Non-Bio Washing Liquid38 Washes 1.33L","Persil",NA,NA,"38s",NA,NA,NA,0.9125
"CLE","LAU","351784","Persil Colour Protect Washing Powder1.61kg","Persil","23 Washes",NA,"1",NA,NA,NA,1
"CLE","LAU","351785","Persil Non-Bio Washing Powder1.61kg","Persil","23 Washes",NA,"1",NA,NA,NA,1
"CLE","LAU","434075","Persil Bio Capsules 22 Washes","Persil","22 tabs",NA,"1",NA,NA,NA,1
"CLE","LAU","434079","Persil Non Bio Capsules 22 Washes","Persil","22 tabs",NA,"1",NA,NA,NA,1
"CLE","LAU","434092","Persil Colour Protect Capsules 22 Washes","Persil","22 tabs",NA,"1",NA,NA,NA,1
"CLE","LAU","434094","Persil Powder Non Bio 45 Washes","Persil","3.185kg",NA,"1",NA,NA,NA,1
"CLE","LAU","435753","Persil Ultimate Non Bio Dual Capsules30 Washes","Persil",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","435754","Persil Ultimate Bio Dual Capsule28 Washes","Persil",NA,NA,"1",NA,NA,NA,0.9125
"CLE","LAU","454164","Persil Bio Capsules 38 Washes","Persil",NA,NA,"38 Caps",NA,NA,NA,0.8625
"CLE","LAU","454165","Persil Caps Colour 38 Washes","Persil",NA,NA,"38 Caps",NA,NA,NA,0.8625
