"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","DQ Score"
"GAR","FER","313186","Bayer Toprose Rose and Shrub Feed 1kg","Toprose","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","FER","135397","Wilko Compost Maker 1.5kg","Wilko","1.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","FER","274756","Wilko Bonemeal 1.5Kg","Wilko","1.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","FER","274757","Wilko Fish Blood & Bone 1.5kg","Wilko","1.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","FER","274758","Wilko Growmore  Plant Food 1.5kg","Wilko","1.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"GAR","FER","342194","Wilko Liquid General Purpose Pour and Feed 1L","Wilko","1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","GRA","281346","Evergreen Autumn 2 in 1 Lawn Care Refill 3.5kg","Evergreen","3.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","GRA","341225","Gro-Sure Smart Seed 25m2","Gro-Sure",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"GAR","GRA","323103","Westland Autumn Lawn Feed and Moss Killer 5.2kg","Westland","5.25kg",NA,"1",NA,NA,NA,NA,NA,"150sqm",NA,1
"GAR","GRA","341283","Wilko Multi-Purpose Lawn Seed 5kg","Wilko","5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"GAR","GRA","448631","Wilko Outdoor Cleaning Fluid 1L","Wilko","1L",NA,"1","Tin Plate Can","No",NA,NA,"1L",NA,"Children not to use",0.65
"GAR","GRA","6479140","Wilko Luxury Lawn Seed 25kg","Wilko","25kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","GRA","6479640","Wilko Hardwearing Lawn Seed 25kg","Wilko","25kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","HAN","447645","Wilko Hanging Basket Reservoir","Wilko","13.8X13.8X17cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.93
"GAR","LIG","283642","Wilko Garden Solar Light Butterfly 50 LED","Wilko",NA,NA,"50pk",NA,NA,NA,"Solar, Battery",NA,NA,NA,0.883333333333333
"GAR","LIG","329131","Wilko Solar Light Marker","Wilko",NA,NA,"1",NA,NA,NA,"Solar, Battery",NA,NA,NA,0.883333333333333
"GAR","LIG","340981","Wilko Garden Solar Light Tiffany Stick","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","NET","416133","Greenhurst Powertek Solar Post Lights AdjustableSet of 2","Gablemere","12 x 14.5 x 14.5","Brown","2pk",NA,NA,NA,"Solar",NA,NA,NA,0.95
"GAR","NET","447673","Wilko Picket Fence Lawn Edging 99cm","Wilko","99cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","POW","341489","Wilko Electric Lawn Mower 1000W","Wilko","1000W",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","POW","409307","Wilko Replacement Blade for Wilko Mower 341489","Wilko","51cm×14cm×8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","POW","409308","Wilko Mower Replacement Blade","Wilko","51cm×14cm×8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","POW","409309","Wilko Replacement Blade for Wilko Mower 406171","Wilko","51cm×14cm×8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","ROO","135504","IKOPro High Performance Roof Felt Adhesive 2.5L","IKO","2.5L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"GAR","ROO","135507","IKOpro Bitumen Paint Universal Black 2.5L","IKO","2.5L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","ROO","135511","IKO Shed Felt Green Slate 8mx1m","IKO","1mx8m",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","ROO","135699","IKOpro Roof Repair Compound Universal Black 2.5kg","IKO","2.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","ROO","243441","IKOpro Flat Roof Renovator Universal 2.5L","IKO","2.5L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","ROO","243448","IKOpro Rapid Repair Spray 500ml","IKO","500ml",NA,"1",NA,NA,NA,NA,NA,"0.15m²",NA,0.941666666666667
"GAR","ROO","243450","IKOpro Waterseal High Performance 2.5L","IKO","2.5L",NA,NA,NA,NA,NA,NA,NA,"4m²",NA,0.883333333333333
"GAR","ROO","257196","IKO Waterproofing Super Shed Felt 8m x 1m","IKO","1mx8m",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"GAR","ROO","448682","IKO Super Shed Felt Black 8m","IKO","8m",NA,"1",NA,NA,NA,NA,NA,"8m2",NA,0.891666666666667
"GAR","SUN","338561","Decking Weed Brush Heavy Duty Wood","Charles Bentley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667
"GAR","SUN","416263","Forest Garden Lap Fence Panel 6ft x 3ft Pk of 3","Forest Garden","91 x 183 x 4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416267","Forest Garden Lap Fence Panel 6ft x 4ft Pk of 3","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416271","Forest Garden Lap Fence Panel 6ft x 5ft Pk of 3","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416275","Forest Garden Lap Fence Panel 6ft x 6ft Pk of 3","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416289","Forest Garden Hamburg Screen Panel 1.8m Pk of 6","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416290","Forest Garden Prague Fence Panel 1.8m Pk of 3","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416298","Forest Garden Close Board Fence Panel 3ft Pk of 3","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416302","Forest Garden Close Board Fence Panel 4ft Pk of 3","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416306","Forest Garden Close Board Fence Panel 5ft Pk of 3","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416310","Forest Garden Close Board Fence Panel 6ft Pk of 3","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416320","Forest Garden Pale Fence Panel Pk of 5","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416321","Forest Garden Pale Fence Panel Pk of 6","Forest Garden","H122 x W183 x D4cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416326","Forest Garden Fence Post 75mm x 75mm x 2.4m (8ft)Pk of 4","Forest Garden","H122 x W183 x D7.5cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416328","Forest Garden Fence Post 75mm x 75mm x 2.4m (8ft)Pk of 6","Forest Garden","H122 x W183 x D7.5cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","416329","Forest Garden Fence Post 75mm x 75mm x 2.4m (8ft)Pk of 7","Forest Garden","H122 x W183 x D7.5cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,1
"GAR","SUN","436459","Forest Garden Lap Fence Panel 6ft x 3ft Pk of 10","Forest Garden","4.8cm x 91.7cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436461","Forest Garden Lap Fence Panel 6ft x 3ft Pk of 7","Forest Garden","4.8cm x 91.7cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436464","Forest Garden Lap Fence Panel 6ft x 4ft Pk of 7","Forest Garden","4.8cm x 122.2cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436467","Forest Garden Lap Fence Panel 6ft x 5ft Pk of 10","Forest Garden","4.8cm x 152.7cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436469","Forest Garden Lap Fence Panel 6ft x 5ft Pk of 7","Forest Garden","4.8cm x 152.7cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436472","Forest Garden Close Board Fence Panel 3ft Pk of 10","Forest Garden","4.8cm x 182.8cm x 91.7cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436473","Forest Garden Close Board Fence Panel 3ft Pk of 7","Forest Garden","4.8cm x 182.8cm x 91.7cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436476","Forest Garden Close Board Fence Panel 4ft Pk of 10","Forest Garden","4.8cm x 182.8cm x 91.7cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436477","Forest Garden Close Board Fence Panel 4ft Pk of 7","Forest Garden","4.8cm x 182.8cm x 91.7cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436480","Forest Green Close Board Fence Panel 5ft Pack of10","Forest Garden","4.8cm x 182.8cm x 91.7cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"GAR","SUN","436481","Forest Garden Close Board Fence Panel 6ft Pk of 7","Forest Garden","4.8cm x 182.8cm x 91.7cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436490","Forest Garden Wooden Cambridge Planter 1.5m x 50cm","Forest Garden","8.9cm x 9.8cm x 1.5cm",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436492","Forest Garden Caledonian Corner Planter 1.3m","Forest Garden","19.3cm x 0.3cm x 1.3cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436493","Forest Garden Caledonian Tiered Raised Bed","Forest Garden","0.9cm x 0.9cm x 0.6cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436494","Forest Garden Deep Root Planter 1.8m","Forest Garden","0.2cm x 79.8cm x 1.8cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436505","Forest Garden Raised Log Garden Planter","Forest Garden","6.7cm x 0.1cm x 0.4cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436506","Forest Garden Rectangular Sleeper Raised Bed","Forest Garden","0.3cm x 0.4cm x 1.2cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436510","Forest Garden Victorian Wall Green House","Forest Garden","H 198.2cm x W 146.7cm x D 74.0cm",NA,NA,"Softwood","Yes",NA,NA,NA,NA,NA,1
"GAR","SUN","436514","Forest Garden Bi-Fold Roof Bin Store","Forest Garden","92cm x 146cm x 121.5cm",NA,NA,"Softwood","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","436517","Forest Garden Pinnacle Log Store","Forest Garden","64.8cm x 149.4cm x 149.4cm",NA,NA,"Softwood","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","436523","Forest Garden Lap Fence Panel 6ft x 4ft Pk of 10","Forest Garden","4.8cm x 122.2cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436525","Forest Garden Lap Fence Panel 6ft x 6ft Pk of 7","Forest Garden","4.4cm x 182.8cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436528","Forest Garden Lap Fence Panel 6ft x 6ft Pk of 10","Forest Garden","4.4cm x 182.8cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436530","Forest Garden Close Board Fence Panel 6ft Pk of 7","Forest Garden","5cm x 182.8cm x 182.8cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"GAR","SUN","436550","Forest Garden Overlap Garden Wall Store","Forest Garden","149.4cm x 111.8cm x 64.9cm",NA,NA,"Softwood","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","436551","Forest Garden Storage Garden Chest","Forest Garden","93.9cm x 126cm x 93.9cm",NA,NA,"Softwood","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","436552","Forest Garden Overlap Garden Tool Chest","Forest Garden","93.4cm x 126cm x 85.8cm",NA,NA,"Softwood","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","436554","Forest Garden Pressure Treated Maxi Garden WallStore","Forest Garden","184cm x 15.4cm x 8.5cm",NA,NA,"Softwood","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","436556","Forest Garden Tall Garden Store","Forest Garden","20.4cm x 9.3cm x 5.8cm",NA,NA,"Softwood","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","436783","Forest Garden Overlap Garden Shed 4 x 3","Forest Garden","4 x 3",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436784","Forest Garden Overlap Apex Garden Shed 5 x 3","Forest Garden","5 x 3",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436785","Forest Garden Overlap Apex Garden Shed 3 x 5","Forest Garden","3 x 5",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436786","Forest Garden Overlap Apex Garden Shed 6 x 4","Forest Garden","6 x 4",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436787","Forest Garden Overlap Windowless Garden Shed 6 x 4","Forest Garden","6 x 4",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436788","Forest Garden Reverse Overlap Garden Shed 6 x 4","Forest Garden","6 x 4",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436789","Forest Garden Essential Overlap Garden Shed 5 x 7","Forest Garden","5 x 7",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436790","Forest Garden Overlap Pent Garden Shed 7 x 5","Forest Garden","7 x 5",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436791","Forest Garden Essential Overlap Garden 6 x 8","Forest Garden","6 x 8",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436792","Forest Garden Essential Overlap Garden Shed 6 x 8","Forest Garden","6 x 8",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436793","Forest Garden Overlap Pent Garden Shed 8 x 6","Forest Garden","8 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436794","Forest Garden Double Door Overlap Garden Shed8 x 6","Forest Garden","8 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436795","Forest Garden Reverse Apex Garden Shed 8 x 6","Forest Garden","8 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436796","Forest Garden Overlap Pent Garden Shed 10 x 6","Forest Garden","10 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436797","Forest Garden Double Door Overlap Garden Shed10 x 6","Forest Garden","10 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436798","Forest Garden Overlap Apex Garden Workshop 10 x 8","Forest Garden","10 x 8",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436799","Forest Garden Overlap Apex Garden Workshop 12 x 8","Forest Garden","12 x 8",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436800","Forest Garden Overlap Pent Garden Wall Shed","Forest Garden","203.3cm x 106.7cm x 180.8cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436801","Forest Garden Overlap Apex Garden Shed 6 x 4","Forest Garden","6 x 4",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436802","Forest Garden Overlap Garden Shed with Lean To6 x 4","Forest Garden","6 x 4",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436803","Forest Garden Overlap Pent Garden Shed 7 x 5","Forest Garden","7 x 5",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436804","Forest Garden Double Door Apex Garden Shed 7 x 5","Forest Garden","7 x 5",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436805","Forest Garden Double Door Overlap Apex GardenShed 7 x 7","Forest Garden","7 x 7",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436806","Forest Garden Overlap Apex Garden Shed 8 x 6","Forest Garden","8 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436807","Forest Garden Overlap Apex Windowless Garden Shed8 x 6","Forest Garden","8 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436808","Forest Garden Onduline Overlap Garden Apex Shed6 x 8","Forest Garden","6 x 8",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436809","Forest Garden Overlap Garden Workshop 10 x 8","Forest Garden","10 x 8",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436810","Forest Garden Overlap Garden Workshop 12 x 8","Forest Garden","12 x 8",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436811","Forest Garden Shiplap Apex Garden Shed 4 x 6","Forest Garden","4 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436812","Forest Garden Shiplap Pent Garden Shed 7 x 5","Forest Garden","7 x 5",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436813","Forest Garden Shiplap Apex Garden Shed 8 x 6","Forest Garden","8 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436816","Forest Garden Shedbase 6x4","Forest Garden","38cm x 179cm x 38cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436817","Forest Garden Shedbase 7x5","Forest Garden","38cm x 203.8cm x 38cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436818","Forest Garden Shedbase 7x7","Forest Garden","38cm x 203.8cm x 202.9cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436819","Forest Garden Shedbase 8x6","Forest Garden","38cm x 225cm x 38cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","436820","Forest Garden Maxi Wall Store","Forest Garden","154.1cm x 84cmm x 183.6cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436821","Forest Garden Overlap Garden Bike Store 2m","Forest Garden","161.3cm x 212.5cm x 161.3cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436822","Forest Garden Overlap Garden Mower Store","Forest Garden","146.6cm x 143.1cm x 146.6cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","436823","Forest Garden Overlap Pent Tool Store","Forest Garden","184.6cm x 111.8cm x 184.6cm",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.883333333333333
"GAR","SUN","407851","Greenhurst Trellis Planter With Solar LightVerdigris","Gablemere","Planter Depth: 31.5","Green",NA,NA,"No",NA,NA,NA,NA,NA,0.95
"GAR","SUN","407852","Greenhurst Trellis Planter with Solar Lighs BronzeEffect","Gablemere","Planter Depth: 31.5","Metal",NA,NA,"No",NA,NA,NA,NA,NA,0.95
"GAR","SUN","407861","Solar Gutter Lights Black Set of 2","Gablemere","18 x 13 x 13","Black","2",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"GAR","SUN","435318","Kelkay Cotswold Stone Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435319","Kelkay Blue Slate Chippings Bulk Bag 40mm","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435320","Kelkay Plum Slate Chippings 40m Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435321","Kelkay Tweed Pebble 20mm Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435325","Kelkay Blue Slate Chippings Bulk Bag 20mm","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435326","Kelkay Crimson & Cream Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435328","Kelkay Cheshire Pink Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435329","Kelkay Red Stone Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435330","Kelkay Yorkshire Cream Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435332","Kelkay Shadow Mist Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435334","Kelkay Autumn Gold Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","435337","Kelkay Green Slate Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"GAR","SUN","413542","Palram Skylight Amber Shed 6 x 3","Palram","6 x 3","Brown",NA,NA,"Yes",NA,NA,NA,NA,NA,1
"GAR","SUN","413543","Palram Skylight Amber Garden Shed 4 x 6","Palram","186L x 125W x 201.5H","Brown",NA,NA,"Yes",NA,NA,NA,NA,NA,1
"GAR","SUN","413544","Palram Skylight Amber Shed 6 x 5","Palram","6 x 5","Brown",NA,NA,"Yes",NA,NA,NA,NA,NA,1
"GAR","SUN","413545","Palram Skylight Amber Shed 6 x 8","Palram","6 x 8","Brown",NA,NA,"Yes",NA,NA,NA,NA,NA,1
"GAR","SUN","413546","Palram Skylight Amber Shed 6 x 10","Palram","6 x 10","Brown",NA,NA,"Yes",NA,NA,NA,NA,NA,1
"GAR","SUN","435709","Palram Skylight Shed Anthracite 6 x 3","Palram","6 x 3",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","435710","Palram Skylight Shed Anthracite 4 x 6","Palram","4 x 6",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","435711","Palram Skylight Shed Anthracite 6 x 5","Palram","6 x 5",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","435712","Palram Skylight Shed Anthracite 6 x 8","Palram","6 x 8",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","435713","Palram Skylight Shed Anthracite 6 x 10","Palram","6 x 10",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,0.93
"GAR","SUN","407767","Rowlinson Greenvale Metal Pent Garden Shed 6 x 4","Rowlinson","6 x 4","Green",NA,"Steel","No",NA,NA,NA,NA,NA,1
"GAR","SUN","437723","Rowlinson Greenvale Metal Apex Garden Shed 6 x 5","Rowlinson","6 x 5",NA,NA,"Metal","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","437724","Rowlinson Greenvale Metal Apex Garden Shed 8 x 6","Rowlinson","8 x 6",NA,NA,"Metal","Yes",NA,NA,NA,NA,NA,0.941666666666667
"GAR","SUN","437725","Rowlinson Greenvale Metal Apex Garden Shed 10 x 8","Rowlinson","10 x 8",NA,NA,"Metal","Yes",NA,NA,NA,NA,NA,0.941666666666667
