"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Capacity","Age","DQ Score"
"TOI","MED","280480","Piriteze Allergy Tabs 12pk","Piriteze",NA,NA,"12pk",NA,NA,NA,0.9125
"TOI","MED","454674","Pirinase Hayfever Nasal Spray 60 Doses","Piriteze",NA,NA,"60",NA,NA,NA,0.8625
"TOI","MED","113276","Savlon Antiseptic Cream 30g","Savlon","30g",NA,"1",NA,NA,NA,1
"TOI","MED","209880","Tixylix Chesty Dry Toddler Cough Syrup 100ml","Tixylix","100ml",NA,NA,NA,NA,NA,0.9125
"TOI","MED","332838","Tums Jar Tabs 75pk","Tums",NA,NA,"75pk","No",NA,NA,0.65
"TOI","MED","230482","Voltarol Pain-eze Emulgel 30g","Voltarol","30g",NA,"1",NA,NA,NA,1
"TOI","MED","403128","Voltarol Paineze Emulgel 50g","Voltarol",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MED","224733","Zovirax Cold Sore Cream 2g","Zovirax","2g",NA,NA,NA,NA,NA,0.9125
"TOI","SMO","453187","Nicotinell Mint Chewing Gum 2mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453188","Nicotinell Fruit Chewing Gum 2mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453189","Nicotinell Fruit Chewing Gum 4mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453191","Nicotinell Mint Lozenges 2mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453196","Nicotinell Mint Lozenge 1mg 96pk","Nicotinell",NA,NA,NA,NA,NA,NA,1
"TOI","SMO","454803","Nicotinell Mint Chewing Gum 4mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,1
