"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"HOM","FUR","440355","Monza Lamp Table Oak Effect","Monza","60cm x 40cm x 45cm","Wood",NA,NA,"Yes",0.941666666666667
"HOM","FUR","440356","Monza Nest of 2 Tables Oak Effect","Monza",NA,"Wood",NA,NA,"Yes",0.883333333333333
"HOM","FUR","440448","Moran Girls Bed 3ft Pink","Moran",NA,NA,NA,NA,NA,1
"HOM","FUR","440364","Paulo 1 Drawer Bookcase Pine","Paulo","87cm x 28.5cm x 120cm",NA,"1",NA,"Yes",0.86875
"HOM","FUR","440365","Paulo 2 door 2 Drawer Sideboard Pine","Paulo","1020 x 465 x 830",NA,NA,"Wood","Yes",0.941666666666667
"HOM","FUR","440366","Paulo Coffee Table Pine","Paulo","100cm x 60cm x 45.5cm",NA,NA,NA,"Yes",0.883333333333333
"HOM","FUR","440368","Paulo TV Unit Pine","Paulo","107cm x 44.5cm x 52cm",NA,NA,NA,"Yes",0.883333333333333
"HOM","FUR","440369","Paulo Lamp Table Pine","Paulo","56cm x 56cm x 54cm",NA,NA,NA,"Yes",0.883333333333333
"HOM","FUR","440370","Paulo Nest of 2 Tables Pine","Paulo","table 1 66x43.5x54cm / table 2, 45x36x41.5cm",NA,NA,"Wood","Yes",0.941666666666667
"HOM","FUR","440449","Rennie Boys Bed 3ft Blue","Rennie",NA,NA,NA,NA,NA,1
"HOM","FUR","440471","Regal Cheval Mirror Antique Pine","Seconique","59 x 51.5 x 150cm",NA,"1",NA,NA,0.88
"HOM","FUR","440472","Regal Cheval Mirror White","Seconique","59 x 51.5 x 150cm",NA,"1",NA,NA,0.88
"HOM","FUR","440473","Regal Dressing Table Mirror White","Seconique","48 x 12 x 57cm",NA,"1",NA,NA,0.88
"HOM","FUR","440450","Turin Day Bed 3ft Black","Turin",NA,NA,NA,NA,NA,1
"HOM","FUR","440451","Turin Day Bed 3ft Cream","Turin",NA,NA,NA,NA,NA,1
"HOM","FUR","440467","Ville High End Single Bed Frame Antique Pine","Ville",NA,NA,NA,NA,NA,1
"HOM","FUR","440468","Ville High End Single Bed Frame White","Ville",NA,NA,NA,NA,NA,1
"HOM","FUR","440469","Ville High End Double Bed Frame White","Ville",NA,NA,NA,NA,NA,1
"HOM","FUR","440470","Ville High End Double Bed Frame Antique Pine","Ville",NA,NA,NA,NA,NA,1
"HOM","FUR","440345","Caxton Computer Desk Oak Effect","Wilko","100cm x 45cm x 75cm","Wood",NA,NA,"Yes",0.891666666666667
