"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Power","Capacity","DQ Score"
"TOI","DEN","307785","Oral- B Toothpaste Pro Expert Professional ProtectClean Mint 75ml","Oral B","75ml","Multi","1","No",NA,NA,0.6
"TOI","DEN","307788","Oral-B Toothpaste Pro-Expert Sensitive  and GentleWhitening Mint 75ml","Oral B","75ml","Multi","1","No",NA,NA,0.6
"TOI","DEN","321615","Oral-B  Electric Toothbrush PRO600 Cross Action","Oral B","One Size",NA,NA,"No",NA,NA,0.6
"TOI","DEN","338368","Oral-B  Electric Toothbrush PRO600 White and Clean","Oral B",NA,NA,"1","No","Mains, Battery",NA,0.6
"TOI","DEN","339396","Oral-B Mouthwash Pro Expert ProfessionalProtection 500ml","Oral B","500ml","Multi","1","No",NA,NA,0.6
"TOI","DEN","341097","Oral-B Toothbrush Classic Care Medium40 2pk","Oral B",NA,NA,NA,"No",NA,NA,0.6
"TOI","DEN","352447","Oral-B Toothbrush 123 Indicator Medium 35 1pk","Oral B",NA,"Multi","1","No",NA,NA,0.6
"TOI","DEN","402813","Oral-B Pro 2000  Electric Toothbrush 3D Action","Oral B",NA,NA,"1","No",NA,NA,0.6
"TOI","DEN","418262","Oral-B Replacement Brush Heads CrossAction 4pk","Oral B",NA,NA,"4","No",NA,NA,0.6
"TOI","DEN","418263","Oral-B Replacement Brush Heads Cross Action 2pk","Oral B",NA,NA,"2pk","No",NA,NA,0.6
"TOI","DEN","437532","Oral- B  Toothpaste 3D White Luxe Perfection 75ml","Oral B","75ml",NA,"1","No",NA,NA,0.6
"TOI","DEN","437533","Oral- B 3D White Brilliance 40 Medium 1pk","Oral B",NA,NA,"1","No",NA,NA,0.6
"TOI","DEN","437534","Oral- B Mouthwash 3DW Luxe Rinse 500ml","Oral B","500ml",NA,"1","No",NA,NA,0.6
"TOI","DEN","437537","Oral- B Kids Toothpaste Frozen Stages 75ml","Oral B","75ml",NA,"1","No",NA,NA,0.55
"TOI","DEN","437538","Oral-B Kids Toothbrush Manual Frozen 1pk","Oral B",NA,NA,"1","No",NA,NA,0.6
"TOI","DEN","447284","Oral B Power Handle ToothbrushPro 650 Cross Action","Oral B",NA,NA,NA,NA,NA,NA,0.716666666666667
"TOI","DEN","447670","Oral-B Kids Toothbrush Frozen Battery Operated","Oral B",NA,NA,"1","No",NA,NA,0.6
"TOI","DEN","456354","Oral B 3D White Arctic Fresh Toothpaste 75ml","Oral B",NA,NA,"1","No",NA,"75ml",0.65
"TOI","DEN","456355","Oral B 3D White Vitalising Fresh Toothpaste 75ml","Oral B",NA,NA,"1","No",NA,"75ml",0.65
"TOI","DEN","456356","Oral B 3D White Luxe Glam White Toothpaste 75ml","Oral B",NA,NA,"1","No",NA,"75ml",0.65
"TOI","DEN","456717","Oral B Anti Plaque Toothbrush Medium 40","Oral B",NA,NA,"1","No",NA,NA,0.65
"TOI","ELE","352591","Braun Mobile Shave Shaver M60B","Braun",NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","FAC","100782","Olay Beauty Fluid 100ml","Olay","100ml",NA,"1",NA,NA,NA,1
"TOI","FAC","100784","Olay Regular Fluid 200ml","Olay","200ml",NA,"1",NA,NA,NA,1
"TOI","FAC","125950","Olay Beauty Fluid Sensitive 200ml","Olay","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","142641","Olay Gentle Cleansers Conditioning Milk Normal/Dry/Sensitive Skin 200ml","Olay","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","146754","Olay Complete Care Day Fluid UV Normal/Oily SPF 15100ml","Olay","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","171438","Olay Daily Facials Refill Normal to Dry 30pk","Olay",NA,NA,"1",NA,NA,NA,0.9125
"TOI","FAC","204694","Olay Gentle Cleansers Face Wash 150ml","Olay","150ml",NA,"1",NA,NA,NA,1
"TOI","FAC","245099","Olay Everyday Cream Light Glow 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","248483","Olay Anti Wrinkle Firming Day Cream SPF 15 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","248484","Olay Anti Wrinkle Firm and Lift Night Cream 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","249622","Olay Complete Care Day Fluid UV Sensitive SPF15100ml","Olay","100ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","264905","Olay Gentle Cleanser Cleaning Wipes 20pk","Olay",NA,NA,"1",NA,NA,NA,0.9125
"TOI","FAC","276143","Olay Double action Day Cream 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","277500","Olay Double Action Night Cream Normal and Dry 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","277772","Olay Anti-Wrinkle Provital Day Cream Mature SkinSPF15 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","277774","Olay Anti Wrinkle Provital Night Cream MatureSkin 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","277777","Olay Complete Care Day Cream Normal and Dry SPF1550ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","277780","Olay Complete Care Enriched Night Cream Normaland Dry Skin 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","277818","Olay Double Action Day Cream Sensitive 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","278820","Olay Anti Wrinkle Instant Hydration Day Cream 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","281330","Olay Anti Wrinkle Instant Hydration Day Serum 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","309636","Olay Anti Wrinkle Firm and Lift 2in1 Day Creamand Serum 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","309642","Olay Gentle Cleansers Refreshing Toner 200ml","Olay","200ml",NA,"1",NA,NA,NA,1
"TOI","FAC","325863","Olay Total Effects 7in1 Anti-Ageing FragranceFree 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","325866","Olay Total Effects Night Cream 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","325985","Olay Complete BB cream Medium SPF15 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","329445","OLAY Total Effects 2in1 Serum 40ml","Olay","40ml",NA,NA,NA,NA,NA,0.9125
"TOI","FAC","351632","Olay Anti Wrinkle Daily Lotion 100ml","Olay","100ml",NA,"1",NA,NA,NA,1
"TOI","FAC","351633","Olay Essential Care Day Cream Sensitive 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","351634","Olay Complete Care BB Cream Medium 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","351636","Olay Total Effects Age Defying MoisturiserSPF15 50ml","Olay","50ml",NA,"1",NA,NA,NA,1
"TOI","FAC","427748","Olay Anti Wrinkle Firm and Lift Lotion 30ml","Olay",NA,NA,"1",NA,NA,NA,0.9125
"TOI","FAC","433559","Olay Total Effects Feather Weight Moisturiser 50ml","Olay","50ml",NA,NA,NA,NA,NA,0.8625
"TOI","FEM","125933","Gillette Simply Venus Disposable Razors 4pk","Gillette",NA,"Multi","4pk",NA,NA,NA,0.883333333333333
"TOI","FEM","176085","Gillette Venus Womens Razor","Gillette",NA,"Multi","1",NA,NA,NA,0.883333333333333
"TOI","FEM","176101","Gillette Venus Classic Women's Razor BladeRefills 4pk","Gillette","4 Pack","Multi","1",NA,NA,NA,0.941666666666667
"TOI","FEM","263524","Gillette Venus Spa Breeze Women's Razor BladeRefills 4pk","Gillette","4 Pack","Multi","1",NA,NA,NA,0.941666666666667
"TOI","FEM","263527","Gillette Venus Spa Breeze Women's Razor with BladeRefill And Shower Holder","Gillette",NA,"Multi","1",NA,NA,NA,0.883333333333333
"TOI","FEM","270061","Gillette Venus Oceana Womens Disposable Razors 3pk","Gillette",NA,"Multi","3pk",NA,NA,NA,0.883333333333333
"TOI","FEM","275282","Gillette Venus Embrace Women's Razor","Gillette",NA,"Multi","1",NA,NA,NA,0.883333333333333
"TOI","FEM","275283","Gillette Venus Embrace Womens Razor Blade Refils4pk","Gillette","4 Pack","Multi","1",NA,NA,NA,0.941666666666667
"TOI","FEM","288189","Gillette Simply Venus Women's Disposable Razors4pk","Gillette","4 Pack","Multi","1",NA,NA,NA,0.941666666666667
"TOI","FEM","288190","Gillette Satin Care Shaving Gel for Dry Skin200ml","Gillette","200ml","Multi","1",NA,NA,NA,0.941666666666667
"TOI","FEM","318562","Gillette Venus Embrace Sensitive Razor","Gillette",NA,"Multi","1",NA,NA,NA,0.883333333333333
"TOI","FEM","318565","Gillette Venus Embrace Sensitive Womens BladeRefills 4pk","Gillette",NA,"Multi","3",NA,NA,NA,0.883333333333333
"TOI","FEM","318567","Gillette Venus Embrace Sensitive WomensDisposable Razors 3pk","Gillette","3 Pack","Multi","1",NA,NA,NA,0.941666666666667
"TOI","FEM","334665","Gillette Venus & Olay Razor Blades 3pk","Gillette","3 Pack","Multi","1",NA,NA,NA,0.941666666666667
"TOI","FEM","334689","Gillette Venus & Olay Women's Razor AndShower Holder","Gillette",NA,"Multi","1",NA,NA,NA,0.883333333333333
"TOI","FEM","430633","Gillette Venus Swirl Razor","Gillette",NA,NA,"1",NA,NA,NA,0.825
"TOI","FEM","430635","Gillette Satin Care Shaving Gel Violet Swirl 200ml","Gillette",NA,NA,"1",NA,NA,NA,0.825
"TOI","FEM","95791","Gillette Shaving Gel Satin Care Sensitive Skin200ml","Gillette","200ml","Multi","1",NA,NA,NA,0.941666666666667
"TOI","FEM","412036","Gillette Venus Snap Womens Portable Razor","Venus",NA,NA,"1",NA,NA,NA,0.825
"TOI","FEM","430632","Gillette Venus Swirl Razor Blades 3pk","Venus",NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","MED","280489","Clearblue Pregnancy Test Digital 1 Test","Clearblue",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MED","302375","Clearblue Ovulation Digital 10pk","Clearblue",NA,NA,"7pk",NA,NA,NA,0.9125
"TOI","MED","342020","Clearblue Pregnancy Test Visual 1pk","Clearblue",NA,NA,"1",NA,NA,NA,0.9125
"TOI","MEN","147317","Gillette Mach 3 Men's Razor Blades 4pk","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","147318","Gillette Mach3 Men's Razor Blades 8 Refills","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","199624","Gillette Mach3 Turbo Mens Razor Blades 4pk","Gillette","4 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","210390","Gillette Mach3 Men's Razor","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","214467","Gillette Shaving Foam Sensitive Skin 200ml","Gillette","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","225958","Gillette Contour Plus Replacement Cartridges10pk","Gillette","10 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","247676","Gillette Fusion Mens Razor","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","247678","Gillette Fusion Hydra Gel Sensitive Skin 200ml","Gillette","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","247680","Gillette Fusion Mens Razor Blades 4pk","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","278842","Gillette Mach3 Disposable Razor 3pk","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","286209","Gillette Blue III Disposibles 4pk","Gillette",NA,"Multi","4",NA,NA,NA,0.85
"TOI","MEN","302123","Gillette Fusion Proglide Hydrating Shave Gel 200ml","Gillette","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","323304","Gillette Fusion Proglide Mens Razor Blades4pk","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","323307","Gillette Fusion Proglide Power Mens Razor Blades4pk","Gillette","4 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","332715","Gillette Sensor 3 Sensitive Mens DisposableRazors 4pk","Gillette","4 Pack","Multi","1",NA,NA,NA,0.9
"TOI","MEN","333108","Gillette Fusion Power Mens Razor Blades 4pk","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","MEN","33777","Gillette Shaving Foam Regular 200ml","Gillette","200ml","Multi","1",NA,NA,NA,0.941666666666667
"TOI","MEN","402966","Gillette Sensor 3 Disposable Razors 8pk","Gillette",NA,"Multi","8",NA,NA,NA,0.85
"TOI","MEN","412360","Gillette Fusion Proglide Sensitive Ocean BreezeShaving Gel 170ml","Gillette",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","412364","Gillette Fusion Proglide Sensitive Active SportShaving Gel 170ml","Gillette",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","413174","Gillette Fusion Proglide Razor with FlexBallTechnology","Gillette",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","413176","Gillette Fusion Proglide Power Razor withFlexBall Technology","Gillette",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","427806","Gillette Mach 3 Sensitive  Gel 200ml","Gillette",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","430638","Gillette Fushion Proshield Chill Blades 4pk","Gillette",NA,NA,NA,NA,NA,NA,0.75
"TOI","MEN","430639","Gillette Fusion Proshield Blades 4pk","Gillette",NA,NA,NA,NA,NA,NA,1
"TOI","MEN","430640","Gillette Fusion Proshield Manual Razor","Gillette",NA,NA,"1",NA,NA,NA,0.86
"TOI","MEN","430641","Gillette Fusion Proshield Manual Chill Razor","Gillette",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","431266","Gillette Blue 2 Disposable Razor 8pk","Gillette",NA,NA,"8pk",NA,NA,NA,0.8
"TOI","MEN","433592","Gillette Mach 3 Turbo Mens Razor","Gillette",NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","MEN","438806","Gillette Mach 3 Razor + 11 Blades","Gillette",NA,NA,NA,NA,NA,NA,0.75
"TOI","MEN","450094","Gillette Fusion Razor and 10 Blades","Gillette",NA,NA,"10",NA,NA,NA,0.8
"TOI","MEN","450095","Gillette Fusion Proshield Razor 3 Blades","Gillette",NA,NA,"3",NA,NA,NA,0.8
"TOI","MEN","451677","Gillette Blue II Disposable Razors 20pk","Gillette",NA,NA,"20",NA,NA,NA,0.8
"TOI","MEN","453461","Gillette ProShield Razor and 8 Blades","Gillette",NA,NA,"1",NA,NA,NA,0.8
"TOI","MEN","47690","Gillette Blue II Disposable Razor 5pk","Gillette",NA,"Multi","5pk",NA,NA,NA,0.883333333333333
"TOI","MEN","63196","Gillette Sensitive Skin Shave Gel 200ml","Gillette","195g","Multi","1",NA,NA,NA,0.941666666666667
"TOI","MEN","71935","Gillette Series Moisturizing Shaving Gel 200ml","Gillette","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","71936","Gillette Series Sensitive Skin Shaving Gel 200ml","Gillette","200ml","Multi","1",NA,NA,NA,0.9
"TOI","MEN","78871","Gillette Sensor Excel 5 Refill Blades","Gillette",NA,"Multi","1",NA,NA,NA,0.85
"TOI","SAN","125949","Always Maxi Long Plus 12pk","Always",NA,NA,"12",NA,NA,NA,0.75
"TOI","SAN","204646","Always Maxi Night 10pk","Always",NA,NA,"10pk",NA,NA,NA,0.8
"TOI","SAN","255191","Always Normal Breathable Panty Liners Normal 60pk","Always","Normal",NA,"60pk",NA,NA,NA,0.85
"TOI","SAN","273839","Always Dailies Liner Long Plus 44pk","Always",NA,NA,"44",NA,NA,NA,0.8
"TOI","SAN","279855","Always Liner Fresh Wrapped 20pk","Always",NA,NA,"20pk",NA,NA,NA,0.8
"TOI","SAN","287300","Always Ultra Duo Normal Plus/Long 26pk","Always",NA,NA,"1",NA,NA,NA,0.75
"TOI","SAN","287351","Always Ultra Duo Long Plus 22pk","Always",NA,NA,"22",NA,NA,NA,0.75
"TOI","SAN","287353","Always Ultra Duo Normal 30pk","Always",NA,NA,"30",NA,NA,NA,0.8
"TOI","SAN","332924","Always Dailies Pantyliners Normal 32pk","Always","Normal",NA,"32pk",NA,NA,NA,0.85
"TOI","SAN","332925","Always Dailies Pantyliners Long Plus 24pk","Always","Long Plus",NA,"24pk",NA,NA,NA,0.85
"TOI","SAN","332933","Always Dailies Pantyliners Discreet Incredibly Thin 30pk","Always",NA,NA,"30pk",NA,NA,NA,0.8
"TOI","SAN","332935","Always Dailies Pantyliners Discreet Normal 24pk","Always","Normal",NA,"24pk",NA,NA,NA,0.85
"TOI","SAN","352822","Always Discreet Liners Plus 20pk","Always",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SAN","352824","Always Discreet Normal 12pk","Always",NA,NA,"12",NA,NA,NA,0.9125
"TOI","SAN","352826","Always Discreet Long 10pk","Always",NA,NA,"10",NA,NA,NA,0.9125
"TOI","SAN","352831","Always Discreet Pants Med 12pk","Always",NA,NA,"12",NA,NA,NA,0.9125
"TOI","SAN","352832","Always Discreet Pants Large 10pk","Always",NA,NA,"10",NA,NA,NA,0.9125
"TOI","SAN","416093","Always Sensitive Normal Pads 16pk","Always",NA,NA,"16",NA,NA,NA,0.8
"TOI","SAN","416104","Always Sensitive Normal Plus Pads 14pk","Always",NA,NA,"14",NA,NA,NA,0.8
"TOI","SAN","416532","Always Ultra Duo Pads Night 20pk","Always",NA,NA,"20",NA,NA,NA,0.8
"TOI","SAN","430186","Always Dailies Pantyliner Large","Always",NA,NA,"52",NA,NA,NA,0.8
"TOI","SAN","432901","Always Ultra Mainline Single Night","Always",NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432902","Always Ultra Single Long Plus","Always",NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432903","Always Ultra Single Normal","Always",NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432904","Always Ultra Single Normal Plus","Always",NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","441181","Always Discreet Long Plus Pads 8pk","Always",NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","441182","Always Ultra Single Secure Night 9pk","Always",NA,NA,NA,"No",NA,NA,0.65
"TOI","SAN","255194","Tampax Compak Super Plus Applicator Tampons 20pk","Tampax",NA,NA,"20pk",NA,NA,NA,0.9125
"TOI","SAN","255195","Tampax Compak Super Tampons 20pk","Tampax",NA,NA,"20pk",NA,NA,NA,0.9125
"TOI","SAN","255196","Tampax Compak Regular Applicator Tampons 20pk","Tampax",NA,NA,"20",NA,NA,NA,0.9125
"TOI","SAN","263698","Tampax Super Plus 20pk","Tampax","Super Plus",NA,"20pk",NA,NA,NA,1
"TOI","SAN","263699","Tampax Super 20pk","Tampax",NA,NA,"20",NA,NA,NA,0.9125
"TOI","SAN","263700","Tampax Regular 20pk","Tampax","Regular",NA,"20pk",NA,NA,NA,1
"TOI","SAN","279036","Tampax Pearl Regular 20pk","Tampax",NA,NA,"20pk",NA,NA,NA,0.9125
"TOI","SAN","279037","Tampax Pearl Super 18pk","Tampax",NA,NA,"18pk",NA,NA,NA,0.9125
"TOI","SAN","417533","Tampax Compak Pearl Super Plus 18pk","Tampax",NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","417534","Tampax Compak Pearl Super 18pk","Tampax",NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","417535","Tampax Compak Pearl Regular 18pk","Tampax",NA,NA,NA,NA,NA,NA,0.825
"TOI","SHC","186569","Aussie 3 Minute Miracle Reconstructor for DamagedHair 250ml","Aussie","250ml",NA,"1",NA,NA,NA,1
"TOI","SHC","193826","Aussie Miracle Moist Shampoo 300ml","Aussie","300ml",NA,NA,NA,NA,NA,0.9125
"TOI","SHC","193827","Aussie Conditioner Miracle Moist for Dry DamagedHair 250ml","Aussie","250ml",NA,"1",NA,NA,NA,1
"TOI","SHC","261939","Aussie Colour Mate Shampoo 300ml","Aussie","300ml",NA,"1",NA,NA,NA,1
"TOI","SHC","261940","Aussie Colour Mate Conditioner 250ml","Aussie","250ml",NA,"1",NA,NA,NA,1
"TOI","SHC","278422","Aussie Shampoo Miracle Shine For Dull TiredHair 300ml","Aussie","300ml",NA,NA,NA,NA,NA,0.9125
"TOI","SHC","278444","Aussie Conditioner Mircale Shine For Dull TiredHair 250ml","Aussie","250ml",NA,"1",NA,NA,NA,1
"TOI","SHC","307794","Aussie Mega Conditioner for Everyday Cleaning250ml","Aussie","250ml",NA,NA,NA,NA,NA,0.9125
"TOI","SHC","307795","Aussie Mega Shampoo 300ml","Aussie","300ml",NA,"1",NA,NA,NA,1
"TOI","SHC","351653","Aussie Miracle Dry Shampoo Colour Mate forColoured Hair 180ml","Aussie","180ml",NA,"1",NA,NA,NA,1
"TOI","SHC","452980","Aussie Repair Miracle Conditioner 250ml","Aussie",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","452983","Aussie Repair Miracle Shampoo 300ml","Aussie",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","452986","Aussie 3 Minute Miracle Shine Deep Treatment 250ml","Aussie","250ml",NA,"1",NA,NA,NA,1
"TOI","SHC","452987","Aussie 3 Minute Miracle Moisture Deep Treatment250ml","Aussie",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","136496","Head & Shoulders Classic Clean Shampoo andConditioner 225ml","Head & Shoulders","200ml",NA,"1",NA,NA,NA,1
"TOI","SHC","236476","Head & Shoulders Classic Clean Anti-DandruffShampoo 500ml","Head & Shoulders","500ml",NA,"1",NA,NA,NA,1
"TOI","SHC","242481","Head & Shoulders Citrus Fresh Anti-DandruffShampoo 250ml","Head & Shoulders","250ml",NA,"1",NA,NA,NA,1
"TOI","SHC","242518","Head & Shoulders Classic Clean Shampoo andConditioner 450ml","Head & Shoulders","400ml",NA,NA,NA,NA,NA,0.9125
"TOI","SHC","265023","Head & Shoulders Citrus Fresh Anti-DandruffShampoo 500ml","Head & Shoulders","400ml",NA,NA,NA,NA,NA,0.9125
"TOI","SHC","265024","Head & Shoulders Anti-Dandruff Shampoo Smooth AndSilky 500ml","Head & Shoulders","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","274039","Head & Shoulders Anti Dandruff ShampooItchy Scalp 250ml","Head & Shoulders","200ml",NA,"1",NA,NA,NA,1
"TOI","SHC","307832","Head And Shoulders Anti Dandruff ConditionerSmooth And Silky 400ml","Head & Shoulders","400ml",NA,"1",NA,NA,NA,0.95
"TOI","SHC","322631","Head and Shoulders Anti-Dandruff Shampoo Apple Fresh 500ml","Head & Shoulders","500ml",NA,"1",NA,NA,NA,0.95
"TOI","SHC","324070","Head & Shoulders Itchy Scalp Anti-DandruffShampoo 500ml","Head & Shoulders",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","324072","Head & Shoulders Anti-Dandruff Shampoo AppleFresh 250ml","Head & Shoulders","250ml",NA,"1",NA,NA,NA,1
"TOI","SHC","329356","Head & Shoulders Citrus Fresh 2in1 Shampoo andConditioner 450ml","Head & Shoulders","450ml",NA,"1",NA,NA,NA,1
"TOI","SHC","351686","Head & Shoulders Anti Dandruff Shampoo MentholFresh 500ml","Head & Shoulders","500ml",NA,"1",NA,NA,NA,1
"TOI","SHC","452984","Head & Shoulders Thick and Strong Anti DandruffShampoo 500ml","Head & Shoulders",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","453223","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo and Conditioner 225ml","Head & Shoulders",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","453224","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo an Conditioner 450ml","Head & Shoulders",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","453225","Head & Shoulders Men Ultra Hair BoosterAnti Dandruff Shampoo 450ml","Head & Shoulders",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","454053","Head & Shoulders Thick and Strong Conditioner400ml","Head & Shoulders",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","94207","Head & Shoulders Classic Clean Anti-DandruffShampoo 250ml","Head & Shoulders","250ml",NA,"1",NA,NA,NA,1
"TOI","SHC","276575","Herbal Essences Dazzling Shine Conditioner 400ml","Herbal Essences","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","276576","Herbal Essences Hello Hydration Conditioner 400ml","Herbal Essences","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","276577","Herbal Essences Shampoo Dazzling Shine 400ml","Herbal Essences","400ml",NA,NA,NA,NA,NA,0.9125
"TOI","SHC","276578","Herbal Essences Shampoo Hello Hydration For DryHair 400ml","Herbal Essences","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","307836","Herbal Essences Shampoo Bee Strong For DamagedHair 400ml","Herbal Essences","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","307837","Herbal Essences Conditioner Bee Strong DamagedHair 400ml","Herbal Essences","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","351705","Herbal Essences Conditioner Ignite My Colour 400ml","Herbal Essences","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","351763","Herbal Essences Shampoo Ignite My Colour 400ml","Herbal Essences","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","407590","Herbal Essences Conditioner Naked RevitalisingShine 400ml","Herbal Essences",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","407591","Herbal Essences Shampoo Naked Revitalising Shine400ml","Herbal Essences",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SHC","236475","Pantene Smooth and Sleek Conditioner 360ml","Pantene","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","236481","Pantene Smooth and Sleek Shampoo for Dry FrizzyHair 400ml","Pantene","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","236482","Pantene Repair and Protect Conditioner 360ml","Pantene","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","236483","Pantene Repair and Protect Shampoo for DamagedHair 400ml","Pantene","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","239804","Pantene Pro-V Perfect Volume LightweightHairspray 300ml","Pantene","300ml","Multi","1",NA,NA,NA,1
"TOI","SHC","239805","Pantene Pro-V Extra Strong Hold Hairspray 300ml","Pantene","300ml","Multi","1",NA,NA,NA,1
"TOI","SHC","242479","Pantene Pro-V Ice Shine lightweight Hairspray300ml","Pantene","300ml","Multi","1",NA,NA,NA,1
"TOI","SHC","252028","Pantene 2 in 1 Shampoo and Conditioner Smooth andSleek for Dry and Frizzy Hair 400ml","Pantene","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","252029","Pantene Volume and Body Conditioner 360ml","Pantene","400ml",NA,NA,NA,NA,NA,0.9125
"TOI","SHC","252053","Pantene Pro-V Ultra Strong Hold Hairspray 300ml","Pantene","300ml","Multi","1",NA,NA,NA,1
"TOI","SHC","273854","Pantene Colour Protect Shampoo for Coloured Hair400ml","Pantene","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","281796","Pantene 2 in 1 Shampoo and Conditioner ClassicClean For Normal Hair 400ml","Pantene","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","281797","Pantene 2 in 1 Shampoo and Conditioner Volume andBody for Fine Hair 400ml","Pantene","400ml",NA,"1",NA,NA,NA,1
"TOI","SHC","302584","Pantene Colour Protect and Smooth Conditioner360ml","Pantene","360ml",NA,"1",NA,NA,NA,1
"TOI","SHC","449230","Pantene Foam Conditioner Repair Protect 180ml","Pantene",NA,NA,NA,NA,NA,NA,0.825
"TOI","SHC","449249","Pantene 2in1 Classic Clean 250ml","Pantene",NA,NA,NA,NA,NA,NA,0.825
