"Article","Web Description","DQ Score"
"218366","Energizer Cell Lithium Battery CR2016 3V 2pk",1
"218367","Energizer Cell Lithium Battery CR2025 3V 2pk",1
"218368","Energizer Cell Lithium Battery CR2032 3V 2pk",1
"277654","Energizer NiHM Rechargeable Batteries D 2500mAh1.2V 2pk",1
"277655","Energizer NiMH Rechargeable Batteries C 2500mAh1.2V 2pk",1
"277656","Energizer NiMH Rechargeable Batteries AAA 700mAh1.2V 4pk",1
"277657","Energizer NiMH Rechargable Batteries AAA 500mAh1.2V 4pk",1
"277658","Energizer NiMH Rechargable Batteries AA 2300mAh1.2V 4pk",1
"277659","Energizer NiMH Rechargeable Batteries AA 2000mAH1.2V 4pk",1
"277660","Energizer Battery NiMH Rechargeable AA 1300mAh1.2V 4pk",1
"281784","Energizer Hearing Aid Batteries PR41 312 1.4V 8pk",1
"281785","Energizer Hearing Aid Batteries 13 1.4V 8pk",1
"298407","Energizer Battery Charger 2000mAh with BatteriesAA 1.5V 4pk",1
"5190940","Eveready Silver Zinc Battery PP9 9V Single",1
"32975","Imperial Leather Original Talcum Powder 300g",1
"278680","Nivea Creme Soft Care Soap 2 x 100g",1
"224601","Original Source  Lime Shower 250ml",1
"189975","Palmolive Naturals Nourishing With Milk and HoneyHand Wash 300ml",1
"207708","Palmolive Hand Wash Aquarium",1
"207711","Palmolive Shower Gel Milk Honey 250ml",1
"315936","Palmolive Shower Gel Coconut 250ml",1
"449844","Palmolive Body Butter Shower Cream 250mlMint Shake",1
"228459","Radox Feel Good Fragrance Muscle Soak Bath Soak500ml",1
"228463","Radox Feel Good Fragrance Relax Bath Soak 500ml",1
"232263","Radox Feel Awake for Men 2in1 Shower Gel 250ml",1
"232267","Radox Feel Pampered Shower Cream 250ml",1
"321208","Radox Bath Therapy Nourish Shea Butter and Ginger500ml",1
"332701","Radox Feel Good Fragrance Muscle Therapy Bath Soak500ml",1
"332706","Radox Feel Energised Shower Gel 250ml",1
"276689","Sanex Shower Gel Dermo Sensitive 500ml",1
"443328","Sanex Dermo Moisturising Bath Foam 500mlNormal to Dry Skin",1
"47387","Simple Pure Soap for Sensitive Skin 2 x 125g",1
"143635","Wilko Extra Life Alkaline Batteries D 1.5V 2pk",1
"143636","Wilko Extra Life Alkaline Batteries C 1.5V 2pk",1
"143639","Wilko Extra Life Alkaline Batteries AA 1.5V 4pk",1
"151595","Wilko Telescopic Shower Curtain Pole White122-218cm",1
"161632","Wilko Bathroom Waste Bin Stainless Steel 3L",1
"178596","Wilko Extra Life Alkaline Batteries AA LR6 1.5V8pk",1
"188343","Wilko Extra Life Alkaline Batteries AAA 1.5V 8pk",1
"188756","Wilko Stainless Steel Shower Hose 150cm",1
"188788","Wilko Pedestal and Bath Mat Set Cream",1
"194332","Wilko Over the Door Hooks Chrome Plated",1
"194765","Wilko Toilet Roll Holder Chrome Plated",1
"194816","Wilko Telescopic Shower Curtain Rod Silver EffectExtends to 260cm",1
"212344","Wilko Pedestal and Bath Mat Set White",1
"224930","Wilko Pedestal and Bath Mat Set Aqua Blue",1
"224957","Wilko Pedestal and Bath Mat Set Beige",1
"225126","Wilko Clear Jewel Toilet Brush Holder ChromeEffect",1
"225128","Wilko Shower Hose 200cm",1
"238817","Wilko Light Pull White Ceramic with Chrome Trim",1
"249006","Wilko Bathroom Corner Shelf Chrome Plated",1
"249013","Wilko Toilet Roll Tower Chrome Plated",1
"249482","Wilko Robe Hook White Victoria Range",1
"249483","Wilko Glass Tumbler Victoria Range",1
"249529","Wilko Towel Bar White Victoria Range",1
"249530","Wilko Toilet Roll Holder Victoria Range",1
"249531","Wilko Towel Ring Victoria Range",1
"271434","Wilko Under Basin Storage Unit Chrome Plated",1
"272455","Wilko Toilet Brush Holder Stainless Steel",1
"272464","Wilko Bathroom Corner Unit 2 Tier Chrome Plated",1
"272536","Wilko Self Adhesive Mirror Tiles 30 x 30cm 4pk",1
"272537","Wilko Rectangular Mirror 25 x 35cm",1
"273104","Wilko Modular Rail for Showers Polished Aluminium",1
"273186","Wilko Natural Woven Rectangular Laundry BasketLarge",1
"296708","Wilko Hand Wash Original Antibacterial 500ml",1
"296709","Wilko Hand Wash Antibacterial 500ml",1
"296710","Wilko Hand Wash Nourishing Antibacterial  500ml",1
"298357","Wilko Free Standing Mirror Chrome andCrystal Effect",1
"298519","Wilko Ceramic Soap Dispenser White",1
"298521","Wilko Ceramic Tumbler White",1
"298522","Wilko Ceramic Soap Dish White",1
"298523","Wilko Toilet Brush with Chrome Handle White",1
"310230","Wilko Shower Curtain Naturals Stripe",1
"310276","Wilko Transparent Pebble Bath Mat",1
"310280","Wilko Bath Mat Non Slip Rubber White",1
"310281","Wilko Bath Mat Non Slip Rubber Cream",1
"310282","Wilko Bath Mat Non Slip Rubber Blue",1
"310371","Wilko Soap Dish White",1
"310372","Wilko Bathroom Tumbler White",1
"310384","Wilko Shower Squeegee White and Teal",1
"310481","Wilko Shower Head Contour 4 Function",1
"310508","Wilko Towel Rail Macau Collection Chrome Effect",1
"310520","Wilko Soap Dish Sandstone Effect",1
"310521","Wilko Tumbler Sandstone Effect",1
"310522","Wilko Soap Dispenser Sandstone Effect",1
"310529","Wilko Robe Hook Paris Collection",1
"310530","Wilko Glass and Holder Paris Collection",1
"310531","Wilko Towel Ring Paris Collection",1
"310533","Wilko Glass Shelf Paris Collection",1
"310538","Wilko Quadruple Door Hook White Rubberised Ball",1
"310543","Wilko Toilet Roll Holder Macau Collection",1
"310544","Wilko Towel Ring Macau Collection",1
"310685","Wilko Shower Head 6 Function Chrome Effect",1
"310689","Wilko Robe Hook Macau Collection",1
"310691","Wilko Toilet Roll Holder Paris Collection",1
"310697","Wilko Split Wood Laundry Hamper White",1
"310703","Wilko Shower Head 3 Function Chrome Effect",1
"310721","Wilko Toilet Roll Holder Clear Jewel Chrome Effect",1
"311390","Wilko Light Pull Crystal Effect",1
"325512","Wilko Handwash Family White 500ml",1
"325515","Wilko Hand Sanitiser Original 50ml",1
"327181","Wilko Toilet Brush and Holder White Dome",1
"327185","Wilko Dome Pedal Bin White 3L",1
"327210","Wilko Butterfly Shower Curtain",1
"327295","Wilko Pedestal Set Black Stripe 50 x 70cm and50 x 50cm",1
"327299","Wilko Pedestal Set Blue Stripe 50 x 70cm and50 x 50cm",1
"327638","Wilko Silver Mosaic Soak Word Plaque",1
"327640","Wilko Mosaic Soap Dispenser Silver",1
"327641","Wilko Mosaic Tumbler Silver",1
"327642","Wilko Silver Mosaic Mirror",1
"327643","Wilko Freestanding Mirror Small",1
"327644","Wilko Freestanding Mirror Large",1
"327650","Wilko Freestanding Mirror Wooden",1
"327652","Wilko Pop Up Laundry Bin Striped",1
"327710","Wilko Rush Laundry Hamper Rectangular",1
"327820","Wilko Mosaic Toilet Roll Holder Silver",1
"341653","Wilko Toilet Brush Holder Black",1
"341696","Wilko Toilet Brush Holder Silver Mosaic",1
"341738","Wilko Rope Mirror",1
"343562","Wilko Bath and Shower Mixer Set",1
"346745","Wilko Talc 500g",1
"346803","Wilko Sensitive Antibacterial Handwash 500ml",1
"346806","Wilko Creme Bath  White 750ml",1
"346807","Wilko Creme Bath  Lilac 750ml",1
"407386","Wilko Glitter Mirror 40 x 50cm",1
"407442","Wilko Retro Toilet Brush Grey",1
"420323","Wilko 3 Function Shower Set",1
"421113","Wilko Toilet Brush Holder Aqua",1
"423848","Wilko Toilet Brush Holder Purple",1
"426394","Wilko Single Function Rectangle Shower Head",1
"451436","Wilko Rope Lantern",1
"451437","Wilko Shell Jar",1
"451457","Wilko Toilet Brush Single",1
"451458","Wilko Metal Shower Squeegie",1
"451460","Wilko Sandstone Toilet Brush Holder",1
"453202","Wilko Resin Sparkle Toilet Brush Holder",1
"143628","Wilko Functional Zinc Chloride Batteries D 1.5V2pk",1
"143629","Wilko Functional Zinc Chloride Batteries C 1.5V2pk",1
"143630","Wilko Functional Zinc Chloride Batteries AA 5V 4pk",1
"143631","Wilko Functional Zinc Chloride Batteries AAA 1.5V4pk",1
"143634","Wilko Functional Zinc Chloride Batteries AA 1.5V12pk",1
"23469","Wilko Functional Toilet Brush White",1
"236331","Wilko Functional Toilet Brush and Holder",1
"70733","Wilko Functional Shaving Mirror",1
"169724","Wrights Traditional Coal Tar Soap 4pk",1
